step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 5.693, 0.258, 48.8, 55.7, 43.4
128, 3.94, 0.000125, 4.62, 4.461, 0.298, 55.9, 53.7, 58.3
256, 3.76, 0.00025, 3.34, 3.811, 0.39, 62.4, 57.7, 67.9
384, 3.76, 0.000375, 2.79, 3.684, 0.442, 65.3, 61.5, 69.6
512, 3.84, 0.0005, 2.53, 3.484, 0.469, 66.9, 63.1, 71.2
640, 3.89, 0.000625, 2.42, 3.416, 0.491, 68.3, 64.5, 72.5
768, 3.71, 0.00075, 2.34, 3.389, 0.485, 67.5, 65.3, 69.8
896, 3.8, 0.000875, 2.19, 3.422, 0.507, 68.8, 67.0, 70.7
1024, 3.73, 0.001, 2.16, 3.312, 0.514, 69.1, 67.8, 70.5
1152, 3.76, 0.00098214, 2.05, 3.46, 0.512, 68.8, 68.4, 69.1
1280, 3.84, 0.00096429, 2.0, 3.313, 0.523, 69.5, 68.9, 70.1
1408, 3.63, 0.00094643, 2.01, 3.282, 0.53, 69.9, 69.5, 70.3
1536, 3.74, 0.00092857, 1.97, 3.319, 0.535, 70.3, 69.7, 70.8
1664, 3.62, 0.00091071, 1.81, 3.408, 0.53, 69.7, 70.4, 69.1
1792, 3.89, 0.00089286, 1.86, 3.283, 0.535, 70.2, 70.3, 70.0
1920, 3.71, 0.000875, 1.86, 3.214, 0.535, 70.1, 70.5, 69.7
2048, 3.74, 0.00085714, 1.84, 3.195, 0.537, 70.2, 70.6, 69.8
2176, 3.72, 0.00083929, 1.74, 3.176, 0.537, 70.0, 71.1, 68.9
2304, 3.69, 0.00082143, 1.82, 3.162, 0.546, 70.7, 71.2, 70.3
2432, 3.75, 0.00080357, 1.73, 3.148, 0.545, 70.7, 71.4, 70.0
2560, 3.84, 0.00078571, 1.77, 3.151, 0.544, 70.5, 71.5, 69.5
2688, 3.72, 0.00076786, 1.74, 3.155, 0.547, 70.6, 72.0, 69.4
2816, 3.64, 0.00075, 1.75, 3.118, 0.542, 70.2, 71.8, 68.7
2944, 3.64, 0.00073214, 1.69, 3.144, 0.546, 70.3, 72.5, 68.3
3072, 3.63, 0.00071429, 1.56, 3.216, 0.545, 70.3, 72.2, 68.5
3200, 3.84, 0.00069643, 1.78, 3.165, 0.545, 70.5, 72.0, 69.0
3328, 3.66, 0.00067857, 1.74, 3.092, 0.548, 70.6, 72.3, 69.0
3456, 3.84, 0.00066071, 1.68, 3.164, 0.548, 70.6, 72.1, 69.1
3584, 3.62, 0.00064286, 1.7, 3.157, 0.551, 70.7, 72.7, 68.8
3712, 3.81, 0.000625, 1.58, 3.143, 0.556, 71.2, 72.6, 69.9
3840, 3.66, 0.00060714, 1.68, 3.189, 0.551, 70.8, 72.6, 69.1
3968, 3.77, 0.00058929, 1.68, 3.143, 0.543, 70.1, 72.6, 67.8
4096, 3.73, 0.00057143, 1.67, 3.168, 0.545, 70.2, 72.7, 67.9
4224, 3.53, 0.00055357, 1.58, 3.083, 0.541, 69.9, 72.5, 67.5
