step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 7.431, 0.119, 34.9, 43.5, 29.2
128, 3.87, 0.000125, 5.17, 4.292, 0.282, 53.3, 50.3, 56.6
256, 3.85, 0.00025, 3.35, 3.375, 0.404, 61.3, 57.5, 65.5
384, 3.83, 0.000375, 2.82, 3.262, 0.43, 62.6, 60.0, 65.4
512, 3.85, 0.0005, 2.58, 3.227, 0.435, 62.6, 61.0, 64.4
640, 3.84, 0.000625, 2.35, 3.178, 0.467, 64.8, 63.1, 66.6
768, 3.87, 0.00075, 2.22, 3.224, 0.462, 64.0, 64.0, 64.0
896, 3.9, 0.000875, 2.06, 3.12, 0.487, 65.5, 66.0, 65.1
1024, 3.71, 0.001, 2.05, 3.1, 0.491, 65.6, 66.9, 64.2
1152, 3.89, 0.00098214, 1.92, 3.091, 0.494, 65.5, 67.8, 63.3
1280, 3.84, 0.00096429, 1.9, 3.119, 0.497, 65.7, 68.2, 63.4
1408, 3.96, 0.00094643, 1.8, 3.092, 0.501, 65.9, 68.6, 63.3
1536, 3.79, 0.00092857, 1.87, 3.08, 0.5, 66.0, 68.2, 63.8
1664, 3.84, 0.00091071, 1.75, 3.064, 0.497, 65.6, 68.3, 63.1
1792, 3.92, 0.00089286, 1.75, 3.146, 0.492, 65.1, 68.4, 62.1
1920, 3.89, 0.000875, 1.73, 3.126, 0.49, 64.7, 68.9, 61.0
2048, 3.82, 0.00085714, 1.71, 3.072, 0.497, 65.3, 69.1, 62.0
2176, 3.93, 0.00083929, 1.66, 3.11, 0.498, 65.3, 69.4, 61.7
2304, 3.89, 0.00082143, 1.63, 3.156, 0.486, 64.3, 68.9, 60.3
2432, 3.85, 0.00080357, 1.65, 3.07, 0.499, 65.4, 69.4, 61.9
2560, 3.79, 0.00078571, 1.63, 3.099, 0.498, 65.3, 69.4, 61.7
2688, 3.82, 0.00076786, 1.62, 3.084, 0.494, 64.9, 69.3, 61.1
2816, 3.88, 0.00075, 1.6, 3.107, 0.491, 64.6, 69.4, 60.5
2944, 3.93, 0.00073214, 1.55, 3.167, 0.49, 64.5, 69.4, 60.2
3072, 3.84, 0.00071429, 1.57, 3.209, 0.479, 63.6, 68.8, 59.2
3200, 3.86, 0.00069643, 1.55, 3.13, 0.487, 64.2, 69.2, 59.9
3328, 3.92, 0.00067857, 1.54, 3.141, 0.492, 64.7, 69.3, 60.6
3456, 3.79, 0.00066071, 1.53, 3.141, 0.493, 64.7, 69.7, 60.3
3584, 3.88, 0.00064286, 1.52, 3.179, 0.483, 63.8, 69.3, 59.1
3712, 3.91, 0.000625, 1.51, 3.172, 0.492, 64.6, 69.7, 60.2
3840, 3.86, 0.00060714, 1.52, 3.124, 0.492, 64.6, 69.6, 60.3
3968, 3.93, 0.00058929, 1.46, 3.137, 0.492, 64.5, 69.7, 60.0
4096, 3.89, 0.00057143, 1.49, 3.204, 0.494, 64.7, 69.8, 60.4
4224, 3.8, 0.00055357, 1.49, 3.2, 0.485, 64.0, 69.4, 59.3
4352, 3.83, 0.00053571, 1.44, 3.184, 0.486, 64.1, 69.5, 59.5
4480, 3.83, 0.00051786, 1.46, 3.207, 0.481, 63.6, 69.2, 58.8
4608, 3.83, 0.0005, 1.45, 3.187, 0.484, 63.9, 69.4, 59.2
4736, 3.91, 0.00048214, 1.43, 3.161, 0.49, 64.5, 69.5, 60.1
4864, 3.88, 0.00046429, 1.43, 3.227, 0.484, 63.8, 69.6, 58.8
