step, s/batch, lr, train_loss, dev.quy-dev_loss
0, n/a, 6.8e-07, n/a, 7.672
128, 2.61, 8.75e-05, 6.68, 4.479
256, 2.52, 0.000175, 4.04, 3.638
384, 2.55, 0.0002625, 3.32, 3.296
512, 2.55, 0.00035, 2.97, 3.235
640, 2.54, 0.0004375, 2.74, 3.087
768, 2.53, 0.000525, 2.58, 3.001
896, 2.51, 0.0006125, 2.41, 2.919
1024, 2.52, 0.0007, 2.3, 2.902
1152, 2.53, 0.00069417, 2.23, 2.832
1280, 2.6, 0.00068833, 2.18, 2.817
1408, 2.53, 0.0006825, 2.09, 2.798
1536, 2.5, 0.00067667, 2.05, 2.765
1664, 2.66, 0.00067083, 2.02, 2.77
1792, 2.68, 0.000665, 1.98, 2.749
1920, 2.64, 0.00065917, 1.96, 2.742
2048, 2.58, 0.00065333, 1.92, 2.764
2176, 2.61, 0.0006475, 1.9, 2.771
2304, 2.6, 0.00064167, 1.89, 2.727
2432, 2.63, 0.00063583, 1.87, 2.714
2560, 2.58, 0.00063, 1.86, 2.811
2688, 2.6, 0.00062417, 1.84, 2.709
2816, 2.59, 0.00061833, 1.84, 2.714
2944, 2.58, 0.0006125, 1.81, 2.719
3072, 2.56, 0.00060667, 1.78, 2.7
3200, 2.58, 0.00060083, 1.78, 2.729
3328, 2.54, 0.000595, 1.76, 2.725
3456, 2.64, 0.00058917, 1.77, 2.717
3584, 2.62, 0.00058333, 1.75, 2.689
3712, 2.61, 0.0005775, 1.76, 2.7
3840, 2.53, 0.00057167, 1.72, 2.694
3968, 2.51, 0.00056583, 1.71, 2.688
4096, 2.53, 0.00056, 1.71, 2.655
4224, 2.49, 0.00055417, 1.68, 2.676
4352, 2.53, 0.00054833, 1.68, 2.679
4480, 2.51, 0.0005425, 1.66, 2.664
4608, 2.51, 0.00053667, 1.66, 2.659
4736, 2.53, 0.00053083, 1.64, 2.661
4864, 2.53, 0.000525, 1.65, 2.666
4992, 2.49, 0.00051917, 1.62, 2.654
5120, 2.51, 0.00051333, 1.62, 2.646
5248, 2.53, 0.0005075, 1.61, 2.657
5376, 2.5, 0.00050167, 1.61, 2.657
5504, 2.51, 0.00049583, 1.6, 2.648
5632, 2.51, 0.00049, 1.61, 2.635
5760, 2.56, 0.00048417, 1.59, 2.668
5888, 2.52, 0.00047833, 1.58, 2.63
6016, 2.51, 0.0004725, 1.56, 2.631
6144, 2.51, 0.00046667, 1.56, 2.653
6272, 2.49, 0.00046083, 1.56, 2.64
6400, 2.52, 0.000455, 1.56, 2.629
6528, 2.55, 0.00044917, 1.56, 2.636
6656, 2.54, 0.00044333, 1.55, 2.64
6784, 2.51, 0.0004375, 1.54, 2.642
6912, 2.51, 0.00043167, 1.53, 2.642
7040, 2.46, 0.00042583, 1.53, 2.632
7168, 2.49, 0.00042, 1.54, 2.627
7296, 2.5, 0.00041417, 1.55, 2.628
7424, 2.44, 0.00040833, 1.52, 2.609
7552, 2.46, 0.0004025, 1.52, 2.607
7680, 2.51, 0.00039667, 1.51, 2.639
7808, 2.49, 0.00039083, 1.5, 2.618
7936, 2.41, 0.000385, 1.5, 2.633
8064, 2.47, 0.00037917, 1.51, 2.607
8192, 2.41, 0.00037333, 1.5, 2.618
8320, 2.43, 0.0003675, 1.51, 2.633
8448, 2.51, 0.00036167, 1.5, 2.614
8576, 2.48, 0.00035583, 1.51, 2.609
8704, 2.47, 0.00035, 1.49, 2.605
8832, 2.5, 0.00034417, 1.49, 2.621
8960, 2.43, 0.00033833, 1.49, 2.606
9088, 2.48, 0.0003325, 1.47, 2.615
9216, 2.45, 0.00032667, 1.48, 2.608
9344, 2.45, 0.00032083, 1.49, 2.598
9472, 2.5, 0.000315, 1.47, 2.605
9600, 2.49, 0.00030917, 1.48, 2.6
9728, 2.45, 0.00030333, 1.46, 2.607
9856, 2.51, 0.0002975, 1.47, 2.604
9984, 2.53, 0.00029167, 1.47, 2.615
10112, 2.51, 0.00028583, 1.47, 2.598
10240, 2.48, 0.00028, 1.45, 2.614
10368, 2.45, 0.00027417, 1.45, 2.598
10496, 2.51, 0.00026833, 1.46, 2.613
10624, 2.5, 0.0002625, 1.45, 2.604
10752, 2.51, 0.00025667, 1.46, 2.605
10880, 2.49, 0.00025083, 1.45, 2.602
11008, 2.51, 0.000245, 1.44, 2.603
11136, 2.57, 0.00023917, 1.45, 2.602
11264, 2.52, 0.00023333, 1.43, 2.61
11392, 2.5, 0.0002275, 1.44, 2.595
11520, 2.53, 0.00022167, 1.44, 2.607
11648, 2.6, 0.00021583, 1.43, 2.589
11776, 2.54, 0.00021, 1.45, 2.592
11904, 2.5, 0.00020417, 1.44, 2.594
12032, 2.47, 0.00019833, 1.43, 2.582
12160, 2.53, 0.0001925, 1.44, 2.595
12288, 2.53, 0.00018667, 1.44, 2.595
12416, 2.49, 0.00018083, 1.44, 2.592
12544, 2.49, 0.000175, 1.43, 2.595
12672, 2.47, 0.00016917, 1.42, 2.594
12800, 2.49, 0.00016333, 1.42, 2.587
12928, 2.54, 0.0001575, 1.42, 2.591
13056, 2.5, 0.00015167, 1.42, 2.581
13184, 2.5, 0.00014583, 1.43, 2.596
13312, 2.48, 0.00014, 1.42, 2.591
13440, 2.55, 0.00013417, 1.41, 2.597
13568, 2.51, 0.00012833, 1.42, 2.594
13696, 2.5, 0.0001225, 1.42, 2.591
13824, 2.5, 0.00011667, 1.43, 2.59
13952, 2.47, 0.00011083, 1.41, 2.593
14080, 2.54, 0.000105, 1.42, 2.594
14208, 2.49, 9.917e-05, 1.42, 2.591
14336, 2.56, 9.333e-05, 1.4, 2.599
14464, 2.49, 8.75e-05, 1.42, 2.594
14592, 2.47, 8.167e-05, 1.4, 2.593
14720, 2.56, 7.583e-05, 1.41, 2.589
14848, 2.52, 7e-05, 1.42, 2.595
14976, 2.5, 6.417e-05, 1.41, 2.586
15104, 2.48, 5.833e-05, 1.4, 2.597
15232, 2.53, 5.25e-05, 1.41, 2.595
15360, 2.5, 4.667e-05, 1.41, 2.588
15488, 2.53, 4.083e-05, 1.4, 2.587
15616, 2.54, 3.5e-05, 1.39, 2.592
15744, 2.59, 2.917e-05, 1.4, 2.593
15872, 2.5, 2.333e-05, 1.39, 2.591
16000, 2.56, 1.75e-05, 1.41, 2.597
16128, 2.54, 1.167e-05, 1.4, 2.59
16256, 2.52, 5.83e-06, 1.4, 2.591
16384, 2.51, 0.0, 1.41, 2.59
