step, s/batch, lr, train_loss, dev.quy-dev_loss
6016, 2.51, 0.00043875, 1.55, 2.623
6144, 2.52, 0.00043333, 1.54, 2.635
6272, 2.51, 0.00042792, 1.54, 2.627
6400, 2.52, 0.0004225, 1.54, 2.616
6528, 2.57, 0.00041708, 1.54, 2.636
6656, 2.54, 0.00041167, 1.53, 2.619
6784, 2.53, 0.00040625, 1.53, 2.624
6912, 2.53, 0.00040083, 1.51, 2.622
7040, 2.54, 0.00039542, 1.51, 2.624
7168, 2.54, 0.00039, 1.52, 2.619
7296, 2.54, 0.00038458, 1.54, 2.613
7424, 2.53, 0.00037917, 1.5, 2.603
7552, 2.51, 0.00037375, 1.51, 2.595
7680, 2.54, 0.00036833, 1.49, 2.626
7808, 2.53, 0.00036292, 1.49, 2.621
7936, 2.49, 0.0003575, 1.48, 2.618
8064, 2.56, 0.00035208, 1.49, 2.602
8192, 2.48, 0.00034667, 1.48, 2.604
8320, 2.52, 0.00034125, 1.49, 2.62
8448, 2.53, 0.00033583, 1.49, 2.598
8576, 2.53, 0.00033042, 1.49, 2.606
8704, 2.55, 0.000325, 1.47, 2.603
8832, 2.53, 0.00031958, 1.47, 2.622
8960, 2.52, 0.00031417, 1.47, 2.605
9088, 2.52, 0.00030875, 1.46, 2.62
9216, 2.5, 0.00030333, 1.47, 2.602
9344, 2.51, 0.00029792, 1.47, 2.606
9472, 2.55, 0.0002925, 1.45, 2.604
9600, 2.53, 0.00028708, 1.47, 2.596
9728, 2.49, 0.00028167, 1.45, 2.609
9856, 2.53, 0.00027625, 1.46, 2.6
9984, 2.57, 0.00027083, 1.46, 2.613
10112, 2.57, 0.00026542, 1.45, 2.601
10240, 2.53, 0.00026, 1.44, 2.61
10368, 2.53, 0.00025458, 1.43, 2.603
10496, 2.55, 0.00024917, 1.45, 2.614
10624, 2.51, 0.00024375, 1.44, 2.604
10752, 2.51, 0.00023833, 1.45, 2.612
10880, 2.5, 0.00023292, 1.44, 2.603
11008, 2.5, 0.0002275, 1.43, 2.609
11136, 2.55, 0.00022208, 1.43, 2.608
11264, 2.5, 0.00021667, 1.41, 2.604
11392, 2.46, 0.00021125, 1.42, 2.596
11520, 2.51, 0.00020583, 1.43, 2.617
11648, 2.56, 0.00020042, 1.42, 2.592
11776, 2.52, 0.000195, 1.43, 2.601
11904, 2.48, 0.00018958, 1.42, 2.602
12032, 2.46, 0.00018417, 1.42, 2.591
12160, 2.53, 0.00017875, 1.42, 2.601
12288, 2.52, 0.00017333, 1.42, 2.604
12416, 2.5, 0.00016792, 1.43, 2.596
12544, 2.48, 0.0001625, 1.42, 2.603
12672, 2.5, 0.00015708, 1.4, 2.602
12800, 2.51, 0.00015167, 1.4, 2.588
12928, 2.54, 0.00014625, 1.41, 2.589
13056, 2.49, 0.00014083, 1.41, 2.598
13184, 2.51, 0.00013542, 1.42, 2.594
13312, 2.49, 0.00013, 1.4, 2.604
13440, 2.56, 0.00012458, 1.39, 2.602
13568, 2.51, 0.00011917, 1.41, 2.608
13696, 2.51, 0.00011375, 1.4, 2.604
13824, 2.53, 0.00010833, 1.41, 2.6
13952, 2.49, 0.00010292, 1.39, 2.605
14080, 2.52, 9.75e-05, 1.4, 2.601
14208, 2.49, 9.208e-05, 1.4, 2.594
14336, 2.55, 8.667e-05, 1.38, 2.603
14464, 2.49, 8.125e-05, 1.4, 2.595
14592, 2.49, 7.583e-05, 1.38, 2.604
14720, 2.55, 7.042e-05, 1.39, 2.601
14848, 2.53, 6.5e-05, 1.4, 2.592
14976, 2.5, 5.958e-05, 1.39, 2.59
15104, 2.49, 5.417e-05, 1.39, 2.602
15232, 2.52, 4.875e-05, 1.4, 2.599
15360, 2.48, 4.333e-05, 1.39, 2.598
15488, 2.5, 3.792e-05, 1.38, 2.595
15616, 2.5, 3.25e-05, 1.37, 2.599
15744, 2.56, 2.708e-05, 1.38, 2.599
15872, 2.46, 2.167e-05, 1.38, 2.597
16000, 2.53, 1.625e-05, 1.4, 2.596
16128, 2.5, 1.083e-05, 1.38, 2.598
16256, 2.48, 5.42e-06, 1.38, 2.594
16384, 2.51, 0.0, 1.39, 2.594
