step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 7.431, 0.119, 34.9, 43.5, 29.2
64, 4.02, 6.25e-05, 5.99, 5.565, 0.162, 43.5, 44.2, 42.8
128, 4.02, 0.000125, 4.41, 4.225, 0.29, 53.9, 50.8, 57.4
192, 4.02, 0.0001875, 3.55, 3.57, 0.383, 59.9, 56.3, 63.9
256, 3.99, 0.00025, 3.13, 3.347, 0.415, 61.7, 58.8, 65.0
320, 4.0, 0.0003125, 2.89, 3.286, 0.427, 62.4, 60.0, 64.9
384, 3.99, 0.000375, 2.73, 3.252, 0.44, 63.0, 61.3, 64.8
448, 3.98, 0.0004375, 2.58, 3.25, 0.441, 63.0, 61.7, 64.3
512, 3.98, 0.0005, 2.45, 3.219, 0.455, 63.8, 62.9, 64.7
576, 4.3, 0.00049107, 2.34, 3.251, 0.454, 63.6, 63.2, 63.9
640, 4.02, 0.00048214, 2.23, 3.255, 0.456, 63.5, 63.9, 63.1
704, 3.99, 0.00047321, 2.15, 3.298, 0.454, 63.3, 63.9, 62.7
768, 4.01, 0.00046429, 2.07, 3.277, 0.463, 63.9, 64.5, 63.3
832, 4.0, 0.00045536, 2.01, 3.31, 0.46, 63.4, 65.1, 61.7
896, 4.01, 0.00044643, 1.95, 3.33, 0.459, 63.2, 65.3, 61.1
960, 3.99, 0.0004375, 1.89, 3.324, 0.465, 63.6, 65.8, 61.5
1024, 3.98, 0.00042857, 1.84, 3.353, 0.459, 63.1, 65.3, 61.2
1088, 4.01, 0.00041964, 1.79, 3.415, 0.455, 62.7, 65.5, 60.0
1152, 4.03, 0.00041071, 1.76, 3.437, 0.453, 62.6, 65.2, 60.2
1216, 4.05, 0.00040179, 1.72, 3.448, 0.457, 62.7, 65.9, 59.8
1280, 4.04, 0.00039286, 1.68, 3.476, 0.452, 62.6, 65.1, 60.2
1344, 4.06, 0.00038393, 1.65, 3.545, 0.447, 62.1, 65.1, 59.3
1408, 4.06, 0.000375, 1.63, 3.499, 0.451, 62.4, 65.2, 59.8
1472, 4.07, 0.00036607, 1.59, 3.578, 0.446, 61.8, 65.3, 58.7
1536, 4.02, 0.00035714, 1.57, 3.569, 0.447, 62.1, 65.1, 59.4
1600, 4.13, 0.00034821, 1.55, 3.622, 0.451, 62.4, 65.2, 59.9
1664, 4.05, 0.00033929, 1.52, 3.629, 0.443, 61.7, 64.8, 58.9
1728, 3.99, 0.00033036, 1.49, 3.652, 0.441, 61.6, 64.7, 58.8
1792, 4.04, 0.00032143, 1.47, 3.693, 0.436, 61.1, 64.7, 58.0
1856, 4.1, 0.0003125, 1.46, 3.71, 0.436, 61.2, 64.5, 58.3
1920, 3.94, 0.00030357, 1.43, 3.709, 0.43, 60.8, 64.0, 57.8
1984, 3.97, 0.00029464, 1.41, 3.734, 0.436, 61.3, 64.4, 58.5
2048, 4.04, 0.00028571, 1.39, 3.761, 0.426, 60.4, 63.9, 57.3
2112, 4.01, 0.00027679, 1.38, 3.816, 0.429, 60.7, 64.1, 57.6
2176, 3.97, 0.00026786, 1.36, 3.83, 0.434, 61.1, 64.3, 58.3
2240, 3.95, 0.00025893, 1.35, 3.81, 0.434, 61.1, 64.4, 58.2
2304, 3.99, 0.00025, 1.33, 3.878, 0.427, 60.6, 63.8, 57.7
2368, 3.93, 0.00024107, 1.32, 3.866, 0.419, 60.0, 63.2, 57.2
2432, 3.99, 0.00023214, 1.3, 3.888, 0.422, 60.1, 63.8, 56.9
2496, 4.04, 0.00022321, 1.29, 3.934, 0.433, 61.0, 64.3, 58.1
2560, 4.15, 0.00021429, 1.28, 3.928, 0.43, 60.7, 64.1, 57.7
2624, 4.07, 0.00020536, 1.27, 3.936, 0.431, 60.8, 64.2, 57.8
2688, 3.98, 0.00019643, 1.26, 3.96, 0.43, 60.8, 64.1, 57.8
2752, 3.95, 0.0001875, 1.24, 4.008, 0.425, 60.3, 64.0, 56.9
2816, 4.01, 0.00017857, 1.24, 3.983, 0.422, 60.1, 63.6, 57.0
2880, 4.1, 0.00016964, 1.23, 3.968, 0.426, 60.5, 63.8, 57.6
2944, 4.04, 0.00016071, 1.21, 4.01, 0.428, 60.7, 63.9, 57.7
3008, 3.94, 0.00015179, 1.21, 4.021, 0.426, 60.4, 63.9, 57.3
3072, 3.96, 0.00014286, 1.19, 4.048, 0.422, 60.3, 63.5, 57.3
3136, 4.0, 0.00013393, 1.19, 4.062, 0.42, 60.1, 63.5, 57.0
3200, 3.96, 0.000125, 1.18, 4.063, 0.421, 60.1, 63.6, 57.0
3264, 3.94, 0.00011607, 1.18, 4.056, 0.422, 60.2, 63.7, 57.0
3328, 4.07, 0.00010714, 1.17, 4.075, 0.413, 59.5, 63.1, 56.4
3392, 3.95, 9.821e-05, 1.16, 4.058, 0.423, 60.3, 63.6, 57.3
3456, 4.01, 8.929e-05, 1.16, 4.087, 0.425, 60.4, 63.8, 57.4
3520, 4.02, 8.036e-05, 1.15, 4.115, 0.419, 59.9, 63.5, 56.7
3584, 4.1, 7.143e-05, 1.15, 4.09, 0.419, 60.0, 63.5, 56.8
3648, 4.02, 6.25e-05, 1.14, 4.122, 0.414, 59.7, 63.0, 56.7
3712, 4.11, 5.357e-05, 1.14, 4.121, 0.43, 60.7, 64.2, 57.6
3776, 4.06, 4.464e-05, 1.13, 4.106, 0.416, 59.8, 63.1, 56.8
3840, 4.06, 3.571e-05, 1.13, 4.147, 0.42, 60.0, 63.5, 56.9
3904, 4.05, 2.679e-05, 1.13, 4.144, 0.422, 60.2, 63.7, 57.0
3968, 4.08, 1.786e-05, 1.13, 4.135, 0.411, 59.4, 62.7, 56.4
4032, 4.06, 8.93e-06, 1.13, 4.151, 0.421, 60.2, 63.4, 57.2
4096, 4.04, 0.0, 1.12, 4.131, 0.417, 59.9, 63.3, 56.9
