step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 1e-07, n/a, 5.693, 0.258, 48.8, 55.7, 43.4
128, 4.08, 1.25e-05, 5.3, 5.395, 0.283, 52.3, 55.8, 49.2
256, 3.96, 2.5e-05, 4.59, 4.844, 0.271, 53.3, 53.1, 53.6
384, 4.02, 3.75e-05, 4.0, 4.459, 0.286, 55.3, 52.9, 57.8
512, 3.97, 5e-05, 3.61, 4.098, 0.316, 57.6, 54.2, 61.4
640, 4.05, 6.25e-05, 3.3, 3.864, 0.34, 59.5, 54.8, 65.2
768, 3.94, 7.5e-05, 3.08, 3.726, 0.368, 61.3, 56.2, 67.4
896, 4.06, 8.75e-05, 2.91, 3.599, 0.388, 62.4, 57.3, 68.5
1024, 3.99, 0.0001, 2.82, 3.58, 0.402, 63.2, 58.2, 69.3
1152, 3.9, 9.821e-05, 2.73, 3.509, 0.412, 63.7, 59.0, 69.4
1280, 3.93, 9.643e-05, 2.62, 3.508, 0.422, 64.4, 59.5, 70.1
1408, 3.94, 9.464e-05, 2.57, 3.471, 0.423, 64.3, 59.8, 69.7
1536, 3.85, 9.286e-05, 2.54, 3.464, 0.425, 64.5, 59.9, 69.9
1664, 3.99, 9.107e-05, 2.47, 3.458, 0.433, 64.9, 60.4, 70.2
1792, 3.98, 8.929e-05, 2.45, 3.435, 0.433, 64.9, 60.7, 69.6
1920, 4.01, 8.75e-05, 2.4, 3.463, 0.437, 65.1, 60.9, 69.9
2048, 3.95, 8.571e-05, 2.38, 3.469, 0.438, 65.1, 61.1, 69.7
2176, 3.99, 8.393e-05, 2.35, 3.434, 0.437, 65.0, 61.1, 69.3
2304, 3.95, 8.214e-05, 2.32, 3.463, 0.441, 65.1, 61.9, 68.6
2432, 3.88, 8.036e-05, 2.31, 3.481, 0.441, 65.1, 61.8, 68.9
2560, 3.93, 7.857e-05, 2.27, 3.44, 0.446, 65.3, 62.2, 68.9
2688, 3.92, 7.679e-05, 2.25, 3.439, 0.442, 65.1, 61.9, 68.7
2816, 3.92, 7.5e-05, 2.23, 3.408, 0.445, 65.3, 62.2, 68.8
2944, 3.94, 7.321e-05, 2.21, 3.463, 0.447, 65.3, 62.5, 68.5
3072, 3.89, 7.143e-05, 2.19, 3.443, 0.446, 65.3, 62.4, 68.5
3200, 3.9, 6.964e-05, 2.17, 3.413, 0.443, 65.1, 62.4, 68.0
3328, 3.99, 6.786e-05, 2.16, 3.42, 0.446, 65.2, 62.7, 68.0
3456, 3.89, 6.607e-05, 2.16, 3.421, 0.447, 65.2, 62.8, 67.8
3584, 3.86, 6.429e-05, 2.16, 3.426, 0.447, 65.2, 62.9, 67.6
3712, 4.03, 6.25e-05, 2.11, 3.433, 0.446, 65.0, 62.9, 67.3
3840, 3.92, 6.071e-05, 2.11, 3.436, 0.449, 65.2, 63.2, 67.4
3968, 3.94, 5.893e-05, 2.1, 3.382, 0.453, 65.5, 63.4, 67.8
4096, 3.99, 5.714e-05, 2.1, 3.425, 0.449, 65.2, 63.4, 67.1
4224, 3.98, 5.536e-05, 2.08, 3.386, 0.45, 65.2, 63.5, 67.1
4352, 3.94, 5.357e-05, 2.09, 3.408, 0.451, 65.3, 63.6, 67.1
4480, 3.94, 5.179e-05, 2.05, 3.405, 0.451, 65.3, 63.5, 67.2
4608, 3.94, 5e-05, 2.05, 3.395, 0.447, 65.0, 63.3, 66.8
4736, 4.03, 4.821e-05, 2.04, 3.419, 0.448, 65.0, 63.5, 66.7
4864, 3.93, 4.643e-05, 2.05, 3.431, 0.448, 65.1, 63.5, 66.8
4992, 3.92, 4.464e-05, 2.03, 3.439, 0.453, 65.3, 63.8, 66.9
5120, 3.92, 4.286e-05, 2.04, 3.419, 0.453, 65.4, 63.8, 67.0
5248, 3.87, 4.107e-05, 2.03, 3.425, 0.45, 65.1, 63.7, 66.6
5376, 3.96, 3.929e-05, 1.99, 3.442, 0.447, 64.9, 63.5, 66.4
5504, 3.92, 3.75e-05, 2.04, 3.4, 0.449, 65.0, 63.7, 66.4
5632, 3.86, 3.571e-05, 1.99, 3.41, 0.453, 65.3, 64.0, 66.5
5760, 3.98, 3.393e-05, 2.03, 3.424, 0.451, 65.1, 63.8, 66.5
5888, 3.87, 3.214e-05, 2.01, 3.424, 0.45, 65.1, 63.9, 66.3
6016, 3.9, 3.036e-05, 2.0, 3.446, 0.457, 65.6, 64.2, 67.0
6144, 3.93, 2.857e-05, 2.0, 3.433, 0.453, 65.2, 64.1, 66.4
6272, 3.91, 2.679e-05, 1.98, 3.427, 0.448, 64.8, 63.9, 65.8
6400, 3.9, 2.5e-05, 1.99, 3.436, 0.452, 65.1, 64.2, 66.1
6528, 3.95, 2.321e-05, 1.98, 3.452, 0.45, 65.0, 64.1, 66.0
6656, 3.93, 2.143e-05, 2.0, 3.396, 0.453, 65.2, 64.2, 66.2
6784, 3.95, 1.964e-05, 1.93, 3.407, 0.452, 65.1, 64.3, 66.0
6912, 3.9, 1.786e-05, 2.01, 3.406, 0.449, 65.0, 63.9, 66.0
7040, 3.88, 1.607e-05, 1.97, 3.424, 0.45, 65.0, 64.0, 66.0
7168, 3.93, 1.429e-05, 1.96, 3.397, 0.448, 64.9, 63.9, 65.9
7296, 4.01, 1.25e-05, 1.97, 3.405, 0.447, 64.8, 63.9, 65.7
7424, 3.88, 1.071e-05, 1.98, 3.411, 0.453, 65.2, 64.3, 66.1
7552, 3.9, 8.93e-06, 1.99, 3.439, 0.451, 65.0, 64.1, 65.9
7680, 3.95, 7.14e-06, 1.97, 3.427, 0.449, 64.9, 64.0, 65.9
7808, 3.79, 5.36e-06, 1.98, 3.445, 0.451, 65.0, 64.2, 65.9
7936, 4.03, 3.57e-06, 1.95, 3.422, 0.451, 65.0, 64.2, 65.7
8064, 3.95, 1.79e-06, 1.93, 3.449, 0.453, 65.1, 64.3, 66.0
8192, 3.89, 0.0, 1.99, 3.449, 0.455, 65.3, 64.4, 66.3
