step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 2.44e-06, n/a, 5.69, 0.251, 48.2, 55.3, 42.7
128, 4.1, 0.0003125, 4.17, 4.17, 0.347, 59.8, 55.2, 65.3
256, 3.89, 0.000625, 2.92, 3.606, 0.398, 63.1, 57.6, 69.7
384, 3.99, 0.0009375, 2.54, 3.492, 0.434, 65.0, 60.3, 70.5
512, 3.98, 0.00125, 2.42, 3.379, 0.472, 66.9, 64.0, 70.0
640, 3.85, 0.0015625, 2.28, 3.389, 0.486, 67.3, 66.2, 68.4
768, 3.64, 0.001875, 2.31, 3.411, 0.494, 67.3, 68.1, 66.5
896, 3.6, 0.0021875, 2.32, 3.367, 0.513, 68.5, 69.7, 67.3
1024, 3.68, 0.0025, 2.57, 3.402, 0.502, 66.6, 71.5, 62.4
1152, 3.39, 0.00245536, 2.39, 3.421, 0.504, 66.1, 73.2, 60.2
1280, 3.78, 0.00241071, 2.37, 3.502, 0.495, 64.6, 74.5, 57.0
1408, 3.61, 0.00236607, 2.35, 3.407, 0.512, 65.5, 76.3, 57.3
1536, 3.7, 0.00232143, 2.24, 3.304, 0.5, 64.2, 76.1, 55.5
1664, 3.72, 0.00227679, 2.15, 3.421, 0.497, 63.9, 76.2, 55.0
1792, 3.65, 0.00223214, 2.12, 3.32, 0.489, 63.2, 75.9, 54.1
1920, 3.78, 0.0021875, 2.16, 3.278, 0.49, 63.2, 76.1, 54.0
2048, 3.59, 0.00214286, 2.19, 3.308, 0.498, 63.8, 76.5, 54.8
2176, 3.78, 0.00209821, 2.17, 3.353, 0.487, 62.3, 77.0, 52.4
2304, 3.71, 0.00205357, 2.19, 3.305, 0.466, 60.4, 76.1, 50.0
2432, 3.82, 0.00200893, 2.22, 3.294, 0.486, 62.4, 76.7, 52.5
2560, 3.78, 0.00196429, 2.1, 3.282, 0.459, 59.5, 76.0, 48.9
2688, 3.71, 0.00191964, 2.16, 3.273, 0.454, 58.8, 76.3, 47.9
2816, 3.76, 0.001875, 2.16, 3.291, 0.452, 58.1, 77.0, 46.6
2944, 3.75, 0.00183036, 2.14, 3.265, 0.458, 57.8, 78.7, 45.6
3072, 3.72, 0.00178571, 2.15, 3.246, 0.462, 58.0, 79.1, 45.8
3200, 3.73, 0.00174107, 2.12, 3.199, 0.462, 58.1, 78.9, 46.0
3328, 3.7, 0.00169643, 1.99, 3.228, 0.452, 56.8, 79.2, 44.3
3456, 3.59, 0.00165179, 2.0, 3.211, 0.46, 57.4, 79.8, 44.8
3584, 3.79, 0.00160714, 2.03, 3.184, 0.463, 57.9, 79.4, 45.6
3712, 3.71, 0.0015625, 2.04, 3.27, 0.475, 58.9, 80.3, 46.6
3840, 3.89, 0.00151786, 2.05, 3.243, 0.48, 59.0, 81.2, 46.4
3968, 3.66, 0.00147321, 2.0, 3.355, 0.473, 57.9, 81.6, 44.9
4096, 3.65, 0.00142857, 2.02, 3.218, 0.477, 58.6, 81.5, 45.7
4224, 3.77, 0.00138393, 2.02, 3.258, 0.475, 57.9, 82.0, 44.8
4352, 3.57, 0.00133929, 2.1, 3.168, 0.487, 58.5, 83.6, 45.0
4480, 3.56, 0.00129464, 2.01, 3.153, 0.483, 58.2, 83.3, 44.7
4608, 3.93, 0.00125, 1.94, 3.154, 0.492, 58.9, 84.0, 45.3
4736, 3.76, 0.00120536, 1.92, 3.119, 0.491, 58.8, 84.1, 45.2
4864, 3.81, 0.00116071, 1.97, 3.112, 0.502, 59.4, 85.4, 45.5
4992, 3.71, 0.00111607, 1.99, 3.132, 0.49, 58.5, 84.3, 44.8
5120, 3.89, 0.00107143, 1.96, 3.1, 0.503, 59.5, 85.3, 45.7
5248, 3.73, 0.00102679, 1.93, 3.108, 0.502, 59.5, 85.2, 45.7
5376, 3.9, 0.00098214, 1.9, 3.126, 0.498, 59.1, 85.0, 45.2
5504, 3.8, 0.0009375, 1.91, 3.087, 0.504, 59.5, 85.6, 45.6
5632, 3.81, 0.00089286, 1.86, 3.186, 0.507, 59.3, 86.8, 45.0
5760, 3.88, 0.00084821, 1.91, 3.088, 0.506, 59.2, 86.5, 45.0
5888, 3.82, 0.00080357, 1.9, 3.08, 0.51, 59.6, 86.8, 45.4
6016, 4.01, 0.00075893, 1.85, 3.055, 0.515, 60.2, 86.9, 46.0
6144, 3.73, 0.00071429, 1.94, 3.095, 0.518, 60.3, 87.3, 46.1
6272, 3.87, 0.00066964, 1.9, 3.126, 0.521, 60.5, 87.6, 46.2
6400, 3.83, 0.000625, 1.92, 3.074, 0.524, 60.7, 87.8, 46.4
6528, 4.05, 0.00058036, 1.84, 3.11, 0.52, 60.2, 87.8, 45.8
6656, 4.01, 0.00053571, 1.89, 3.082, 0.519, 60.1, 87.9, 45.7
6784, 3.87, 0.00049107, 1.88, 3.092, 0.519, 60.1, 87.9, 45.6
6912, 3.98, 0.00044643, 1.82, 3.058, 0.525, 60.8, 87.8, 46.5
7040, 3.85, 0.00040179, 1.9, 3.074, 0.525, 60.9, 87.7, 46.6
7168, 3.92, 0.00035714, 1.82, 3.042, 0.521, 60.4, 87.8, 46.0
7296, 3.92, 0.0003125, 1.88, 3.045, 0.526, 60.8, 88.1, 46.4
7424, 4.15, 0.00026786, 1.87, 3.08, 0.522, 60.4, 87.9, 46.0
7552, 3.99, 0.00022321, 1.83, 3.081, 0.523, 60.4, 88.1, 45.9
7680, 3.76, 0.00017857, 1.85, 3.074, 0.523, 60.4, 88.1, 46.0
7808, 3.78, 0.00013393, 1.86, 3.093, 0.519, 60.0, 88.0, 45.6
7936, 3.93, 8.929e-05, 1.84, 3.085, 0.525, 60.6, 88.2, 46.1
8064, 3.64, 4.464e-05, 1.75, 3.084, 0.523, 60.5, 88.1, 46.0
8192, 3.86, 0.0, 1.81, 3.048, 0.522, 60.3, 88.1, 45.8
