step, s/batch, lr, train_loss, dev.quy-dev_loss
0, n/a, 8.8e-07, n/a, 7.672
128, 2.66, 0.0001125, 6.45, 4.29
256, 2.6, 0.000225, 3.88, 3.509
384, 2.63, 0.0003375, 3.19, 3.244
512, 2.65, 0.00045, 2.86, 3.211
640, 2.61, 0.0005625, 2.64, 3.031
768, 2.58, 0.000675, 2.49, 2.94
896, 2.54, 0.0007875, 2.32, 2.873
1024, 2.57, 0.0009, 2.21, 2.847
1152, 2.59, 0.0008925, 2.17, 2.811
1280, 2.63, 0.000885, 2.13, 2.801
1408, 2.55, 0.0008775, 2.05, 2.787
1536, 2.56, 0.00087, 2.01, 2.752
1664, 2.61, 0.0008625, 1.98, 2.753
1792, 2.6, 0.000855, 1.95, 2.746
1920, 2.64, 0.0008475, 1.93, 2.731
2048, 2.57, 0.00084, 1.9, 2.742
2176, 2.59, 0.0008325, 1.88, 2.765
2304, 2.59, 0.000825, 1.88, 2.72
2432, 2.56, 0.0008175, 1.86, 2.705
2560, 2.56, 0.00081, 1.85, 2.723
2688, 2.53, 0.0008025, 1.84, 2.714
2816, 2.52, 0.000795, 1.85, 2.71
2944, 2.52, 0.0007875, 1.82, 2.718
3072, 2.53, 0.00078, 1.8, 2.698
3200, 2.54, 0.0007725, 1.8, 2.709
3328, 2.5, 0.000765, 1.78, 2.722
3456, 2.59, 0.0007575, 1.8, 2.711
3584, 2.54, 0.00075, 1.79, 2.711
3712, 2.63, 0.0007425, 1.8, 2.713
3840, 2.59, 0.000735, 1.77, 2.723
3968, 2.54, 0.0007275, 1.77, 2.713
4096, 2.58, 0.00072, 1.78, 2.689
4224, 2.54, 0.0007125, 1.76, 2.71
4352, 2.55, 0.000705, 1.75, 2.704
4480, 2.56, 0.0006975, 1.74, 2.695
4608, 2.57, 0.00069, 1.75, 2.703
4736, 2.54, 0.0006825, 1.73, 2.688
4864, 2.56, 0.000675, 1.74, 2.693
4992, 2.53, 0.0006675, 1.71, 2.685
5120, 2.57, 0.00066, 1.72, 2.693
5248, 2.58, 0.0006525, 1.71, 2.707
5376, 2.55, 0.000645, 1.72, 2.687
5504, 2.54, 0.0006375, 1.71, 2.71
5632, 2.56, 0.00063, 1.72, 2.675
5760, 2.55, 0.0006225, 1.71, 2.719
5888, 2.54, 0.000615, 1.7, 2.688
6016, 2.56, 0.0006075, 1.68, 2.682
6144, 2.57, 0.0006, 1.68, 2.696
6272, 2.53, 0.0005925, 1.69, 2.693
6400, 2.56, 0.000585, 1.69, 2.68
6528, 2.59, 0.0005775, 1.69, 2.689
6656, 2.59, 0.00057, 1.68, 2.687
6784, 2.54, 0.0005625, 1.68, 2.696
6912, 2.56, 0.000555, 1.66, 2.697
7040, 2.57, 0.0005475, 1.67, 2.704
7168, 2.58, 0.00054, 1.68, 2.686
7296, 2.58, 0.0005325, 1.69, 2.679
7424, 2.54, 0.000525, 1.67, 2.682
7552, 2.56, 0.0005175, 1.67, 2.671
7680, 2.58, 0.00051, 1.66, 2.687
7808, 2.58, 0.0005025, 1.65, 2.691
7936, 2.51, 0.000495, 1.65, 2.694
8064, 2.59, 0.0004875, 1.66, 2.666
8192, 2.53, 0.00048, 1.66, 2.693
8320, 2.56, 0.0004725, 1.67, 2.713
8448, 2.57, 0.000465, 1.67, 2.685
8576, 2.58, 0.0004575, 1.67, 2.689
8704, 2.59, 0.00045, 1.65, 2.681
8832, 2.6, 0.0004425, 1.65, 2.697
8960, 2.57, 0.000435, 1.65, 2.688
9088, 2.59, 0.0004275, 1.64, 2.684
9216, 2.57, 0.00042, 1.65, 2.683
9344, 2.59, 0.0004125, 1.65, 2.679
9472, 2.64, 0.000405, 1.63, 2.671
9600, 2.59, 0.0003975, 1.65, 2.689
9728, 2.54, 0.00039, 1.63, 2.674
9856, 2.63, 0.0003825, 1.64, 2.682
9984, 2.6, 0.000375, 1.64, 2.692
10112, 2.59, 0.0003675, 1.64, 2.68
10240, 2.57, 0.00036, 1.63, 2.683
10368, 2.52, 0.0003525, 1.63, 2.68
10496, 2.59, 0.000345, 1.64, 2.698
10624, 2.57, 0.0003375, 1.63, 2.689
10752, 2.54, 0.00033, 1.64, 2.698
10880, 2.52, 0.0003225, 1.63, 2.68
11008, 2.56, 0.000315, 1.62, 2.693
11136, 2.61, 0.0003075, 1.63, 2.682
11264, 2.57, 0.0003, 1.61, 2.687
11392, 2.51, 0.0002925, 1.62, 2.674
11520, 2.58, 0.000285, 1.63, 2.696
11648, 2.62, 0.0002775, 1.62, 2.683
11776, 2.57, 0.00027, 1.63, 2.686
11904, 2.54, 0.0002625, 1.63, 2.682
12032, 2.41, 0.000255, 1.62, 2.67
12160, 2.48, 0.0002475, 1.62, 2.675
12288, 2.5, 0.00024, 1.62, 2.69
12416, 2.48, 0.0002325, 1.63, 2.681
12544, 2.45, 0.000225, 1.62, 2.689
12672, 2.46, 0.0002175, 1.61, 2.682
12800, 2.53, 0.00021, 1.61, 2.682
12928, 2.52, 0.0002025, 1.61, 2.666
13056, 2.48, 0.000195, 1.61, 2.673
13184, 2.47, 0.0001875, 1.62, 2.676
13312, 2.46, 0.00018, 1.61, 2.674
13440, 2.49, 0.0001725, 1.6, 2.682
13568, 2.48, 0.000165, 1.61, 2.693
13696, 2.52, 0.0001575, 1.61, 2.687
13824, 2.5, 0.00015, 1.62, 2.682
13952, 2.47, 0.0001425, 1.6, 2.682
14080, 2.51, 0.000135, 1.61, 2.69
14208, 2.48, 0.0001275, 1.61, 2.682
14336, 2.49, 0.00012, 1.59, 2.682
14464, 2.5, 0.0001125, 1.62, 2.683
14592, 2.49, 0.000105, 1.59, 2.683
14720, 2.52, 9.75e-05, 1.6, 2.684
14848, 2.5, 9e-05, 1.61, 2.683
14976, 2.46, 8.25e-05, 1.61, 2.676
15104, 2.46, 7.5e-05, 1.61, 2.684
15232, 2.51, 6.75e-05, 1.61, 2.683
15360, 2.49, 6e-05, 1.6, 2.682
15488, 2.49, 5.25e-05, 1.6, 2.68
15616, 2.48, 4.5e-05, 1.59, 2.682
15744, 2.46, 3.75e-05, 1.59, 2.68
15872, 2.43, 3e-05, 1.59, 2.683
16000, 2.43, 2.25e-05, 1.61, 2.683
16128, 2.45, 1.5e-05, 1.6, 2.682
16256, 2.46, 7.5e-06, 1.6, 2.678
16384, 2.44, 0.0, 1.6, 2.679
