step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 5.87, 0.158, 43.3, 47.4, 39.8
128, 4.17, 0.000125, 4.69, 4.489, 0.213, 51.2, 48.1, 54.8
256, 4.04, 0.00025, 3.29, 3.802, 0.308, 57.5, 53.1, 62.7
384, 3.99, 0.000375, 2.77, 3.474, 0.348, 59.9, 55.4, 65.3
512, 4.05, 0.0005, 2.5, 3.415, 0.372, 61.3, 56.7, 66.7
640, 4.08, 0.000625, 2.28, 3.371, 0.39, 62.0, 58.6, 65.9
768, 3.88, 0.00075, 2.39, 3.333, 0.4, 62.4, 59.9, 65.1
896, 4.0, 0.000875, 2.21, 3.28, 0.414, 63.1, 60.9, 65.5
1024, 4.1, 0.001, 2.15, 3.304, 0.417, 63.1, 61.4, 65.0
1152, 4.01, 0.00098214, 2.12, 3.259, 0.411, 62.4, 61.8, 63.0
1280, 3.88, 0.00096429, 2.05, 3.286, 0.414, 62.3, 62.7, 61.9
1408, 3.99, 0.00094643, 2.03, 3.215, 0.419, 62.7, 62.7, 62.6
1536, 3.9, 0.00092857, 1.9, 3.216, 0.413, 62.0, 62.8, 61.3
1664, 4.01, 0.00091071, 1.96, 3.168, 0.426, 62.8, 63.9, 61.7
1792, 4.05, 0.00089286, 1.84, 3.194, 0.427, 62.7, 64.3, 61.3
1920, 3.79, 0.000875, 2.01, 3.157, 0.428, 62.8, 64.4, 61.3
2048, 4.15, 0.00085714, 1.85, 3.152, 0.433, 63.0, 64.8, 61.3
2176, 4.05, 0.00083929, 1.8, 3.123, 0.435, 62.9, 65.5, 60.6
2304, 4.06, 0.00082143, 1.92, 3.143, 0.44, 63.3, 65.5, 61.2
2432, 3.84, 0.00080357, 1.88, 3.203, 0.448, 63.7, 66.5, 61.1
2560, 3.82, 0.00078571, 1.91, 3.196, 0.436, 62.5, 66.4, 59.0
2688, 4.14, 0.00076786, 1.82, 3.173, 0.442, 62.9, 66.9, 59.3
2816, 4.05, 0.00075, 1.79, 3.091, 0.442, 62.8, 67.0, 59.0
2944, 3.87, 0.00073214, 1.79, 3.136, 0.443, 62.3, 68.0, 57.5
3072, 4.04, 0.00071429, 1.76, 3.076, 0.45, 62.9, 68.3, 58.3
3200, 4.18, 0.00069643, 1.73, 3.162, 0.445, 62.5, 68.3, 57.6
3328, 3.94, 0.00067857, 1.73, 3.171, 0.452, 63.1, 68.5, 58.4
3456, 4.23, 0.00066071, 1.69, 3.169, 0.453, 63.0, 68.9, 58.0
3584, 3.89, 0.00064286, 1.79, 3.207, 0.454, 63.2, 68.6, 58.7
3712, 4.1, 0.000625, 1.74, 3.123, 0.46, 63.6, 69.2, 58.9
3840, 4.02, 0.00060714, 1.73, 3.154, 0.455, 63.1, 69.0, 58.1
3968, 3.86, 0.00058929, 1.77, 3.101, 0.46, 63.5, 69.2, 58.7
4096, 4.02, 0.00057143, 1.68, 3.099, 0.455, 63.1, 69.2, 58.0
