step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 5.693, 0.258, 48.8, 55.7, 43.4
64, 3.83, 6.25e-05, 5.2, 5.041, 0.267, 52.2, 53.7, 50.9
128, 3.82, 0.000125, 4.19, 4.352, 0.32, 56.9, 55.6, 58.4
192, 3.87, 0.0001875, 3.55, 3.948, 0.36, 59.9, 57.4, 62.6
256, 3.82, 0.00025, 3.15, 3.75, 0.403, 62.5, 60.1, 65.1
320, 3.79, 0.0003125, 2.89, 3.675, 0.423, 63.4, 62.0, 65.0
384, 3.84, 0.000375, 2.71, 3.572, 0.44, 64.5, 63.1, 65.9
448, 3.82, 0.0004375, 2.56, 3.586, 0.438, 64.1, 63.6, 64.6
512, 3.78, 0.0005, 2.43, 3.695, 0.442, 64.1, 64.3, 63.9
576, 3.83, 0.00049107, 2.31, 3.67, 0.447, 64.4, 64.8, 64.0
640, 3.8, 0.00048214, 2.22, 3.721, 0.423, 62.4, 64.1, 60.8
704, 3.81, 0.00047321, 2.11, 3.737, 0.438, 63.5, 64.8, 62.3
768, 3.83, 0.00046429, 2.03, 3.812, 0.431, 63.0, 64.4, 61.6
832, 3.86, 0.00045536, 1.96, 3.797, 0.43, 62.9, 64.6, 61.2
896, 3.8, 0.00044643, 1.9, 3.86, 0.433, 63.0, 64.9, 61.2
960, 3.75, 0.0004375, 1.84, 3.873, 0.426, 62.4, 64.7, 60.2
1024, 3.84, 0.00042857, 1.79, 3.869, 0.418, 61.8, 64.4, 59.3
1088, 3.79, 0.00041964, 1.73, 3.933, 0.42, 61.7, 64.8, 58.8
1152, 3.78, 0.00041071, 1.69, 3.959, 0.417, 61.7, 64.3, 59.2
1216, 3.76, 0.00040179, 1.65, 3.997, 0.422, 62.1, 64.5, 59.9
1280, 3.83, 0.00039286, 1.6, 4.034, 0.42, 61.9, 64.5, 59.5
1344, 3.86, 0.00038393, 1.56, 4.05, 0.415, 61.6, 64.1, 59.2
1408, 3.8, 0.000375, 1.53, 4.112, 0.416, 61.7, 64.0, 59.6
1472, 3.8, 0.00036607, 1.5, 4.123, 0.417, 61.7, 64.3, 59.3
1536, 3.95, 0.00035714, 1.45, 4.182, 0.41, 61.1, 64.1, 58.4
1600, 3.83, 0.00034821, 1.43, 4.195, 0.407, 61.0, 63.8, 58.4
1664, 3.93, 0.00033929, 1.4, 4.172, 0.401, 60.4, 63.6, 57.5
1728, 3.8, 0.00033036, 1.37, 4.248, 0.409, 61.1, 63.9, 58.6
1792, 3.78, 0.00032143, 1.34, 4.301, 0.409, 61.2, 63.7, 58.8
1856, 3.77, 0.0003125, 1.31, 4.284, 0.396, 60.1, 63.3, 57.2
1920, 3.89, 0.00030357, 1.29, 4.381, 0.404, 60.6, 63.8, 57.7
1984, 3.82, 0.00029464, 1.26, 4.38, 0.41, 61.1, 64.0, 58.4
2048, 3.87, 0.00028571, 1.24, 4.424, 0.401, 60.4, 63.7, 57.5
2112, 3.87, 0.00027679, 1.22, 4.455, 0.4, 60.3, 63.6, 57.2
2176, 3.89, 0.00026786, 1.2, 4.492, 0.395, 60.0, 63.3, 57.0
2240, 3.81, 0.00025893, 1.18, 4.538, 0.394, 60.0, 63.0, 57.3
2304, 3.87, 0.00025, 1.16, 4.495, 0.395, 59.9, 63.4, 56.8
2368, 3.88, 0.00024107, 1.14, 4.496, 0.403, 60.6, 63.7, 57.7
2432, 3.85, 0.00023214, 1.13, 4.512, 0.399, 60.4, 63.4, 57.7
2496, 3.83, 0.00022321, 1.11, 4.574, 0.403, 60.5, 63.8, 57.6
2560, 3.93, 0.00021429, 1.09, 4.599, 0.401, 60.4, 63.7, 57.4
2624, 4.01, 0.00020536, 1.08, 4.628, 0.389, 59.7, 62.6, 57.0
2688, 3.87, 0.00019643, 1.06, 4.696, 0.386, 59.4, 62.6, 56.4
2752, 3.86, 0.0001875, 1.05, 4.673, 0.392, 59.8, 63.1, 56.8
2816, 3.92, 0.00017857, 1.03, 4.685, 0.396, 60.1, 63.3, 57.1
2880, 3.89, 0.00016964, 1.02, 4.712, 0.388, 59.5, 62.8, 56.5
2944, 3.85, 0.00016071, 1.01, 4.731, 0.391, 59.7, 62.9, 56.9
3008, 3.92, 0.00015179, 1.0, 4.76, 0.395, 60.1, 63.1, 57.3
3072, 3.88, 0.00014286, 0.99, 4.752, 0.391, 59.7, 62.9, 56.9
3136, 3.91, 0.00013393, 0.98, 4.803, 0.391, 59.8, 62.9, 57.0
3200, 3.91, 0.000125, 0.97, 4.819, 0.387, 59.5, 62.6, 56.7
3264, 3.86, 0.00011607, 0.96, 4.797, 0.39, 59.5, 63.0, 56.4
3328, 4.02, 0.00010714, 0.95, 4.787, 0.391, 59.8, 63.0, 56.8
3392, 3.96, 9.821e-05, 0.94, 4.86, 0.397, 60.3, 63.2, 57.6
3456, 3.94, 8.929e-05, 0.94, 4.84, 0.392, 59.8, 63.1, 56.8
