step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 2.4e-07, n/a, 7.431, 0.119, 34.9, 43.5, 29.2
128, 3.88, 3.125e-05, 5.92, 5.566, 0.164, 44.0, 44.0, 44.0
256, 3.92, 6.25e-05, 4.33, 4.225, 0.29, 53.8, 50.7, 57.4
384, 3.89, 9.375e-05, 3.5, 3.59, 0.367, 58.9, 55.1, 63.4
512, 3.87, 0.000125, 3.11, 3.38, 0.403, 61.1, 57.7, 65.0
640, 3.89, 0.00015625, 2.87, 3.298, 0.422, 62.2, 59.1, 65.8
768, 3.91, 0.0001875, 2.71, 3.266, 0.431, 62.7, 59.9, 65.9
896, 3.96, 0.00021875, 2.53, 3.256, 0.445, 63.6, 60.9, 66.4
1024, 3.75, 0.00025, 2.47, 3.226, 0.452, 63.8, 62.0, 65.7
1152, 3.93, 0.00024554, 2.33, 3.205, 0.456, 64.1, 62.4, 65.9
1280, 3.92, 0.00024107, 2.25, 3.176, 0.461, 64.3, 63.0, 65.6
1408, 4.0, 0.00023661, 2.15, 3.174, 0.469, 64.6, 63.9, 65.4
1536, 3.83, 0.00023214, 2.16, 3.131, 0.476, 65.1, 64.5, 65.7
1664, 3.89, 0.00022768, 2.06, 3.125, 0.479, 65.3, 64.7, 65.8
1792, 3.85, 0.00022321, 2.05, 3.122, 0.475, 65.0, 64.5, 65.4
1920, 3.89, 0.00021875, 2.02, 3.129, 0.482, 65.3, 65.5, 65.0
2048, 3.8, 0.00021429, 2.0, 3.128, 0.482, 65.2, 65.6, 64.9
2176, 3.95, 0.00020982, 1.94, 3.118, 0.486, 65.5, 65.7, 65.3
2304, 3.88, 0.00020536, 1.91, 3.116, 0.487, 65.5, 66.1, 64.9
2432, 3.82, 0.00020089, 1.94, 3.111, 0.485, 65.4, 65.9, 64.9
2560, 3.74, 0.00019643, 1.91, 3.093, 0.492, 65.9, 66.3, 65.4
2688, 3.78, 0.00019196, 1.9, 3.098, 0.492, 65.8, 66.4, 65.2
2816, 3.81, 0.0001875, 1.87, 3.101, 0.489, 65.5, 66.5, 64.6
2944, 3.85, 0.00018304, 1.82, 3.16, 0.486, 65.3, 66.5, 64.1
3072, 3.76, 0.00017857, 1.84, 3.111, 0.49, 65.6, 66.6, 64.7
3200, 3.79, 0.00017411, 1.82, 3.105, 0.486, 65.3, 66.5, 64.1
3328, 3.82, 0.00016964, 1.81, 3.123, 0.489, 65.5, 66.7, 64.3
3456, 3.72, 0.00016518, 1.81, 3.104, 0.493, 65.8, 66.9, 64.7
3584, 3.79, 0.00016071, 1.8, 3.107, 0.488, 65.4, 66.9, 63.9
3712, 3.79, 0.00015625, 1.77, 3.104, 0.494, 65.8, 67.1, 64.5
3840, 3.76, 0.00015179, 1.79, 3.105, 0.491, 65.6, 67.0, 64.2
3968, 3.83, 0.00014732, 1.72, 3.129, 0.488, 65.3, 66.9, 63.8
4096, 3.8, 0.00014286, 1.77, 3.133, 0.488, 65.3, 67.0, 63.6
4224, 3.75, 0.00013839, 1.77, 3.097, 0.491, 65.5, 67.1, 63.9
4352, 3.78, 0.00013393, 1.71, 3.108, 0.494, 65.8, 67.2, 64.4
4480, 3.78, 0.00012946, 1.74, 3.129, 0.492, 65.5, 67.3, 63.9
4608, 3.79, 0.000125, 1.73, 3.097, 0.492, 65.6, 67.1, 64.2
4736, 3.84, 0.00012054, 1.7, 3.104, 0.489, 65.4, 67.0, 63.8
4864, 3.81, 0.00011607, 1.71, 3.14, 0.494, 65.8, 67.1, 64.5
4992, 3.88, 0.00011161, 1.72, 3.123, 0.489, 65.3, 67.3, 63.4
5120, 3.73, 0.00010714, 1.71, 3.13, 0.493, 65.6, 67.4, 64.0
5248, 3.87, 0.00010268, 1.65, 3.101, 0.492, 65.5, 67.3, 63.8
5376, 3.75, 9.821e-05, 1.73, 3.131, 0.494, 65.6, 67.5, 63.9
5504, 3.77, 9.375e-05, 1.68, 3.124, 0.497, 65.8, 67.8, 63.9
5632, 3.77, 8.929e-05, 1.67, 3.14, 0.493, 65.6, 67.5, 63.8
5760, 3.78, 8.482e-05, 1.71, 3.111, 0.497, 65.8, 67.7, 64.1
5888, 3.75, 8.036e-05, 1.65, 3.127, 0.493, 65.6, 67.5, 63.7
6016, 3.91, 7.589e-05, 1.67, 3.155, 0.49, 65.4, 67.3, 63.6
6144, 3.78, 7.143e-05, 1.68, 3.141, 0.491, 65.4, 67.4, 63.6
6272, 3.86, 6.696e-05, 1.67, 3.131, 0.496, 65.7, 67.7, 63.8
6400, 3.81, 6.25e-05, 1.66, 3.13, 0.495, 65.7, 67.7, 63.8
6528, 3.75, 5.804e-05, 1.65, 3.132, 0.496, 65.7, 67.8, 63.7
6656, 3.87, 5.357e-05, 1.65, 3.146, 0.497, 65.8, 67.8, 63.9
6784, 3.86, 4.911e-05, 1.64, 3.143, 0.487, 65.1, 67.3, 63.0
6912, 3.81, 4.464e-05, 1.66, 3.131, 0.496, 65.8, 67.7, 64.0
7040, 3.8, 4.018e-05, 1.66, 3.142, 0.493, 65.5, 67.6, 63.6
7168, 3.91, 3.571e-05, 1.62, 3.144, 0.493, 65.5, 67.5, 63.7
7296, 3.81, 3.125e-05, 1.64, 3.142, 0.494, 65.5, 67.8, 63.5
