step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 4.88e-06, n/a, 5.69, 0.251, 48.2, 55.3, 42.7
128, 4.29, 0.000625, 3.87, 3.932, 0.38, 62.0, 56.6, 68.6
256, 4.06, 0.00125, 2.73, 3.582, 0.419, 63.7, 60.6, 67.2
384, 4.56, 0.001875, 2.44, 3.409, 0.482, 67.1, 65.8, 68.6
512, 4.47, 0.0025, 2.39, 3.401, 0.484, 66.8, 67.0, 66.6
640, 4.16, 0.003125, 2.45, 3.64, 0.456, 63.2, 68.9, 58.4
768, 3.86, 0.00375, 2.52, 3.411, 0.488, 64.7, 72.8, 58.2
896, 3.87, 0.004375, 2.56, 3.594, 0.485, 63.8, 73.8, 56.2
1024, 3.96, 0.005, 2.55, 3.56, 0.51, 65.0, 76.7, 56.4
1152, 3.69, 0.00491071, 2.39, 3.557, 0.496, 63.2, 77.3, 53.5
1280, 4.0, 0.00482143, 2.36, 3.473, 0.477, 60.7, 77.7, 49.8
1408, 3.8, 0.00473214, 2.34, 3.451, 0.476, 59.8, 79.1, 48.1
1536, 4.14, 0.00464286, 2.28, 3.575, 0.519, 62.1, 84.2, 49.2
1664, 4.08, 0.00455357, 2.22, 3.67, 0.494, 59.6, 83.3, 46.4
1792, 3.96, 0.00446429, 2.18, 3.53, 0.53, 62.0, 86.9, 48.2
1920, 4.11, 0.004375, 2.19, 3.472, 0.557, 64.1, 89.1, 50.0
2048, 3.91, 0.00428571, 2.18, 3.531, 0.565, 64.5, 90.0, 50.3
2176, 4.11, 0.00419643, 2.14, 3.547, 0.533, 60.9, 89.5, 46.2
2304, 3.99, 0.00410714, 2.13, 3.514, 0.54, 61.1, 90.8, 46.0
2432, 4.17, 0.00401786, 2.18, 3.532, 0.55, 62.4, 90.5, 47.7
2560, 4.12, 0.00392857, 2.09, 3.608, 0.541, 61.5, 90.3, 46.6
2688, 4.05, 0.00383929, 2.15, 3.565, 0.557, 63.1, 90.7, 48.4
2816, 4.13, 0.00375, 2.12, 3.507, 0.538, 60.8, 90.7, 45.8
2944, 4.16, 0.00366071, 2.12, 3.47, 0.542, 61.3, 91.0, 46.2
3072, 4.09, 0.00357143, 2.15, 3.423, 0.548, 61.9, 91.0, 47.0
3200, 4.07, 0.00348214, 2.13, 3.385, 0.538, 60.7, 91.1, 45.5
3328, 4.04, 0.00339286, 2.05, 3.43, 0.537, 60.4, 91.4, 45.1
3456, 3.89, 0.00330357, 2.05, 3.473, 0.524, 59.1, 91.0, 43.7
3584, 4.12, 0.00321429, 2.07, 3.461, 0.541, 60.8, 91.6, 45.5
3712, 4.07, 0.003125, 2.08, 3.347, 0.543, 61.0, 91.6, 45.7
3840, 4.29, 0.00303571, 2.07, 3.437, 0.543, 61.0, 91.6, 45.7
3968, 4.0, 0.00294643, 2.06, 3.426, 0.542, 60.8, 91.8, 45.4
4096, 3.98, 0.00285714, 2.08, 3.476, 0.539, 60.4, 91.8, 45.0
4224, 4.12, 0.00276786, 2.05, 3.443, 0.529, 59.1, 91.8, 43.6
4352, 3.9, 0.00267857, 2.11, 3.35, 0.53, 59.7, 91.1, 44.4
4480, 3.87, 0.00258929, 2.1, 3.458, 0.53, 59.6, 91.3, 44.3
4608, 4.27, 0.0025, 2.0, 3.43, 0.537, 60.2, 91.7, 44.8
4736, 4.01, 0.00241071, 2.01, 3.435, 0.528, 59.3, 91.3, 43.9
4864, 4.06, 0.00232143, 2.05, 3.439, 0.535, 60.1, 91.5, 44.7
4992, 3.97, 0.00223214, 2.06, 3.47, 0.53, 59.3, 91.7, 43.9
5120, 4.04, 0.00214286, 2.04, 3.407, 0.534, 59.9, 91.6, 44.5
5248, 3.87, 0.00205357, 2.03, 3.43, 0.535, 59.9, 91.8, 44.4
5376, 4.04, 0.00196429, 1.99, 3.466, 0.526, 59.0, 91.4, 43.6
5504, 3.97, 0.001875, 2.07, 3.396, 0.535, 60.0, 91.7, 44.6
5632, 3.99, 0.00178571, 2.01, 3.44, 0.53, 59.3, 91.7, 43.9
5760, 4.01, 0.00169643, 2.03, 3.388, 0.528, 59.3, 91.3, 44.0
5888, 3.95, 0.00160714, 2.02, 3.454, 0.533, 59.6, 91.9, 44.1
6016, 4.12, 0.00151786, 1.99, 3.462, 0.526, 58.9, 91.5, 43.5
6144, 3.71, 0.00142857, 2.08, 3.404, 0.531, 59.4, 91.9, 43.9
6272, 3.88, 0.00133929, 2.05, 3.379, 0.529, 59.4, 91.3, 44.1
6400, 3.81, 0.00125, 2.05, 3.371, 0.531, 59.5, 91.7, 44.0
6528, 4.05, 0.00116071, 1.97, 3.425, 0.527, 59.0, 91.7, 43.5
6656, 4.02, 0.00107143, 2.02, 3.386, 0.532, 59.6, 91.6, 44.2
6784, 3.93, 0.00098214, 2.03, 3.401, 0.526, 59.0, 91.4, 43.6
6912, 4.09, 0.00089286, 1.98, 3.437, 0.525, 58.8, 91.4, 43.4
7040, 3.89, 0.00080357, 2.05, 3.365, 0.533, 59.6, 92.0, 44.0
7168, 4.03, 0.00071429, 1.98, 3.403, 0.529, 59.1, 91.8, 43.6
7296, 3.94, 0.000625, 2.02, 3.406, 0.531, 59.4, 91.8, 43.9
7424, 4.17, 0.00053571, 1.99, 3.414, 0.527, 59.0, 91.6, 43.5
7552, 4.05, 0.00044643, 1.97, 3.392, 0.529, 59.1, 92.0, 43.6
7680, 3.84, 0.00035714, 2.02, 3.37, 0.53, 59.3, 91.9, 43.8
7808, 3.88, 0.00026786, 2.0, 3.389, 0.529, 59.1, 92.0, 43.5
7936, 4.03, 0.00017857, 2.0, 3.382, 0.527, 58.9, 91.8, 43.4
8064, 3.75, 8.929e-05, 1.94, 3.395, 0.53, 59.1, 92.1, 43.5
8192, 3.98, 0.0, 1.98, 3.389, 0.527, 58.9, 91.8, 43.3
