step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 5.693, 0.258, 48.8, 55.7, 43.4
128, 3.59, 0.000125, 4.61, 4.519, 0.308, 56.7, 54.3, 59.2
256, 3.7, 0.00025, 3.31, 3.839, 0.384, 61.8, 58.0, 66.0
384, 3.82, 0.000375, 2.89, 3.627, 0.454, 66.2, 61.6, 71.5
512, 3.75, 0.0005, 2.69, 3.422, 0.483, 67.8, 64.1, 71.9
640, 3.63, 0.000625, 2.4, 3.43, 0.49, 68.3, 64.2, 73.0
768, 3.62, 0.00075, 2.37, 3.367, 0.508, 68.9, 67.0, 71.0
896, 3.64, 0.000875, 2.25, 3.291, 0.513, 69.1, 67.5, 70.8
1024, 3.75, 0.001, 2.08, 3.478, 0.505, 68.4, 67.9, 68.8
1152, 3.57, 0.00098214, 2.13, 3.31, 0.513, 68.9, 68.2, 69.7
1280, 3.36, 0.00096429, 2.02, 3.253, 0.512, 68.6, 69.0, 68.1
1408, 3.82, 0.00094643, 2.05, 3.241, 0.523, 69.3, 69.5, 69.1
1536, 3.8, 0.00092857, 1.86, 3.185, 0.526, 69.6, 69.7, 69.4
1664, 3.68, 0.00091071, 2.09, 3.168, 0.527, 69.6, 69.9, 69.3
1792, 3.84, 0.00089286, 1.86, 3.206, 0.528, 69.5, 70.3, 68.8
1920, 3.45, 0.000875, 1.84, 3.175, 0.525, 69.3, 70.1, 68.6
2048, 3.68, 0.00085714, 1.9, 3.173, 0.537, 70.1, 70.9, 69.4
2176, 3.48, 0.00083929, 1.8, 3.203, 0.518, 68.6, 70.3, 67.0
2304, 3.73, 0.00082143, 1.78, 3.18, 0.533, 69.7, 71.1, 68.3
2432, 3.6, 0.00080357, 1.78, 3.161, 0.527, 69.3, 70.8, 67.8
2560, 3.68, 0.00078571, 1.74, 3.135, 0.524, 68.9, 71.1, 66.9
2688, 3.66, 0.00076786, 1.74, 3.195, 0.53, 69.5, 70.8, 68.3
2816, 3.68, 0.00075, 1.73, 3.187, 0.525, 69.0, 71.2, 66.9
2944, 3.59, 0.00073214, 1.89, 3.153, 0.522, 68.8, 71.0, 66.7
3072, 3.6, 0.00071429, 1.68, 3.143, 0.529, 69.1, 71.6, 66.9
3200, 3.65, 0.00069643, 1.64, 3.173, 0.524, 68.8, 71.4, 66.3
3328, 3.62, 0.00067857, 1.72, 3.146, 0.523, 68.7, 71.3, 66.3
3456, 3.54, 0.00066071, 1.72, 3.128, 0.534, 69.4, 72.1, 66.9
3584, 3.76, 0.00064286, 1.62, 3.128, 0.522, 68.6, 71.3, 66.1
3712, 3.65, 0.000625, 1.64, 3.12, 0.533, 69.4, 71.9, 67.1
3840, 3.66, 0.00060714, 1.62, 3.124, 0.526, 69.0, 71.5, 66.6
3968, 3.69, 0.00058929, 1.71, 3.124, 0.523, 68.5, 71.7, 65.6
4096, 3.67, 0.00057143, 1.57, 3.075, 0.526, 68.8, 72.0, 65.8
4224, 3.66, 0.00055357, 1.76, 3.105, 0.529, 69.0, 72.0, 66.3
4352, 3.51, 0.00053571, 1.71, 3.102, 0.528, 68.8, 72.1, 65.9
4480, 3.48, 0.00051786, 1.63, 3.08, 0.533, 69.3, 72.3, 66.6
4608, 3.41, 0.0005, 1.55, 3.108, 0.525, 68.6, 72.1, 65.5
4736, 3.75, 0.00048214, 1.66, 3.132, 0.518, 68.0, 71.9, 64.5
4864, 3.61, 0.00046429, 1.63, 3.103, 0.53, 69.0, 72.3, 66.0
4992, 3.53, 0.00044643, 1.66, 3.098, 0.524, 68.5, 72.1, 65.2
5120, 3.92, 0.00042857, 1.68, 3.099, 0.525, 68.6, 72.1, 65.4
5248, 3.55, 0.00041071, 1.69, 3.119, 0.521, 68.3, 71.9, 65.0
