step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 4.9e-07, n/a, 5.87, 0.158, 43.3, 47.4, 39.8
128, 4.1, 6.25e-05, 4.99, 4.807, 0.188, 49.9, 46.6, 53.7
256, 4.1, 0.000125, 3.72, 4.05, 0.252, 54.3, 49.8, 59.6
384, 3.95, 0.0001875, 3.06, 3.665, 0.299, 56.9, 52.6, 62.0
512, 4.38, 0.00025, 2.69, 3.516, 0.322, 58.5, 53.7, 64.2
640, 4.35, 0.0003125, 2.61, 3.437, 0.348, 59.9, 55.3, 65.4
768, 4.07, 0.000375, 2.48, 3.415, 0.361, 60.2, 56.9, 64.0
896, 4.01, 0.0004375, 2.32, 3.356, 0.371, 60.8, 57.6, 64.4
1024, 4.1, 0.0005, 2.23, 3.341, 0.376, 60.9, 58.3, 63.8
1152, 4.02, 0.00049107, 2.17, 3.284, 0.384, 61.4, 58.7, 64.4
1280, 4.18, 0.00048214, 2.06, 3.284, 0.398, 62.1, 59.8, 64.7
1408, 4.26, 0.00047321, 2.15, 3.256, 0.399, 62.1, 60.1, 64.3
1536, 4.14, 0.00046429, 2.05, 3.22, 0.401, 62.3, 60.2, 64.6
1664, 4.1, 0.00045536, 2.03, 3.255, 0.397, 61.8, 60.5, 63.2
1792, 4.01, 0.00044643, 2.09, 3.246, 0.405, 62.3, 61.0, 63.6
1920, 4.04, 0.0004375, 2.0, 3.276, 0.416, 63.0, 61.5, 64.7
2048, 4.02, 0.00042857, 1.94, 3.197, 0.406, 62.1, 61.5, 62.7
2176, 4.02, 0.00041964, 2.04, 3.231, 0.395, 61.3, 60.9, 61.8
2304, 3.96, 0.00041071, 2.01, 3.185, 0.393, 61.1, 60.9, 61.4
2432, 4.03, 0.00040179, 1.84, 3.232, 0.396, 61.3, 61.2, 61.3
2560, 3.97, 0.00039286, 1.93, 3.182, 0.41, 62.3, 61.9, 62.7
2688, 4.17, 0.00038393, 1.92, 3.193, 0.391, 60.7, 61.5, 59.9
2816, 4.23, 0.000375, 1.88, 3.233, 0.396, 61.1, 61.5, 60.6
2944, 3.93, 0.00036607, 1.96, 3.144, 0.397, 61.0, 61.8, 60.2
3072, 3.9, 0.00035714, 1.94, 3.113, 0.39, 60.5, 61.5, 59.5
3200, 4.27, 0.00034821, 1.91, 3.131, 0.39, 60.4, 61.6, 59.2
3328, 4.12, 0.00033929, 1.91, 3.139, 0.387, 60.2, 61.4, 59.0
3456, 3.85, 0.00033036, 1.85, 3.136, 0.395, 60.8, 61.9, 59.8
3584, 4.16, 0.00032143, 1.88, 3.136, 0.384, 59.7, 61.7, 57.8
3712, 4.04, 0.0003125, 1.87, 3.149, 0.397, 60.6, 62.6, 58.7
3840, 4.17, 0.00030357, 1.83, 3.137, 0.393, 60.3, 62.3, 58.4
3968, 4.14, 0.00029464, 1.83, 3.146, 0.391, 59.9, 62.6, 57.4
4096, 3.92, 0.00028571, 1.83, 3.164, 0.396, 60.4, 62.8, 58.3
4224, 4.13, 0.00027679, 1.94, 3.122, 0.392, 60.0, 62.6, 57.6
4352, 4.1, 0.00026786, 1.81, 3.132, 0.391, 59.9, 62.5, 57.6
4480, 4.04, 0.00025893, 1.87, 3.113, 0.398, 60.5, 63.0, 58.1
4608, 3.91, 0.00025, 1.85, 3.132, 0.395, 60.4, 62.7, 58.2
4736, 4.08, 0.00024107, 1.73, 3.141, 0.388, 59.8, 62.4, 57.4
4864, 4.14, 0.00023214, 1.76, 3.115, 0.394, 60.1, 62.8, 57.6
4992, 4.07, 0.00022321, 1.77, 3.098, 0.394, 60.1, 62.8, 57.6
5120, 3.9, 0.00021429, 1.88, 3.091, 0.398, 60.4, 63.1, 58.0
