step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 5.751, 0.283, 50.7, 57.4, 45.4
128, 4.07, 0.000125, 4.66, 4.518, 0.349, 58.4, 57.9, 59.0
256, 3.99, 0.00025, 3.37, 3.819, 0.416, 62.8, 61.9, 63.7
384, 3.9, 0.000375, 2.87, 3.448, 0.445, 64.7, 63.7, 65.6
512, 4.02, 0.0005, 2.65, 3.382, 0.457, 65.1, 65.1, 65.2
640, 3.95, 0.000625, 2.47, 3.341, 0.464, 65.4, 66.0, 64.8
768, 3.87, 0.00075, 2.34, 3.284, 0.477, 66.2, 67.0, 65.4
896, 3.95, 0.000875, 2.22, 3.338, 0.476, 65.9, 67.5, 64.4
1024, 4.0, 0.001, 2.19, 3.34, 0.492, 66.7, 69.1, 64.6
1152, 3.94, 0.00098214, 2.11, 3.339, 0.492, 66.6, 69.3, 64.1
1280, 4.0, 0.00096429, 2.0, 3.326, 0.496, 66.7, 70.2, 63.5
1408, 3.96, 0.00094643, 1.98, 3.294, 0.499, 66.9, 70.3, 63.8
1536, 3.88, 0.00092857, 1.97, 3.318, 0.505, 67.2, 70.7, 64.1
1664, 4.02, 0.00091071, 1.9, 3.301, 0.498, 66.3, 71.3, 62.0
1792, 3.95, 0.00089286, 1.89, 3.326, 0.494, 66.0, 71.2, 61.6
1920, 4.0, 0.000875, 1.85, 3.292, 0.512, 67.6, 71.7, 63.9
2048, 3.98, 0.00085714, 1.83, 3.348, 0.504, 66.7, 71.8, 62.4
2176, 4.07, 0.00083929, 1.8, 3.367, 0.498, 66.3, 71.5, 61.9
2304, 4.02, 0.00082143, 1.78, 3.371, 0.489, 65.4, 71.5, 60.4
2432, 3.9, 0.00080357, 1.78, 3.293, 0.499, 66.3, 71.7, 61.7
2560, 3.97, 0.00078571, 1.74, 3.361, 0.491, 65.6, 71.5, 60.6
2688, 3.94, 0.00076786, 1.74, 3.315, 0.496, 66.0, 71.7, 61.1
2816, 4.01, 0.00075, 1.71, 3.359, 0.488, 65.3, 71.5, 60.1
2944, 4.02, 0.00073214, 1.7, 3.406, 0.489, 65.5, 71.4, 60.4
3072, 3.95, 0.00071429, 1.69, 3.347, 0.49, 65.4, 71.7, 60.0
3200, 3.98, 0.00069643, 1.67, 3.439, 0.476, 64.4, 70.7, 59.1
3328, 4.02, 0.00067857, 1.66, 3.385, 0.495, 65.8, 71.8, 60.7
3456, 3.95, 0.00066071, 1.66, 3.393, 0.492, 65.7, 71.4, 60.8
3584, 3.97, 0.00064286, 1.67, 3.453, 0.485, 65.1, 71.3, 59.9
3712, 4.1, 0.000625, 1.62, 3.507, 0.471, 63.9, 70.7, 58.4
3840, 4.09, 0.00060714, 1.62, 3.497, 0.482, 64.7, 71.3, 59.2
3968, 3.98, 0.00058929, 1.62, 3.476, 0.486, 65.2, 71.2, 60.2
4096, 4.01, 0.00057143, 1.62, 3.432, 0.486, 65.2, 71.3, 60.1
4224, 4.09, 0.00055357, 1.59, 3.429, 0.476, 64.4, 70.8, 59.0
4352, 4.02, 0.00053571, 1.61, 3.456, 0.477, 64.4, 71.0, 58.9
4480, 3.93, 0.00051786, 1.58, 3.483, 0.484, 64.9, 71.6, 59.3
4608, 3.91, 0.0005, 1.57, 3.541, 0.48, 64.8, 70.9, 59.6
4736, 3.97, 0.00048214, 1.57, 3.461, 0.482, 64.9, 71.2, 59.6
4864, 3.89, 0.00046429, 1.57, 3.528, 0.474, 64.1, 71.0, 58.5
4992, 3.98, 0.00044643, 1.56, 3.516, 0.473, 64.0, 70.8, 58.4
5120, 3.88, 0.00042857, 1.56, 3.543, 0.474, 64.1, 70.9, 58.5
5248, 3.91, 0.00041071, 1.55, 3.519, 0.471, 63.9, 70.7, 58.4
5376, 3.94, 0.00039286, 1.52, 3.542, 0.474, 64.3, 70.7, 58.9
5504, 3.93, 0.000375, 1.56, 3.543, 0.478, 64.4, 71.2, 58.8
5632, 3.93, 0.00035714, 1.51, 3.536, 0.471, 63.9, 70.7, 58.3
5760, 4.0, 0.00033929, 1.55, 3.579, 0.475, 64.2, 71.0, 58.5
5888, 3.93, 0.00032143, 1.53, 3.625, 0.471, 63.9, 70.7, 58.2
6016, 3.95, 0.00030357, 1.52, 3.573, 0.467, 63.6, 70.5, 57.9
6144, 4.02, 0.00028571, 1.51, 3.602, 0.469, 63.8, 70.5, 58.2
6272, 3.93, 0.00026786, 1.5, 3.602, 0.468, 63.6, 70.7, 57.8
6400, 3.86, 0.00025, 1.5, 3.597, 0.473, 64.0, 70.9, 58.4
6528, 3.94, 0.00023214, 1.5, 3.575, 0.474, 64.1, 70.9, 58.5
6656, 3.86, 0.00021429, 1.52, 3.568, 0.474, 64.0, 71.1, 58.3
6784, 3.87, 0.00019643, 1.46, 3.589, 0.469, 63.6, 70.8, 57.8
6912, 3.87, 0.00017857, 1.51, 3.628, 0.471, 63.8, 70.9, 57.9
7040, 3.91, 0.00016071, 1.48, 3.64, 0.468, 63.7, 70.5, 58.1
7168, 3.96, 0.00014286, 1.47, 3.622, 0.469, 63.7, 70.7, 58.0
7296, 3.99, 0.000125, 1.48, 3.629, 0.473, 64.0, 70.9, 58.3
7424, 3.9, 0.00010714, 1.48, 3.619, 0.466, 63.5, 70.4, 57.9
7552, 3.93, 8.929e-05, 1.5, 3.627, 0.467, 63.7, 70.4, 58.1
7680, 4.0, 7.143e-05, 1.48, 3.633, 0.467, 63.5, 70.6, 57.8
7808, 3.88, 5.357e-05, 1.48, 3.607, 0.467, 63.6, 70.6, 57.9
7936, 4.06, 3.571e-05, 1.46, 3.686, 0.464, 63.3, 70.4, 57.5
8064, 4.0, 1.786e-05, 1.44, 3.644, 0.468, 63.6, 70.7, 57.8
8192, 3.92, 0.0, 1.49, 3.638, 0.473, 64.0, 71.0, 58.3
