step, s/batch, lr, train_loss, dev.quy-dev_loss
8832, 2.53, 0.00027042, 1.49, 2.622
8960, 2.49, 0.00026583, 1.49, 2.604
9088, 2.49, 0.00026125, 1.48, 2.603
9216, 2.51, 0.00025667, 1.49, 2.611
9344, 2.52, 0.00025208, 1.49, 2.603
9472, 2.54, 0.0002475, 1.47, 2.595
9600, 2.51, 0.00024292, 1.49, 2.593
9728, 2.49, 0.00023833, 1.47, 2.6
9856, 2.52, 0.00023375, 1.48, 2.602
9984, 2.53, 0.00022917, 1.48, 2.608
10112, 2.53, 0.00022458, 1.47, 2.6
10240, 2.5, 0.00022, 1.46, 2.608
10368, 2.48, 0.00021542, 1.45, 2.606
10496, 2.55, 0.00021083, 1.47, 2.602
10624, 2.52, 0.00020625, 1.46, 2.602
10752, 2.52, 0.00020167, 1.47, 2.604
10880, 2.55, 0.00019708, 1.45, 2.6
11008, 2.66, 0.0001925, 1.45, 2.599
11136, 2.71, 0.00018792, 1.45, 2.594
11264, 2.59, 0.00018333, 1.43, 2.598
11392, 2.53, 0.00017875, 1.44, 2.59
11520, 2.57, 0.00017417, 1.45, 2.6
11648, 2.65, 0.00016958, 1.44, 2.581
11776, 2.6, 0.000165, 1.45, 2.592
11904, 2.52, 0.00016042, 1.44, 2.59
12032, 2.52, 0.00015583, 1.44, 2.58
12160, 2.59, 0.00015125, 1.44, 2.585
12288, 2.59, 0.00014667, 1.44, 2.593
12416, 2.56, 0.00014208, 1.44, 2.596
12544, 2.56, 0.0001375, 1.44, 2.596
12672, 2.55, 0.00013292, 1.42, 2.591
12800, 2.55, 0.00012833, 1.42, 2.58
12928, 2.6, 0.00012375, 1.43, 2.59
13056, 2.54, 0.00011917, 1.43, 2.583
13184, 2.55, 0.00011458, 1.44, 2.595
13312, 2.53, 0.00011, 1.42, 2.586
13440, 2.61, 0.00010542, 1.42, 2.587
13568, 2.55, 0.00010083, 1.43, 2.595
13696, 2.58, 9.625e-05, 1.42, 2.586
13824, 2.57, 9.167e-05, 1.43, 2.584
13952, 2.5, 8.708e-05, 1.41, 2.59
14080, 2.58, 8.25e-05, 1.42, 2.591
14208, 2.53, 7.792e-05, 1.42, 2.589
14336, 2.58, 7.333e-05, 1.4, 2.598
14464, 2.53, 6.875e-05, 1.42, 2.587
14592, 2.5, 6.417e-05, 1.4, 2.598
14720, 2.58, 5.958e-05, 1.41, 2.585
14848, 2.56, 5.5e-05, 1.43, 2.589
14976, 2.52, 5.042e-05, 1.41, 2.585
15104, 2.5, 4.583e-05, 1.41, 2.591
15232, 2.57, 4.125e-05, 1.42, 2.59
15360, 2.5, 3.667e-05, 1.41, 2.584
15488, 2.52, 3.208e-05, 1.4, 2.586
15616, 2.59, 2.75e-05, 1.4, 2.59
15744, 2.68, 2.292e-05, 1.4, 2.584
15872, 2.58, 1.833e-05, 1.4, 2.586
16000, 2.58, 1.375e-05, 1.42, 2.586
16128, 2.64, 9.17e-06, 1.4, 2.586
16256, 2.6, 4.58e-06, 1.4, 2.586
16384, 2.61, 0.0, 1.41, 2.586
