step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 5.693, 0.258, 48.8, 55.7, 43.4
128, 4.21, 0.000125, 4.57, 4.542, 0.3, 56.1, 53.9, 58.5
256, 3.91, 0.00025, 3.32, 3.75, 0.401, 63.0, 58.5, 68.3
384, 3.91, 0.000375, 2.83, 3.645, 0.446, 65.6, 61.6, 70.0
512, 4.12, 0.0005, 2.58, 3.549, 0.467, 66.9, 62.9, 71.3
640, 4.02, 0.000625, 2.41, 3.431, 0.483, 67.6, 64.7, 70.7
768, 3.92, 0.00075, 2.34, 3.368, 0.491, 68.1, 65.0, 71.6
896, 4.23, 0.000875, 2.23, 3.355, 0.512, 69.3, 66.8, 71.9
1024, 3.9, 0.001, 2.2, 3.394, 0.523, 69.7, 68.7, 70.7
1152, 4.02, 0.00098214, 2.09, 3.33, 0.527, 69.8, 69.2, 70.5
1280, 4.01, 0.00096429, 1.99, 3.286, 0.534, 70.3, 69.4, 71.2
1408, 3.8, 0.00094643, 1.96, 3.264, 0.537, 70.4, 70.1, 70.6
1536, 4.2, 0.00092857, 1.95, 3.288, 0.534, 69.9, 70.6, 69.3
1664, 4.12, 0.00091071, 1.97, 3.258, 0.535, 70.0, 70.8, 69.2
1792, 4.22, 0.00089286, 1.82, 3.226, 0.545, 70.6, 71.4, 69.9
1920, 3.81, 0.000875, 1.95, 3.2, 0.551, 71.1, 71.6, 70.6
2048, 3.84, 0.00085714, 1.86, 3.217, 0.554, 71.3, 71.9, 70.6
2176, 4.09, 0.00083929, 1.88, 3.19, 0.542, 70.2, 71.7, 68.8
2304, 4.1, 0.00082143, 1.8, 3.227, 0.543, 70.3, 71.8, 68.8
2432, 3.9, 0.00080357, 1.87, 3.284, 0.549, 70.8, 71.8, 69.8
2560, 3.81, 0.00078571, 1.85, 3.157, 0.542, 70.2, 71.8, 68.7
2688, 4.18, 0.00076786, 1.77, 3.16, 0.546, 70.4, 72.2, 68.7
2816, 4.08, 0.00075, 1.78, 3.155, 0.552, 70.9, 72.4, 69.4
2944, 3.98, 0.00073214, 1.77, 3.202, 0.545, 70.3, 72.4, 68.3
3072, 3.78, 0.00071429, 1.81, 3.124, 0.549, 70.5, 72.9, 68.3
3200, 4.14, 0.00069643, 1.73, 3.145, 0.546, 70.4, 72.6, 68.3
3328, 4.15, 0.00067857, 1.75, 3.14, 0.546, 70.4, 72.6, 68.2
3456, 3.89, 0.00066071, 1.78, 3.154, 0.552, 70.8, 73.0, 68.7
3584, 4.02, 0.00064286, 1.74, 3.146, 0.552, 70.6, 73.1, 68.3
3712, 4.01, 0.000625, 1.68, 3.221, 0.548, 70.4, 73.0, 67.9
3840, 4.09, 0.00060714, 1.76, 3.181, 0.542, 69.8, 73.0, 67.0
3968, 4.01, 0.00058929, 1.7, 3.186, 0.546, 70.2, 73.0, 67.6
4096, 3.96, 0.00057143, 1.67, 3.221, 0.545, 70.1, 72.9, 67.5
4224, 4.06, 0.00055357, 1.74, 3.146, 0.547, 70.2, 73.1, 67.6
4352, 4.12, 0.00053571, 1.72, 3.135, 0.549, 70.4, 73.0, 68.0
4480, 4.09, 0.00051786, 1.71, 3.168, 0.54, 69.7, 72.9, 66.7
4608, 4.01, 0.0005, 1.73, 3.139, 0.545, 70.1, 73.1, 67.3
4736, 3.86, 0.00048214, 1.72, 3.147, 0.542, 69.8, 73.0, 66.9
4864, 3.95, 0.00046429, 1.63, 3.14, 0.541, 69.7, 72.9, 66.8
4992, 3.86, 0.00044643, 1.65, 3.118, 0.538, 69.5, 72.9, 66.3
5120, 3.85, 0.00042857, 1.74, 3.151, 0.539, 69.5, 73.2, 66.1
5248, 4.07, 0.00041071, 1.66, 3.122, 0.545, 70.0, 73.3, 67.0
5376, 4.18, 0.00039286, 1.66, 3.12, 0.546, 70.0, 73.6, 66.8
5504, 3.8, 0.000375, 1.66, 3.159, 0.547, 70.1, 73.5, 67.0
5632, 3.84, 0.00035714, 1.65, 3.164, 0.54, 69.6, 73.1, 66.4
5760, 4.29, 0.00033929, 1.59, 3.09, 0.546, 70.1, 73.2, 67.2
5888, 3.75, 0.00032143, 1.68, 3.119, 0.544, 69.9, 73.3, 66.8
6016, 3.86, 0.00030357, 1.63, 3.108, 0.541, 69.6, 73.3, 66.3
6144, 4.03, 0.00028571, 1.62, 3.128, 0.542, 69.6, 73.6, 66.1
6272, 4.05, 0.00026786, 1.69, 3.106, 0.542, 69.7, 73.3, 66.4
6400, 3.92, 0.00025, 1.66, 3.108, 0.541, 69.6, 73.4, 66.1
6528, 3.84, 0.00023214, 1.66, 3.078, 0.537, 69.3, 73.2, 65.7
6656, 4.0, 0.00021429, 1.65, 3.141, 0.539, 69.4, 73.4, 65.8
6784, 4.01, 0.00019643, 1.61, 3.136, 0.54, 69.6, 73.2, 66.3
6912, 3.86, 0.00017857, 1.58, 3.101, 0.543, 69.7, 73.5, 66.3
7040, 3.96, 0.00016071, 1.68, 3.132, 0.537, 69.3, 73.1, 66.0
7168, 4.07, 0.00014286, 1.59, 3.101, 0.539, 69.4, 73.4, 65.8
7296, 3.97, 0.000125, 1.59, 3.102, 0.543, 69.7, 73.5, 66.3
7424, 4.07, 0.00010714, 1.66, 3.109, 0.542, 69.6, 73.4, 66.2
7552, 3.83, 8.929e-05, 1.61, 3.098, 0.54, 69.5, 73.4, 66.0
7680, 4.01, 7.143e-05, 1.57, 3.135, 0.541, 69.6, 73.5, 66.1
7808, 3.63, 5.357e-05, 1.7, 3.117, 0.54, 69.5, 73.4, 66.0
7936, 4.08, 3.571e-05, 1.53, 3.14, 0.542, 69.7, 73.4, 66.3
8064, 4.09, 1.786e-05, 1.58, 3.145, 0.541, 69.6, 73.4, 66.1
8192, 3.9, 0.0, 1.61, 3.106, 0.541, 69.6, 73.5, 66.0
