step, s/batch, lr, train_loss, dev.quy-dev_loss
9216, 2.55, 0.00025667, 1.41, 2.581
9344, 2.56, 0.00025208, 1.42, 2.58
9472, 2.57, 0.0002475, 1.4, 2.586
9600, 2.52, 0.00024292, 1.42, 2.586
9728, 2.51, 0.00023833, 1.39, 2.589
9856, 2.53, 0.00023375, 1.41, 2.586
9984, 2.52, 0.00022917, 1.4, 2.591
10112, 2.58, 0.00022458, 1.4, 2.583
10240, 2.58, 0.00022, 1.39, 2.593
10368, 2.53, 0.00021542, 1.38, 2.594
10496, 2.59, 0.00021083, 1.39, 2.591
10624, 2.53, 0.00020625, 1.39, 2.584
10752, 2.57, 0.00020167, 1.39, 2.588
10880, 2.56, 0.00019708, 1.38, 2.582
11008, 2.53, 0.0001925, 1.38, 2.588
11136, 2.56, 0.00018792, 1.38, 2.584
11264, 2.6, 0.00018333, 1.36, 2.588
11392, 2.51, 0.00017875, 1.37, 2.581
11520, 2.52, 0.00017417, 1.38, 2.595
11648, 2.62, 0.00016958, 1.37, 2.574
11776, 2.58, 0.000165, 1.38, 2.576
11904, 2.54, 0.00016042, 1.37, 2.592
12032, 2.51, 0.00015583, 1.37, 2.569
12160, 2.56, 0.00015125, 1.37, 2.578
12288, 2.58, 0.00014667, 1.37, 2.588
12416, 2.53, 0.00014208, 1.37, 2.584
12544, 2.47, 0.0001375, 1.37, 2.583
12672, 2.56, 0.00013292, 1.35, 2.588
12800, 2.56, 0.00012833, 1.35, 2.576
12928, 2.6, 0.00012375, 1.36, 2.587
13056, 2.53, 0.00011917, 1.36, 2.579
13184, 2.53, 0.00011458, 1.37, 2.585
13312, 2.51, 0.00011, 1.35, 2.583
13440, 2.6, 0.00010542, 1.35, 2.586
13568, 2.55, 0.00010083, 1.36, 2.59
13696, 2.52, 9.625e-05, 1.35, 2.58
13824, 2.56, 9.167e-05, 1.36, 2.581
13952, 2.5, 8.708e-05, 1.34, 2.579
14080, 2.57, 8.25e-05, 1.35, 2.58
14208, 2.5, 7.792e-05, 1.35, 2.582
14336, 2.55, 7.333e-05, 1.33, 2.587
14464, 2.52, 6.875e-05, 1.35, 2.584
14592, 2.52, 6.417e-05, 1.33, 2.587
14720, 2.59, 5.958e-05, 1.34, 2.584
14848, 2.58, 5.5e-05, 1.35, 2.586
14976, 2.54, 5.042e-05, 1.34, 2.584
15104, 2.52, 4.583e-05, 1.34, 2.582
15232, 2.55, 4.125e-05, 1.35, 2.586
15360, 2.54, 3.667e-05, 1.34, 2.585
15488, 2.59, 3.208e-05, 1.33, 2.58
15616, 2.55, 2.75e-05, 1.33, 2.582
15744, 2.62, 2.292e-05, 1.33, 2.579
15872, 2.49, 1.833e-05, 1.33, 2.581
16000, 2.57, 1.375e-05, 1.35, 2.583
16128, 2.52, 9.17e-06, 1.33, 2.582
16256, 2.55, 4.58e-06, 1.33, 2.581
16384, 2.57, 0.0, 1.34, 2.586
