step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 4.9e-07, n/a, 7.307, 0.103, 34.3, 41.9, 29.0
128, 3.87, 6.25e-05, 5.44, 4.774, 0.215, 48.8, 46.3, 51.6
256, 4.08, 0.000125, 3.66, 3.669, 0.297, 55.2, 49.8, 61.9
384, 3.98, 0.0001875, 2.92, 3.374, 0.349, 58.4, 52.8, 65.4
512, 3.84, 0.00025, 2.57, 3.265, 0.365, 59.4, 53.6, 66.7
640, 3.91, 0.0003125, 2.29, 3.224, 0.376, 59.9, 54.8, 66.1
768, 4.14, 0.000375, 2.29, 3.237, 0.391, 60.8, 55.8, 66.8
896, 3.99, 0.0004375, 2.15, 3.148, 0.403, 61.5, 56.6, 67.3
1024, 3.84, 0.0005, 2.13, 3.103, 0.406, 61.6, 56.9, 67.1
1152, 3.99, 0.00049107, 1.92, 3.081, 0.41, 61.7, 57.6, 66.6
1280, 4.02, 0.00048214, 1.97, 3.067, 0.409, 61.7, 57.6, 66.4
1408, 3.94, 0.00047321, 1.89, 3.064, 0.408, 61.7, 57.4, 66.6
1536, 3.87, 0.00046429, 1.84, 3.033, 0.419, 62.3, 58.2, 67.0
1664, 4.0, 0.00045536, 1.78, 3.026, 0.419, 62.3, 58.2, 67.0
1792, 3.98, 0.00044643, 1.7, 3.031, 0.426, 62.8, 58.4, 67.9
1920, 3.89, 0.0004375, 1.79, 3.102, 0.417, 62.2, 58.1, 66.8
2048, 4.02, 0.00042857, 1.75, 3.01, 0.418, 62.2, 58.2, 66.8
2176, 3.92, 0.00041964, 1.55, 3.027, 0.418, 62.2, 58.4, 66.5
2304, 3.94, 0.00041071, 1.68, 3.001, 0.418, 62.1, 58.4, 66.4
2432, 3.85, 0.00040179, 1.78, 2.997, 0.419, 62.2, 58.5, 66.3
2560, 3.98, 0.00039286, 1.61, 2.997, 0.423, 62.5, 58.7, 66.9
2688, 4.25, 0.00038393, 1.69, 3.018, 0.425, 62.5, 59.2, 66.1
2816, 4.08, 0.000375, 1.66, 2.961, 0.418, 62.0, 58.8, 65.5
2944, 3.95, 0.00036607, 1.57, 2.969, 0.434, 63.2, 59.5, 67.2
3072, 4.46, 0.00035714, 1.6, 2.958, 0.421, 62.2, 58.9, 65.9
3200, 4.47, 0.00034821, 1.55, 2.951, 0.425, 62.4, 59.3, 65.8
3328, 4.18, 0.00033929, 1.64, 2.941, 0.432, 62.8, 59.8, 66.1
3456, 4.16, 0.00033036, 1.59, 2.945, 0.434, 63.0, 59.8, 66.6
3584, 4.35, 0.00032143, 1.58, 2.925, 0.442, 63.5, 60.3, 67.1
3712, 4.37, 0.0003125, 1.6, 2.941, 0.44, 63.4, 60.2, 67.0
3840, 4.18, 0.00030357, 1.53, 2.937, 0.435, 63.0, 60.2, 66.0
3968, 4.08, 0.00029464, 1.6, 2.934, 0.441, 63.4, 60.5, 66.5
4096, 4.13, 0.00028571, 1.6, 2.937, 0.442, 63.5, 60.5, 66.8
4224, 4.57, 0.00027679, 1.48, 2.985, 0.434, 62.8, 60.2, 65.8
4352, 4.17, 0.00026786, 1.59, 2.944, 0.433, 62.8, 60.3, 65.4
4480, 3.98, 0.00025893, 1.59, 2.912, 0.439, 63.2, 60.6, 66.0
4608, 4.37, 0.00025, 1.48, 2.934, 0.435, 62.9, 60.4, 65.7
4736, 4.08, 0.00024107, 1.55, 2.925, 0.43, 62.5, 60.2, 64.9
4864, 4.35, 0.00023214, 1.49, 2.939, 0.439, 63.2, 60.5, 66.1
4992, 4.24, 0.00022321, 1.47, 2.938, 0.428, 62.4, 60.2, 64.8
5120, 4.44, 0.00021429, 1.47, 2.888, 0.433, 62.7, 60.5, 65.1
5248, 4.45, 0.00020536, 1.46, 2.924, 0.434, 62.8, 60.5, 65.2
5376, 4.05, 0.00019643, 1.52, 2.911, 0.44, 63.1, 61.0, 65.2
5504, 3.81, 0.0001875, 1.53, 2.898, 0.427, 62.2, 60.2, 64.4
5632, 3.73, 0.00017857, 1.41, 2.889, 0.433, 62.6, 60.7, 64.6
5760, 3.79, 0.00016964, 1.49, 2.951, 0.432, 62.6, 60.6, 64.7
5888, 3.96, 0.00016071, 1.48, 2.91, 0.437, 62.9, 60.9, 65.0
6016, 3.81, 0.00015179, 1.43, 2.937, 0.428, 62.2, 60.6, 63.9
6144, 3.86, 0.00014286, 1.54, 2.891, 0.431, 62.5, 60.7, 64.4
6272, 3.85, 0.00013393, 1.57, 2.892, 0.441, 63.2, 61.2, 65.3
6400, 3.84, 0.000125, 1.47, 2.924, 0.44, 63.1, 61.1, 65.3
6528, 3.78, 0.00011607, 1.44, 2.889, 0.444, 63.3, 61.4, 65.4
6656, 3.87, 0.00010714, 1.5, 2.901, 0.438, 62.9, 61.0, 65.0
6784, 3.77, 9.821e-05, 1.48, 2.885, 0.44, 63.1, 61.1, 65.3
6912, 3.85, 8.929e-05, 1.47, 2.893, 0.436, 62.8, 61.0, 64.7
7040, 3.94, 8.036e-05, 1.48, 2.894, 0.435, 62.8, 60.8, 64.9
7168, 4.0, 7.143e-05, 1.43, 2.896, 0.438, 62.9, 61.1, 64.9
7296, 3.85, 6.25e-05, 1.44, 2.894, 0.434, 62.7, 60.8, 64.6
7424, 3.94, 5.357e-05, 1.43, 2.884, 0.434, 62.6, 60.8, 64.6
7552, 3.7, 4.464e-05, 1.5, 2.883, 0.437, 62.8, 60.9, 64.9
7680, 3.82, 3.571e-05, 1.48, 2.886, 0.44, 63.0, 61.1, 65.0
7808, 4.06, 2.679e-05, 1.46, 2.875, 0.44, 63.0, 61.1, 65.1
7936, 3.85, 1.786e-05, 1.45, 2.878, 0.444, 63.3, 61.4, 65.4
8064, 3.9, 8.93e-06, 1.45, 2.875, 0.439, 63.0, 61.2, 65.0
8192, 3.98, 0.0, 1.41, 2.889, 0.44, 63.0, 61.2, 64.9
