step, s/batch, lr, train_loss, dev.quy-dev_loss
9088, 2.52, 0.00038, 1.42, 2.597
9216, 2.52, 0.00037333, 1.43, 2.584
9344, 2.53, 0.00036667, 1.44, 2.578
9472, 2.55, 0.00036, 1.41, 2.581
9600, 2.54, 0.00035333, 1.43, 2.577
9728, 2.51, 0.00034667, 1.41, 2.581
9856, 2.53, 0.00034, 1.42, 2.581
9984, 2.55, 0.00033333, 1.42, 2.598
10112, 2.64, 0.00032667, 1.41, 2.578
10240, 2.52, 0.00032, 1.4, 2.595
10368, 2.51, 0.00031333, 1.39, 2.595
10496, 2.56, 0.00030667, 1.41, 2.596
10624, 2.55, 0.0003, 1.4, 2.59
10752, 2.54, 0.00029333, 1.41, 2.591
10880, 2.54, 0.00028667, 1.4, 2.576
11008, 2.57, 0.00028, 1.39, 2.586
11136, 2.61, 0.00027333, 1.39, 2.573
11264, 2.54, 0.00026667, 1.37, 2.589
11392, 2.53, 0.00026, 1.38, 2.568
11520, 2.56, 0.00025333, 1.39, 2.589
11648, 2.61, 0.00024667, 1.38, 2.572
11776, 2.59, 0.00024, 1.4, 2.578
11904, 2.55, 0.00023333, 1.38, 2.573
12032, 2.53, 0.00022667, 1.38, 2.57
12160, 2.61, 0.00022, 1.38, 2.578
12288, 2.6, 0.00021333, 1.38, 2.584
12416, 2.57, 0.00020667, 1.38, 2.582
12544, 2.53, 0.0002, 1.38, 2.581
12672, 2.57, 0.00019333, 1.36, 2.578
12800, 2.56, 0.00018667, 1.36, 2.567
12928, 2.6, 0.00018, 1.37, 2.574
13056, 2.56, 0.00017333, 1.37, 2.578
13184, 2.56, 0.00016667, 1.38, 2.575
13312, 2.53, 0.00016, 1.36, 2.577
13440, 2.61, 0.00015333, 1.36, 2.576
13568, 2.57, 0.00014667, 1.37, 2.583
13696, 2.55, 0.00014, 1.36, 2.575
13824, 2.58, 0.00013333, 1.37, 2.57
13952, 2.53, 0.00012667, 1.35, 2.576
14080, 2.58, 0.00012, 1.36, 2.578
14208, 2.53, 0.00011333, 1.36, 2.576
14336, 2.58, 0.00010667, 1.34, 2.583
14464, 2.53, 0.0001, 1.36, 2.573
14592, 2.53, 9.333e-05, 1.34, 2.577
14720, 2.6, 8.667e-05, 1.35, 2.573
14848, 2.58, 8e-05, 1.36, 2.576
14976, 2.54, 7.333e-05, 1.35, 2.572
15104, 2.53, 6.667e-05, 1.35, 2.575
15232, 2.59, 6e-05, 1.35, 2.578
15360, 2.51, 5.333e-05, 1.35, 2.576
15488, 2.56, 4.667e-05, 1.34, 2.575
15616, 2.56, 4e-05, 1.33, 2.576
15744, 2.61, 3.333e-05, 1.34, 2.574
15872, 2.54, 2.667e-05, 1.33, 2.573
16000, 2.55, 2e-05, 1.35, 2.575
16128, 2.49, 1.333e-05, 1.34, 2.577
16256, 2.51, 6.67e-06, 1.34, 2.574
16384, 2.53, 0.0, 1.35, 2.573
