step, s/batch, lr, train_loss, dev.quy-dev_loss
0, n/a, 4.9e-07, n/a, 7.672
128, 2.65, 6.25e-05, 6.99, 5.019
256, 2.57, 0.000125, 4.27, 3.846
384, 2.55, 0.0001875, 3.53, 3.399
512, 2.57, 0.00025, 3.11, 3.246
640, 2.56, 0.0003125, 2.87, 3.176
768, 2.56, 0.000375, 2.71, 3.072
896, 2.52, 0.0004375, 2.54, 2.999
1024, 2.56, 0.0005, 2.42, 2.924
1152, 2.58, 0.00049583, 2.34, 2.881
1280, 2.61, 0.00049167, 2.27, 2.839
1408, 2.48, 0.0004875, 2.17, 2.827
1536, 2.53, 0.00048333, 2.13, 2.794
1664, 2.54, 0.00047917, 2.09, 2.782
1792, 2.53, 0.000475, 2.05, 2.762
1920, 2.56, 0.00047083, 2.02, 2.756
2048, 2.5, 0.00046667, 1.98, 2.755
2176, 2.53, 0.0004625, 1.96, 2.764
2304, 2.51, 0.00045833, 1.95, 2.725
2432, 2.54, 0.00045417, 1.92, 2.721
2560, 2.51, 0.00045, 1.91, 2.738
2688, 2.49, 0.00044583, 1.89, 2.723
2816, 2.49, 0.00044167, 1.88, 2.711
2944, 2.49, 0.0004375, 1.84, 2.708
3072, 2.48, 0.00043333, 1.81, 2.703
3200, 2.52, 0.00042917, 1.81, 2.729
3328, 2.53, 0.000425, 1.77, 2.701
3456, 2.64, 0.00042083, 1.79, 2.692
3584, 2.58, 0.00041667, 1.76, 2.688
3712, 2.65, 0.0004125, 1.76, 2.684
3840, 2.62, 0.00040833, 1.72, 2.678
3968, 2.57, 0.00040417, 1.71, 2.681
4096, 2.62, 0.0004, 1.71, 2.653
4224, 2.56, 0.00039583, 1.69, 2.657
4352, 2.61, 0.00039167, 1.68, 2.683
4480, 2.55, 0.0003875, 1.67, 2.651
4608, 2.51, 0.00038333, 1.67, 2.658
4736, 2.49, 0.00037917, 1.64, 2.634
4864, 2.53, 0.000375, 1.65, 2.655
4992, 2.49, 0.00037083, 1.62, 2.647
5120, 2.52, 0.00036667, 1.63, 2.653
5248, 2.54, 0.0003625, 1.61, 2.644
5376, 2.5, 0.00035833, 1.62, 2.641
5504, 2.49, 0.00035417, 1.6, 2.64
5632, 2.54, 0.00035, 1.61, 2.633
5760, 2.51, 0.00034583, 1.59, 2.65
5888, 2.51, 0.00034167, 1.59, 2.623
6016, 2.5, 0.0003375, 1.57, 2.634
6144, 2.53, 0.00033333, 1.56, 2.643
6272, 2.47, 0.00032917, 1.56, 2.635
6400, 2.46, 0.000325, 1.56, 2.623
6528, 2.54, 0.00032083, 1.56, 2.638
6656, 2.51, 0.00031667, 1.55, 2.629
6784, 2.48, 0.0003125, 1.55, 2.629
6912, 2.53, 0.00030833, 1.53, 2.628
