step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 5.697, 0.251, 48.1, 55.4, 42.5
128, 4.39, 0.000125, 4.58, 4.468, 0.3, 56.7, 53.1, 60.9
256, 4.14, 0.00025, 3.27, 3.855, 0.387, 62.9, 56.1, 71.5
384, 4.04, 0.000375, 2.74, 3.725, 0.411, 64.2, 57.5, 72.6
512, 3.91, 0.0005, 2.59, 3.38, 0.428, 65.1, 58.8, 72.7
640, 4.04, 0.000625, 2.39, 3.332, 0.433, 65.3, 59.5, 72.3
768, 4.17, 0.00075, 2.4, 3.372, 0.431, 64.9, 60.0, 70.8
896, 4.12, 0.000875, 2.2, 3.301, 0.435, 65.1, 60.3, 70.8
1024, 4.08, 0.001, 2.22, 3.353, 0.435, 65.0, 60.6, 70.1
1152, 4.02, 0.00098214, 2.12, 3.429, 0.429, 64.5, 60.7, 68.9
1280, 4.15, 0.00096429, 2.1, 3.306, 0.45, 65.7, 62.2, 69.6
1408, 3.99, 0.00094643, 2.07, 3.419, 0.444, 65.3, 61.9, 69.1
1536, 4.24, 0.00092857, 2.04, 3.307, 0.448, 65.4, 62.6, 68.5
1664, 4.02, 0.00091071, 1.93, 3.323, 0.453, 65.5, 63.3, 67.9
1792, 4.0, 0.00089286, 2.03, 3.29, 0.462, 66.1, 63.9, 68.4
1920, 3.85, 0.000875, 2.01, 3.24, 0.452, 65.2, 64.0, 66.4
2048, 4.11, 0.00085714, 1.96, 3.641, 0.445, 64.3, 64.6, 64.0
2176, 4.04, 0.00083929, 1.82, 3.202, 0.468, 66.1, 65.2, 67.1
2304, 4.01, 0.00082143, 1.91, 3.197, 0.48, 66.9, 65.9, 67.9
2432, 4.0, 0.00080357, 1.96, 3.199, 0.473, 66.3, 65.8, 66.9
2560, 3.95, 0.00078571, 1.8, 3.188, 0.471, 66.3, 65.4, 67.3
2688, 4.12, 0.00076786, 1.84, 3.195, 0.469, 65.9, 65.9, 66.0
2816, 4.12, 0.00075, 1.85, 3.342, 0.468, 65.9, 65.7, 66.1
2944, 4.15, 0.00073214, 1.98, 3.212, 0.471, 66.1, 66.0, 66.3
3072, 4.02, 0.00071429, 1.83, 3.236, 0.461, 65.1, 66.2, 64.1
3200, 4.24, 0.00069643, 1.78, 3.157, 0.479, 66.5, 66.8, 66.2
3328, 3.99, 0.00067857, 1.84, 3.12, 0.483, 66.7, 67.0, 66.5
3456, 3.94, 0.00066071, 1.83, 3.166, 0.485, 66.7, 67.7, 65.7
3584, 4.1, 0.00064286, 1.72, 3.155, 0.487, 66.9, 67.8, 66.0
3712, 4.08, 0.000625, 1.76, 3.154, 0.484, 66.7, 67.5, 65.8
3840, 3.86, 0.00060714, 1.8, 3.182, 0.478, 66.2, 67.2, 65.2
3968, 4.2, 0.00058929, 1.76, 3.197, 0.472, 65.7, 67.2, 64.2
4096, 4.06, 0.00057143, 1.8, 3.151, 0.471, 65.6, 67.1, 64.2
4224, 4.13, 0.00055357, 1.74, 3.313, 0.469, 65.2, 67.7, 62.8
4352, 4.16, 0.00053571, 1.77, 3.169, 0.478, 66.0, 67.7, 64.4
4480, 3.94, 0.00051786, 1.75, 3.16, 0.478, 66.1, 67.5, 64.7
4608, 4.03, 0.0005, 1.74, 3.15, 0.475, 65.8, 67.5, 64.2
4736, 3.95, 0.00048214, 1.77, 3.116, 0.482, 66.3, 67.7, 65.0
4864, 4.0, 0.00046429, 1.82, 3.159, 0.485, 66.7, 67.5, 66.0
4992, 4.09, 0.00044643, 1.67, 3.275, 0.48, 66.0, 68.2, 64.0
5120, 4.07, 0.00042857, 1.7, 3.176, 0.477, 65.8, 67.9, 63.8
5248, 3.95, 0.00041071, 1.66, 3.158, 0.481, 66.2, 68.1, 64.4
5376, 4.16, 0.00039286, 1.75, 3.145, 0.478, 65.9, 68.0, 64.0
5504, 4.31, 0.000375, 1.67, 3.14, 0.47, 65.4, 67.3, 63.6
5632, 3.78, 0.00035714, 1.78, 3.147, 0.476, 65.9, 67.6, 64.3
5760, 4.13, 0.00033929, 1.62, 3.127, 0.484, 66.3, 68.3, 64.5
5888, 4.07, 0.00032143, 1.77, 3.122, 0.48, 66.0, 68.2, 63.9
6016, 4.18, 0.00030357, 1.66, 3.122, 0.482, 66.2, 68.2, 64.2
6144, 4.01, 0.00028571, 1.63, 3.193, 0.483, 66.1, 68.7, 63.7
6272, 3.98, 0.00026786, 1.7, 3.155, 0.485, 66.3, 68.6, 64.2
6400, 3.99, 0.00025, 1.69, 3.117, 0.485, 66.3, 68.6, 64.2
6528, 3.98, 0.00023214, 1.7, 3.127, 0.488, 66.5, 68.8, 64.4
6656, 4.23, 0.00021429, 1.61, 3.127, 0.486, 66.4, 68.7, 64.2
6784, 3.94, 0.00019643, 1.69, 3.152, 0.492, 66.8, 69.1, 64.6
6912, 4.04, 0.00017857, 1.65, 3.124, 0.488, 66.5, 68.8, 64.4
7040, 4.14, 0.00016071, 1.61, 3.124, 0.49, 66.6, 69.0, 64.5
7168, 4.09, 0.00014286, 1.72, 3.14, 0.486, 66.3, 68.8, 64.0
7296, 4.01, 0.000125, 1.59, 3.116, 0.491, 66.7, 69.1, 64.4
7424, 4.03, 0.00010714, 1.67, 3.132, 0.486, 66.3, 68.8, 64.0
7552, 4.09, 8.929e-05, 1.65, 3.121, 0.485, 66.3, 68.7, 64.0
7680, 4.07, 7.143e-05, 1.65, 3.116, 0.484, 66.1, 68.7, 63.8
7808, 4.08, 5.357e-05, 1.58, 3.137, 0.487, 66.4, 68.9, 64.1
7936, 4.03, 3.571e-05, 1.62, 3.119, 0.488, 66.4, 69.0, 64.1
8064, 4.15, 1.786e-05, 1.7, 3.125, 0.485, 66.2, 68.9, 63.7
8192, 4.24, 0.0, 1.58, 3.121, 0.487, 66.3, 68.9, 64.0
