step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 5.69, 0.251, 48.2, 55.3, 42.7
128, 4.36, 0.000125, 4.59, 4.469, 0.299, 56.4, 53.3, 59.9
256, 4.06, 0.00025, 3.28, 3.862, 0.385, 62.6, 56.2, 70.6
384, 3.99, 0.000375, 2.76, 3.719, 0.411, 64.1, 58.0, 71.6
512, 3.93, 0.0005, 2.61, 3.399, 0.426, 64.9, 58.9, 72.4
640, 4.06, 0.000625, 2.41, 3.359, 0.429, 64.9, 59.6, 71.3
768, 4.16, 0.00075, 2.41, 3.366, 0.423, 64.3, 59.8, 69.6
896, 4.12, 0.000875, 2.2, 3.359, 0.431, 64.9, 60.2, 70.4
1024, 4.12, 0.001, 2.19, 3.301, 0.429, 64.5, 60.8, 68.7
1152, 4.05, 0.00098214, 2.11, 3.319, 0.442, 65.3, 61.4, 69.8
1280, 4.21, 0.00096429, 2.1, 3.281, 0.455, 65.9, 62.8, 69.2
1408, 4.01, 0.00094643, 2.05, 3.409, 0.465, 66.4, 63.8, 69.2
1536, 4.27, 0.00092857, 2.02, 3.303, 0.476, 67.0, 64.7, 69.6
1664, 4.05, 0.00091071, 1.92, 3.264, 0.479, 67.0, 65.5, 68.6
1792, 4.01, 0.00089286, 2.02, 3.302, 0.484, 67.3, 65.7, 69.1
1920, 3.87, 0.000875, 1.98, 3.205, 0.492, 67.5, 67.1, 67.9
2048, 4.16, 0.00085714, 1.94, 3.598, 0.487, 67.0, 67.3, 66.8
2176, 4.06, 0.00083929, 1.79, 3.216, 0.5, 68.1, 67.4, 68.9
2304, 4.04, 0.00082143, 1.89, 3.217, 0.498, 67.9, 67.5, 68.2
2432, 4.03, 0.00080357, 1.94, 3.236, 0.504, 68.3, 67.9, 68.7
2560, 3.99, 0.00078571, 1.78, 3.253, 0.5, 68.0, 67.7, 68.2
2688, 4.11, 0.00076786, 1.83, 3.202, 0.501, 67.9, 68.1, 67.8
2816, 4.14, 0.00075, 1.83, 3.287, 0.493, 67.3, 67.9, 66.7
2944, 4.17, 0.00073214, 1.96, 3.232, 0.498, 67.7, 68.1, 67.4
3072, 4.08, 0.00071429, 1.81, 3.202, 0.5, 67.6, 68.7, 66.5
3200, 4.28, 0.00069643, 1.77, 3.184, 0.5, 67.8, 68.4, 67.2
3328, 4.03, 0.00067857, 1.82, 3.135, 0.506, 68.2, 68.7, 67.6
3456, 4.0, 0.00066071, 1.82, 3.183, 0.51, 68.3, 69.5, 67.2
3584, 4.19, 0.00064286, 1.71, 3.155, 0.505, 67.9, 69.1, 66.9
3712, 4.24, 0.000625, 1.75, 3.206, 0.492, 67.1, 68.1, 66.2
3840, 3.95, 0.00060714, 1.79, 3.178, 0.503, 67.9, 68.9, 66.9
3968, 4.28, 0.00058929, 1.76, 3.164, 0.499, 67.3, 69.2, 65.5
4096, 4.14, 0.00057143, 1.79, 3.225, 0.501, 67.6, 69.0, 66.3
4224, 4.19, 0.00055357, 1.73, 3.299, 0.486, 66.3, 68.9, 63.9
4352, 4.24, 0.00053571, 1.76, 3.153, 0.496, 67.1, 69.1, 65.2
4480, 4.0, 0.00051786, 1.74, 3.127, 0.496, 67.1, 69.2, 65.0
4608, 4.11, 0.0005, 1.74, 3.143, 0.513, 68.2, 70.1, 66.4
4736, 3.99, 0.00048214, 1.76, 3.094, 0.509, 67.8, 70.3, 65.5
4864, 3.98, 0.00046429, 1.8, 3.106, 0.525, 69.1, 70.8, 67.5
4992, 4.1, 0.00044643, 1.66, 3.249, 0.51, 67.7, 70.8, 65.0
5120, 4.04, 0.00042857, 1.69, 3.132, 0.513, 68.0, 70.8, 65.4
5248, 3.99, 0.00041071, 1.64, 3.131, 0.51, 67.8, 70.5, 65.3
5376, 4.13, 0.00039286, 1.73, 3.139, 0.515, 68.1, 70.9, 65.6
5504, 4.26, 0.000375, 1.66, 3.133, 0.51, 67.7, 70.6, 65.1
5632, 3.76, 0.00035714, 1.77, 3.146, 0.521, 68.6, 71.1, 66.3
5760, 4.26, 0.00033929, 1.61, 3.142, 0.515, 68.1, 71.0, 65.4
5888, 4.09, 0.00032143, 1.76, 3.137, 0.514, 68.1, 70.7, 65.8
6016, 4.17, 0.00030357, 1.64, 3.149, 0.511, 67.9, 70.6, 65.3
6144, 3.97, 0.00028571, 1.62, 3.15, 0.505, 67.4, 70.5, 64.6
6272, 4.02, 0.00026786, 1.69, 3.154, 0.508, 67.6, 70.8, 64.7
6400, 4.01, 0.00025, 1.68, 3.124, 0.512, 67.9, 71.0, 65.0
6528, 3.98, 0.00023214, 1.69, 3.121, 0.514, 68.0, 71.1, 65.3
6656, 4.2, 0.00021429, 1.6, 3.145, 0.514, 68.0, 71.1, 65.1
6784, 3.94, 0.00019643, 1.68, 3.124, 0.514, 68.0, 71.0, 65.3
6912, 4.03, 0.00017857, 1.64, 3.124, 0.514, 68.0, 71.0, 65.2
7040, 4.17, 0.00016071, 1.6, 3.107, 0.516, 68.2, 71.1, 65.4
7168, 4.06, 0.00014286, 1.71, 3.108, 0.512, 67.8, 70.9, 65.0
7296, 4.01, 0.000125, 1.58, 3.091, 0.509, 67.6, 70.9, 64.5
7424, 4.06, 0.00010714, 1.66, 3.11, 0.512, 67.8, 70.9, 65.0
7552, 4.1, 8.929e-05, 1.64, 3.126, 0.511, 67.8, 70.8, 65.1
7680, 4.0, 7.143e-05, 1.64, 3.117, 0.509, 67.7, 70.7, 64.9
7808, 4.06, 5.357e-05, 1.57, 3.087, 0.515, 68.0, 71.2, 65.1
7936, 4.01, 3.571e-05, 1.61, 3.106, 0.506, 67.4, 70.7, 64.4
8064, 4.1, 1.786e-05, 1.69, 3.102, 0.51, 67.7, 70.8, 64.8
8192, 4.27, 0.0, 1.57, 3.11, 0.513, 67.9, 71.1, 64.9
