step, s/batch, lr, train_loss, dev.quy-dev_loss
0, n/a, 5.9e-07, n/a, 7.672
128, 2.57, 7.5e-05, 6.83, 4.67
256, 2.57, 0.00015, 4.14, 3.732
384, 2.58, 0.000225, 3.42, 3.335
512, 2.59, 0.0003, 3.03, 3.222
640, 2.62, 0.000375, 2.8, 3.164
768, 2.63, 0.00045, 2.65, 3.028
896, 2.57, 0.000525, 2.48, 2.959
1024, 2.6, 0.0006, 2.36, 2.898
1152, 2.6, 0.000595, 2.28, 2.842
1280, 2.68, 0.00059, 2.22, 2.813
1408, 2.58, 0.000585, 2.13, 2.805
1536, 2.55, 0.00058, 2.09, 2.778
1664, 2.61, 0.000575, 2.06, 2.78
1792, 2.61, 0.00057, 2.02, 2.749
1920, 2.63, 0.000565, 1.99, 2.748
2048, 2.6, 0.00056, 1.95, 2.754
2176, 2.64, 0.000555, 1.93, 2.741
2304, 2.63, 0.00055, 1.92, 2.731
2432, 2.63, 0.000545, 1.89, 2.718
2560, 2.6, 0.00054, 1.88, 2.729
2688, 2.56, 0.000535, 1.86, 2.728
2816, 2.58, 0.00053, 1.86, 2.711
2944, 2.59, 0.000525, 1.82, 2.721
3072, 2.59, 0.00052, 1.8, 2.707
3200, 2.59, 0.000515, 1.79, 2.728
3328, 2.54, 0.00051, 1.76, 2.7
3456, 2.63, 0.000505, 1.78, 2.689
3584, 2.62, 0.0005, 1.75, 2.685
3712, 2.68, 0.000495, 1.75, 2.678
3840, 2.63, 0.00049, 1.72, 2.69
3968, 2.55, 0.000485, 1.71, 2.683
4096, 2.58, 0.00048, 1.71, 2.651
4224, 2.54, 0.000475, 1.68, 2.665
4352, 2.58, 0.00047, 1.68, 2.675
4480, 2.56, 0.000465, 1.66, 2.655
4608, 2.57, 0.00046, 1.66, 2.653
4736, 2.52, 0.000455, 1.64, 2.635
4864, 2.54, 0.00045, 1.65, 2.65
4992, 2.5, 0.000445, 1.62, 2.641
5120, 2.53, 0.00044, 1.63, 2.646
5248, 2.54, 0.000435, 1.61, 2.632
5376, 2.54, 0.00043, 1.61, 2.64
5504, 2.51, 0.000425, 1.6, 2.638
5632, 2.54, 0.00042, 1.61, 2.63
5760, 2.53, 0.000415, 1.59, 2.634
5888, 2.52, 0.00041, 1.58, 2.607
6016, 2.52, 0.000405, 1.56, 2.614
6144, 2.53, 0.0004, 1.56, 2.638
6272, 2.49, 0.000395, 1.55, 2.616
6400, 2.57, 0.00039, 1.56, 2.614
6528, 2.56, 0.000385, 1.56, 2.638
6656, 2.55, 0.00038, 1.54, 2.611
6784, 2.51, 0.000375, 1.54, 2.616
6912, 2.54, 0.00037, 1.52, 2.619
7040, 2.49, 0.000365, 1.52, 2.618
7168, 2.49, 0.00036, 1.53, 2.609
7296, 2.54, 0.000355, 1.55, 2.602
7424, 2.5, 0.00035, 1.52, 2.598
7552, 2.47, 0.000345, 1.52, 2.592
7680, 2.48, 0.00034, 1.5, 2.618
7808, 2.49, 0.000335, 1.5, 2.608
7936, 2.46, 0.00033, 1.5, 2.616
8064, 2.5, 0.000325, 1.51, 2.595
8192, 2.43, 0.00032, 1.5, 2.598
8320, 2.46, 0.000315, 1.5, 2.618
8448, 2.5, 0.00031, 1.5, 2.598
8576, 2.5, 0.000305, 1.51, 2.599
8704, 2.53, 0.0003, 1.48, 2.583
8832, 2.51, 0.000295, 1.48, 2.619
8960, 2.48, 0.00029, 1.48, 2.591
9088, 2.48, 0.000285, 1.47, 2.602
9216, 2.45, 0.00028, 1.48, 2.595
9344, 2.5, 0.000275, 1.48, 2.594
9472, 2.52, 0.00027, 1.46, 2.587
9600, 2.46, 0.000265, 1.48, 2.591
9728, 2.45, 0.00026, 1.46, 2.596
9856, 2.48, 0.000255, 1.47, 2.599
9984, 2.46, 0.00025, 1.47, 2.611
10112, 2.53, 0.000245, 1.46, 2.591
10240, 2.49, 0.00024, 1.45, 2.601
10368, 2.48, 0.000235, 1.45, 2.595
10496, 2.53, 0.00023, 1.46, 2.589
10624, 2.51, 0.000225, 1.45, 2.588
10752, 2.5, 0.00022, 1.46, 2.6
10880, 2.48, 0.000215, 1.45, 2.587
11008, 2.51, 0.00021, 1.44, 2.597
11136, 2.56, 0.000205, 1.44, 2.589
11264, 2.51, 0.0002, 1.43, 2.597
11392, 2.49, 0.000195, 1.43, 2.582
11520, 2.54, 0.00019, 1.44, 2.594
11648, 2.65, 0.000185, 1.43, 2.584
