step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 1e-07, n/a, 5.69, 0.251, 48.2, 55.3, 42.7
64, 3.82, 6.25e-06, 5.5, 5.602, 0.267, 49.9, 55.9, 45.1
128, 3.8, 1.25e-05, 5.27, 5.363, 0.27, 51.3, 54.9, 48.2
192, 3.76, 1.875e-05, 4.81, 5.012, 0.248, 51.0, 52.4, 49.7
256, 3.7, 2.5e-05, 4.41, 4.747, 0.257, 52.4, 52.2, 52.7
320, 3.7, 3.125e-05, 4.12, 4.561, 0.274, 54.2, 52.6, 56.0
384, 3.69, 3.75e-05, 3.89, 4.375, 0.296, 56.2, 53.3, 59.4
448, 3.69, 4.375e-05, 3.69, 4.223, 0.298, 56.6, 52.9, 60.9
512, 3.68, 5e-05, 3.52, 4.091, 0.32, 58.2, 53.9, 63.3
576, 3.7, 4.911e-05, 3.37, 4.01, 0.331, 59.0, 54.2, 64.7
640, 3.69, 4.821e-05, 3.24, 3.943, 0.344, 59.9, 54.7, 66.1
704, 3.69, 4.732e-05, 3.15, 3.906, 0.35, 60.2, 55.1, 66.3
768, 3.68, 4.643e-05, 3.07, 3.893, 0.352, 60.3, 55.3, 66.4
832, 3.69, 4.554e-05, 3.01, 3.875, 0.351, 60.2, 55.3, 66.1
896, 3.69, 4.464e-05, 2.96, 3.843, 0.356, 60.4, 55.7, 66.0
960, 3.7, 4.375e-05, 2.91, 3.858, 0.357, 60.4, 55.9, 65.7
1024, 3.7, 4.286e-05, 2.87, 3.85, 0.354, 60.2, 55.8, 65.3
1088, 3.72, 4.196e-05, 2.83, 3.847, 0.359, 60.4, 56.3, 65.1
1152, 3.7, 4.107e-05, 2.79, 3.854, 0.358, 60.3, 56.2, 65.1
1216, 3.68, 4.018e-05, 2.76, 3.833, 0.367, 60.9, 56.9, 65.4
1280, 3.7, 3.929e-05, 2.72, 3.848, 0.361, 60.4, 56.6, 64.7
1344, 3.7, 3.839e-05, 2.7, 3.837, 0.359, 60.3, 56.5, 64.6
1408, 3.7, 3.75e-05, 2.67, 3.849, 0.361, 60.3, 56.8, 64.3
1472, 3.71, 3.661e-05, 2.64, 3.817, 0.354, 59.9, 56.5, 63.7
1536, 3.72, 3.571e-05, 2.61, 3.804, 0.359, 60.1, 56.8, 63.9
1600, 3.72, 3.482e-05, 2.59, 3.812, 0.355, 59.8, 56.6, 63.3
1664, 3.71, 3.393e-05, 2.57, 3.828, 0.358, 60.1, 56.8, 63.8
1728, 3.73, 3.304e-05, 2.55, 3.84, 0.363, 60.4, 57.0, 64.2
1792, 3.72, 3.214e-05, 2.53, 3.86, 0.353, 59.7, 56.6, 63.2
1856, 3.72, 3.125e-05, 2.51, 3.828, 0.356, 59.8, 56.8, 63.2
1920, 3.72, 3.036e-05, 2.49, 3.821, 0.361, 60.2, 57.1, 63.7
1984, 3.73, 2.946e-05, 2.47, 3.849, 0.36, 60.0, 57.0, 63.4
2048, 3.72, 2.857e-05, 2.46, 3.843, 0.36, 60.1, 57.0, 63.6
2112, 3.71, 2.768e-05, 2.44, 3.865, 0.362, 60.1, 57.3, 63.3
2176, 3.71, 2.679e-05, 2.42, 3.846, 0.362, 60.1, 57.2, 63.3
2240, 3.73, 2.589e-05, 2.41, 3.844, 0.36, 60.0, 57.1, 63.1
2304, 3.71, 2.5e-05, 2.4, 3.839, 0.36, 60.0, 57.2, 63.2
2368, 3.71, 2.411e-05, 2.38, 3.854, 0.363, 60.1, 57.4, 63.0
2432, 3.73, 2.321e-05, 2.37, 3.882, 0.366, 60.4, 57.5, 63.5
