step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 2.44e-06, n/a, 5.697, 0.251, 48.1, 55.4, 42.5
128, 4.1, 0.0003125, 4.16, 4.168, 0.35, 60.2, 55.0, 66.4
256, 3.88, 0.000625, 2.92, 3.604, 0.398, 63.3, 57.2, 70.9
384, 4.0, 0.0009375, 2.53, 3.485, 0.436, 65.3, 60.1, 71.5
512, 3.96, 0.00125, 2.41, 3.361, 0.476, 67.5, 63.1, 72.5
640, 3.95, 0.0015625, 2.28, 3.404, 0.491, 67.9, 65.6, 70.4
768, 3.75, 0.001875, 2.33, 3.483, 0.491, 67.4, 67.1, 67.8
896, 3.68, 0.0021875, 2.38, 3.449, 0.507, 68.0, 69.4, 66.7
1024, 3.67, 0.0025, 2.45, 3.375, 0.506, 67.4, 70.5, 64.6
1152, 3.43, 0.00245536, 2.22, 3.393, 0.51, 67.3, 71.9, 63.3
1280, 3.88, 0.00241071, 2.26, 3.336, 0.49, 65.0, 72.5, 58.8
1408, 3.67, 0.00236607, 2.39, 3.436, 0.479, 63.8, 72.6, 56.9
1536, 3.76, 0.00232143, 2.21, 3.449, 0.471, 62.6, 73.2, 54.7
1664, 3.76, 0.00227679, 2.05, 3.391, 0.46, 61.5, 72.8, 53.3
1792, 3.67, 0.00223214, 1.98, 3.402, 0.444, 59.4, 73.2, 50.0
1920, 3.82, 0.0021875, 2.05, 3.257, 0.435, 58.7, 72.7, 49.2
2048, 3.6, 0.00214286, 2.01, 3.291, 0.448, 60.0, 73.1, 50.9
2176, 3.76, 0.00209821, 1.99, 3.267, 0.438, 59.1, 72.6, 49.8
2304, 3.68, 0.00205357, 1.99, 3.318, 0.431, 58.0, 73.1, 48.1
2432, 3.84, 0.00200893, 2.06, 3.247, 0.448, 59.2, 74.4, 49.2
2560, 3.78, 0.00196429, 1.9, 3.166, 0.438, 58.2, 74.1, 48.0
2688, 3.71, 0.00191964, 1.94, 3.211, 0.433, 58.0, 73.4, 48.0
2816, 3.77, 0.001875, 1.98, 3.149, 0.453, 59.7, 74.5, 49.8
2944, 3.76, 0.00183036, 1.94, 3.193, 0.435, 57.6, 74.4, 47.0
3072, 3.71, 0.00178571, 2.01, 3.233, 0.45, 58.4, 76.2, 47.3
3200, 3.72, 0.00174107, 1.98, 3.215, 0.452, 58.7, 76.1, 47.8
3328, 3.7, 0.00169643, 1.83, 3.316, 0.443, 57.5, 76.2, 46.2
3456, 3.57, 0.00165179, 1.84, 3.279, 0.449, 57.7, 77.1, 46.1
3584, 3.77, 0.00160714, 1.89, 3.23, 0.454, 58.5, 76.8, 47.2
3712, 3.73, 0.0015625, 1.86, 3.194, 0.459, 59.0, 77.0, 47.8
3840, 3.91, 0.00151786, 1.9, 3.124, 0.453, 58.3, 77.0, 46.9
3968, 3.67, 0.00147321, 1.82, 3.202, 0.452, 57.7, 77.5, 46.0
4096, 3.66, 0.00142857, 1.82, 3.124, 0.458, 58.6, 77.5, 47.0
4224, 3.77, 0.00138393, 1.82, 3.111, 0.457, 58.2, 78.0, 46.4
4352, 3.56, 0.00133929, 1.88, 3.151, 0.454, 58.1, 77.4, 46.5
4480, 3.57, 0.00129464, 1.83, 3.142, 0.455, 57.8, 78.0, 45.9
4608, 3.9, 0.00125, 1.72, 3.073, 0.467, 59.2, 78.1, 47.7
4736, 3.76, 0.00120536, 1.72, 3.08, 0.458, 58.1, 78.2, 46.2
4864, 3.8, 0.00116071, 1.78, 3.106, 0.471, 58.8, 79.6, 46.6
4992, 3.8, 0.00111607, 1.8, 3.114, 0.468, 58.8, 79.0, 46.9
5120, 3.9, 0.00107143, 1.76, 3.052, 0.472, 59.6, 78.7, 47.9
5248, 3.71, 0.00102679, 1.73, 3.089, 0.475, 59.4, 79.5, 47.5
5376, 3.88, 0.00098214, 1.68, 3.052, 0.475, 59.2, 79.8, 47.0
5504, 3.79, 0.0009375, 1.69, 3.02, 0.477, 59.5, 79.7, 47.5
