step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 1e-07, n/a, 5.751, 0.283, 50.7, 57.4, 45.4
64, 3.91, 6.25e-06, 5.5, 5.66, 0.286, 51.4, 57.1, 46.6
128, 3.77, 1.25e-05, 5.3, 5.46, 0.289, 52.5, 56.3, 49.2
192, 3.78, 1.875e-05, 4.94, 5.169, 0.267, 51.4, 54.5, 48.6
256, 3.73, 2.5e-05, 4.59, 4.937, 0.298, 54.2, 55.8, 52.7
320, 3.8, 3.125e-05, 4.29, 4.701, 0.317, 55.8, 56.6, 55.0
384, 3.75, 3.75e-05, 4.04, 4.488, 0.335, 57.4, 57.3, 57.4
448, 3.76, 4.375e-05, 3.82, 4.255, 0.358, 58.9, 58.6, 59.2
512, 3.77, 5e-05, 3.62, 4.093, 0.383, 60.6, 60.1, 61.2
576, 3.79, 4.911e-05, 3.48, 3.99, 0.399, 61.6, 61.1, 62.1
640, 3.85, 4.821e-05, 3.37, 3.901, 0.403, 61.8, 61.4, 62.1
704, 3.79, 4.732e-05, 3.28, 3.797, 0.407, 62.0, 61.8, 62.2
768, 3.82, 4.643e-05, 3.2, 3.74, 0.415, 62.5, 62.5, 62.4
832, 3.93, 4.554e-05, 3.14, 3.682, 0.417, 62.5, 62.7, 62.3
896, 3.91, 4.464e-05, 3.08, 3.688, 0.419, 62.6, 63.0, 62.1
960, 3.88, 4.375e-05, 3.03, 3.631, 0.423, 62.8, 63.3, 62.4
1024, 3.92, 4.286e-05, 2.99, 3.616, 0.421, 62.6, 63.3, 61.9
1088, 3.95, 4.196e-05, 2.95, 3.557, 0.425, 62.9, 63.6, 62.2
1152, 3.9, 4.107e-05, 2.92, 3.582, 0.429, 63.1, 64.0, 62.2
1216, 3.95, 4.018e-05, 2.89, 3.568, 0.421, 62.4, 63.7, 61.2
1280, 3.92, 3.929e-05, 2.86, 3.58, 0.423, 62.6, 63.8, 61.4
1344, 3.93, 3.839e-05, 2.83, 3.544, 0.421, 62.3, 63.9, 60.8
1408, 3.93, 3.75e-05, 2.81, 3.525, 0.423, 62.4, 64.0, 60.9
1472, 3.91, 3.661e-05, 2.79, 3.53, 0.43, 62.9, 64.5, 61.4
1536, 3.89, 3.571e-05, 2.77, 3.507, 0.43, 63.0, 64.5, 61.5
1600, 3.91, 3.482e-05, 2.75, 3.532, 0.427, 62.7, 64.3, 61.2
1664, 3.94, 3.393e-05, 2.73, 3.488, 0.426, 62.6, 64.4, 61.0
1728, 3.89, 3.304e-05, 2.72, 3.515, 0.431, 62.9, 64.7, 61.2
1792, 4.01, 3.214e-05, 2.7, 3.517, 0.425, 62.6, 64.3, 60.9
1856, 3.93, 3.125e-05, 2.69, 3.52, 0.428, 62.7, 64.5, 61.0
1920, 3.92, 3.036e-05, 2.67, 3.518, 0.428, 62.7, 64.6, 60.8
1984, 3.92, 2.946e-05, 2.66, 3.531, 0.429, 62.7, 64.6, 60.9
2048, 3.92, 2.857e-05, 2.64, 3.499, 0.431, 62.8, 64.8, 60.9
2112, 3.9, 2.768e-05, 2.63, 3.477, 0.429, 62.6, 64.7, 60.7
2176, 3.92, 2.679e-05, 2.62, 3.52, 0.427, 62.6, 64.5, 60.8
2240, 3.79, 2.589e-05, 2.61, 3.488, 0.429, 62.6, 64.8, 60.6
