step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 2e-07, n/a, 7.307, 0.103, 34.3, 41.9, 29.0
64, 3.99, 1.25e-05, 6.43, 6.683, 0.112, 37.0, 42.0, 33.1
128, 3.97, 2.5e-05, 5.46, 5.466, 0.137, 42.7, 42.0, 43.5
192, 3.96, 3.75e-05, 4.66, 4.719, 0.225, 49.5, 46.9, 52.5
256, 3.97, 5e-05, 4.1, 4.18, 0.249, 51.7, 47.7, 56.4
320, 4.01, 6.25e-05, 3.69, 3.824, 0.279, 54.0, 48.9, 60.1
384, 4.01, 7.5e-05, 3.4, 3.591, 0.294, 55.2, 49.3, 62.6
448, 4.04, 8.75e-05, 3.18, 3.478, 0.309, 56.1, 50.2, 63.7
512, 4.07, 0.0001, 3.01, 3.413, 0.32, 56.8, 50.8, 64.2
576, 4.05, 9.821e-05, 2.88, 3.374, 0.321, 56.7, 51.1, 63.7
640, 4.09, 9.643e-05, 2.77, 3.361, 0.318, 56.5, 51.1, 63.2
704, 4.05, 9.464e-05, 2.67, 3.345, 0.319, 56.4, 51.2, 62.8
768, 3.97, 9.286e-05, 2.6, 3.344, 0.314, 56.1, 51.1, 62.2
832, 4.07, 9.107e-05, 2.53, 3.341, 0.312, 55.9, 51.0, 61.7
896, 4.04, 8.929e-05, 2.46, 3.352, 0.318, 56.2, 51.4, 62.1
960, 4.11, 8.75e-05, 2.41, 3.355, 0.318, 56.2, 51.4, 62.1
1024, 4.11, 8.571e-05, 2.36, 3.385, 0.319, 56.2, 51.7, 61.6
1088, 4.13, 8.393e-05, 2.31, 3.391, 0.315, 55.9, 51.5, 61.3
1152, 4.08, 8.214e-05, 2.27, 3.383, 0.315, 55.9, 51.5, 61.0
1216, 4.12, 8.036e-05, 2.23, 3.4, 0.313, 55.7, 51.6, 60.4
1280, 4.05, 7.857e-05, 2.2, 3.414, 0.316, 55.9, 51.7, 60.8
1344, 4.02, 7.679e-05, 2.17, 3.433, 0.314, 55.6, 51.8, 60.1
