step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 1e-07, n/a, 7.472, 0.049, 16.6, 40.6, 10.4
128, 3.65, 1.25e-05, 7.11, 7.279, -0.009, 12.9, 31.7, 8.1
256, 3.75, 2.5e-05, 6.47, 5.53, -0.084, 9.1, 20.7, 5.8
384, 3.55, 3.75e-05, 4.92, 4.871, -0.059, 16.6, 26.5, 12.1
512, 3.74, 5e-05, 4.67, 4.685, -0.046, 16.3, 27.7, 11.6
640, 3.69, 6.25e-05, 4.46, 4.438, -0.041, 16.5, 28.2, 11.7
768, 3.65, 7.5e-05, 4.19, 4.014, -0.04, 17.2, 28.5, 12.3
896, 3.62, 8.75e-05, 3.88, 3.704, -0.029, 18.0, 29.7, 13.0
1024, 3.7, 0.0001, 3.62, 3.485, -0.008, 22.1, 32.2, 16.8
1152, 3.62, 9.821e-05, 3.44, 3.435, -0.005, 23.3, 32.6, 18.1
1280, 3.73, 9.643e-05, 3.3, 3.379, 0.013, 24.3, 34.4, 18.8
1408, 3.62, 9.464e-05, 3.19, 3.351, 0.029, 27.1, 35.8, 21.8
1536, 3.7, 9.286e-05, 3.07, 3.312, 0.037, 28.5, 36.4, 23.4
1664, 3.71, 9.107e-05, 2.98, 3.294, 0.044, 31.1, 36.7, 27.0
1792, 3.62, 8.929e-05, 2.87, 3.292, 0.06, 32.9, 37.9, 29.0
1920, 3.74, 8.75e-05, 2.8, 3.255, 0.055, 32.2, 37.6, 28.1
2048, 3.64, 8.571e-05, 2.73, 3.271, 0.043, 31.4, 36.6, 27.4
2176, 3.69, 8.393e-05, 2.64, 3.247, 0.063, 33.1, 38.1, 29.2
2304, 3.63, 8.214e-05, 2.61, 3.265, 0.065, 35.1, 37.9, 32.7
2432, 3.77, 8.036e-05, 2.51, 3.243, 0.065, 34.7, 38.0, 31.9
2560, 3.63, 7.857e-05, 2.46, 3.263, 0.078, 36.0, 38.9, 33.5
2688, 3.61, 7.679e-05, 2.45, 3.226, 0.082, 35.9, 39.2, 33.2
2816, 3.71, 7.5e-05, 2.4, 3.243, 0.085, 36.2, 39.5, 33.4
2944, 3.63, 7.321e-05, 2.33, 3.249, 0.101, 37.8, 40.5, 35.4
3072, 3.74, 7.143e-05, 2.33, 3.242, 0.087, 36.7, 39.5, 34.3
3200, 3.64, 6.964e-05, 2.27, 3.243, 0.104, 37.4, 40.9, 34.5
3328, 3.72, 6.786e-05, 2.3, 3.24, 0.126, 39.8, 42.2, 37.6
