step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 1e-07, n/a, 7.279, 0.094, 33.8, 41.1, 28.7
128, 4.04, 1.25e-05, 6.16, 6.143, 0.095, 37.8, 39.9, 35.9
256, 4.24, 2.5e-05, 4.84, 4.858, 0.201, 48.4, 45.1, 52.3
384, 4.2, 3.75e-05, 3.96, 4.192, 0.239, 51.5, 46.5, 57.7
512, 4.08, 5e-05, 3.42, 3.702, 0.275, 54.2, 48.0, 62.4
640, 4.21, 6.25e-05, 3.02, 3.507, 0.294, 55.6, 48.6, 65.1
768, 4.39, 7.5e-05, 2.85, 3.374, 0.302, 56.2, 48.9, 66.0
896, 4.2, 8.75e-05, 2.64, 3.327, 0.314, 56.9, 49.3, 67.3
1024, 4.08, 0.0001, 2.58, 3.287, 0.319, 57.3, 49.7, 67.6
1152, 4.25, 9.821e-05, 2.35, 3.235, 0.32, 57.3, 49.8, 67.4
1280, 4.27, 9.643e-05, 2.37, 3.208, 0.328, 57.7, 50.3, 67.7
1408, 4.15, 9.464e-05, 2.27, 3.191, 0.329, 57.8, 50.4, 67.6
1536, 4.09, 9.286e-05, 2.2, 3.172, 0.331, 57.9, 50.5, 67.8
1664, 4.25, 9.107e-05, 2.13, 3.155, 0.333, 57.9, 50.7, 67.6
1792, 4.17, 8.929e-05, 2.02, 3.147, 0.334, 58.0, 50.8, 67.5
1920, 4.05, 8.75e-05, 2.11, 3.131, 0.331, 57.8, 50.7, 67.1
2048, 4.23, 8.571e-05, 2.07, 3.119, 0.333, 57.9, 50.9, 67.1
2176, 4.07, 8.393e-05, 1.84, 3.126, 0.337, 58.2, 51.0, 67.7
2304, 4.07, 8.214e-05, 1.97, 3.108, 0.34, 58.3, 51.1, 67.9
2432, 4.01, 8.036e-05, 2.07, 3.1, 0.337, 58.2, 51.0, 67.7
2560, 4.18, 7.857e-05, 1.88, 3.096, 0.339, 58.3, 51.1, 67.8
2688, 4.13, 7.679e-05, 1.96, 3.071, 0.34, 58.3, 51.1, 68.0
2816, 3.95, 7.5e-05, 1.93, 3.086, 0.341, 58.3, 51.3, 67.6
2944, 3.84, 7.321e-05, 1.82, 3.083, 0.345, 58.6, 51.4, 68.3
3072, 4.24, 7.143e-05, 1.85, 3.073, 0.342, 58.4, 51.3, 67.8
3200, 4.32, 6.964e-05, 1.8, 3.086, 0.344, 58.5, 51.6, 67.7
3328, 4.05, 6.786e-05, 1.89, 3.051, 0.346, 58.7, 51.6, 68.0
3456, 4.0, 6.607e-05, 1.84, 3.06, 0.352, 59.1, 51.9, 68.6
3584, 4.2, 6.429e-05, 1.82, 3.055, 0.356, 59.3, 52.1, 68.7
3712, 4.23, 6.25e-05, 1.84, 3.051, 0.349, 58.8, 51.7, 68.2
3840, 4.07, 6.071e-05, 1.76, 3.042, 0.353, 59.1, 51.9, 68.6
3968, 3.92, 5.893e-05, 1.84, 3.052, 0.35, 58.9, 51.8, 68.2
4096, 3.95, 5.714e-05, 1.83, 3.045, 0.348, 58.8, 51.6, 68.3
4224, 4.35, 5.536e-05, 1.71, 3.043, 0.356, 59.2, 52.2, 68.4
4352, 4.0, 5.357e-05, 1.82, 3.026, 0.356, 59.2, 52.1, 68.6
4480, 3.78, 5.179e-05, 1.82, 3.027, 0.353, 59.1, 52.1, 68.2
4608, 4.2, 5e-05, 1.7, 3.017, 0.353, 59.1, 52.0, 68.3
4736, 3.92, 4.821e-05, 1.77, 3.015, 0.36, 59.5, 52.4, 68.9
4864, 4.25, 4.643e-05, 1.72, 3.027, 0.363, 59.7, 52.5, 69.2
