step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 7.472, 0.033, 15.6, 38.2, 9.8
128, 3.79, 0.000125, 6.22, 4.866, -0.042, 19.2, 28.7, 14.4
256, 3.84, 0.00025, 4.43, 4.132, -0.042, 17.5, 28.3, 12.7
384, 3.66, 0.000375, 3.74, 3.522, 0.049, 24.5, 38.4, 18.0
512, 3.82, 0.0005, 3.33, 3.376, 0.135, 29.8, 48.4, 21.5
640, 3.72, 0.000625, 3.07, 3.97, 0.206, 38.7, 53.1, 30.5
768, 3.88, 0.00075, 2.86, 3.315, 0.177, 33.3, 52.6, 24.3
896, 3.99, 0.000875, 2.65, 3.325, 0.205, 35.1, 56.0, 25.6
1024, 3.85, 0.001, 2.51, 3.319, 0.259, 40.0, 60.7, 29.8
1152, 3.69, 0.00098214, 2.33, 3.235, 0.293, 43.2, 63.4, 32.8
1280, 3.76, 0.00096429, 2.23, 3.224, 0.318, 45.6, 65.2, 35.1
1408, 3.62, 0.00094643, 2.17, 3.224, 0.323, 45.6, 66.1, 34.8
1536, 3.73, 0.00092857, 2.07, 3.185, 0.335, 46.4, 67.5, 35.4
1664, 3.74, 0.00091071, 2.02, 3.123, 0.369, 49.6, 69.9, 38.4
1792, 4.0, 0.00089286, 1.92, 3.11, 0.367, 49.5, 69.5, 38.5
1920, 4.08, 0.000875, 1.91, 3.083, 0.396, 52.3, 71.4, 41.3
2048, 3.97, 0.00085714, 1.85, 3.083, 0.379, 50.1, 71.2, 38.6
2176, 4.03, 0.00083929, 1.79, 3.068, 0.39, 51.2, 71.7, 39.8
2304, 3.98, 0.00082143, 1.8, 3.038, 0.399, 52.0, 72.4, 40.6
2432, 4.17, 0.00080357, 1.71, 3.079, 0.404, 52.4, 73.0, 40.8
2560, 3.95, 0.00078571, 1.69, 3.092, 0.405, 52.5, 73.0, 41.0
2688, 3.95, 0.00076786, 1.7, 3.076, 0.403, 52.2, 73.0, 40.7
2816, 3.8, 0.00075, 1.69, 3.061, 0.414, 53.4, 73.4, 41.9
2944, 3.59, 0.00073214, 1.61, 3.044, 0.417, 53.4, 74.0, 41.8
3072, 3.67, 0.00071429, 1.62, 3.048, 0.409, 52.3, 74.0, 40.4
3200, 3.48, 0.00069643, 1.58, 3.057, 0.412, 52.9, 73.7, 41.3
3328, 3.61, 0.00067857, 1.62, 3.031, 0.413, 52.6, 74.4, 40.7
3456, 3.66, 0.00066071, 1.57, 3.059, 0.395, 51.1, 73.0, 39.3
