step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 7.725, -0.022, 12.2, 32.4, 7.5
128, 3.85, 0.000125, 6.24, 4.937, -0.015, 20.1, 34.2, 14.2
256, 3.94, 0.00025, 4.25, 4.252, 0.107, 24.2, 50.1, 16.0
384, 3.8, 0.000375, 3.65, 3.653, 0.267, 39.6, 65.8, 28.3
512, 3.77, 0.0005, 3.24, 3.586, 0.335, 44.2, 73.4, 31.7
640, 3.83, 0.000625, 2.96, 3.573, 0.409, 50.6, 79.8, 37.1
768, 4.04, 0.00075, 2.59, 3.535, 0.469, 57.5, 81.3, 44.5
896, 3.71, 0.000875, 2.49, 3.336, 0.537, 63.0, 86.5, 49.6
1024, 3.83, 0.001, 2.34, 3.334, 0.556, 64.9, 87.3, 51.6
1152, 3.87, 0.00098214, 2.22, 3.284, 0.577, 67.0, 87.6, 54.3
1280, 3.89, 0.00096429, 2.11, 3.322, 0.595, 68.6, 88.5, 56.0
1408, 3.8, 0.00094643, 2.01, 3.278, 0.597, 68.7, 88.7, 56.0
1536, 3.96, 0.00092857, 1.93, 3.285, 0.595, 68.1, 89.6, 54.9
1664, 3.74, 0.00091071, 1.96, 3.311, 0.604, 69.6, 88.4, 57.4
1792, 4.0, 0.00089286, 1.86, 3.152, 0.61, 69.5, 90.2, 56.5
1920, 3.87, 0.000875, 1.86, 3.111, 0.616, 69.9, 90.7, 56.9
2048, 3.74, 0.00085714, 1.85, 3.116, 0.61, 69.2, 90.8, 55.9
2176, 3.8, 0.00083929, 1.79, 3.102, 0.612, 69.4, 90.8, 56.2
2304, 3.85, 0.00082143, 1.79, 3.101, 0.617, 70.2, 90.4, 57.4
2432, 3.78, 0.00080357, 1.86, 3.08, 0.617, 70.0, 90.7, 57.0
2560, 3.86, 0.00078571, 1.73, 3.075, 0.621, 70.4, 90.7, 57.6
2688, 3.9, 0.00076786, 1.78, 3.053, 0.62, 70.1, 91.2, 56.9
2816, 3.93, 0.00075, 1.74, 3.047, 0.623, 70.3, 91.6, 57.1
2944, 3.91, 0.00073214, 1.72, 3.131, 0.616, 69.9, 90.7, 56.8
3072, 3.73, 0.00071429, 1.66, 3.036, 0.617, 70.0, 90.8, 57.0
3200, 3.65, 0.00069643, 1.73, 3.089, 0.616, 69.9, 90.7, 56.8
3328, 3.85, 0.00067857, 1.64, 3.052, 0.621, 70.6, 90.3, 58.0
3456, 3.9, 0.00066071, 1.69, 3.093, 0.62, 70.4, 90.5, 57.6
3584, 3.72, 0.00064286, 1.72, 3.016, 0.625, 70.8, 90.9, 58.0
3712, 3.79, 0.000625, 1.72, 3.057, 0.628, 71.1, 90.8, 58.4
3840, 3.86, 0.00060714, 1.67, 3.035, 0.632, 71.4, 91.1, 58.8
3968, 3.98, 0.00058929, 1.63, 3.015, 0.626, 71.1, 90.5, 58.5
4096, 4.04, 0.00057143, 1.57, 2.991, 0.631, 71.4, 90.8, 58.8
4224, 4.26, 0.00055357, 1.64, 3.199, 0.617, 70.1, 90.6, 57.2
4352, 4.0, 0.00053571, 1.6, 2.955, 0.629, 71.0, 91.4, 58.0
4480, 4.14, 0.00051786, 1.62, 3.043, 0.631, 71.5, 90.8, 59.0
4608, 4.02, 0.0005, 1.56, 3.048, 0.628, 71.3, 90.5, 58.8
4736, 4.01, 0.00048214, 1.62, 3.035, 0.633, 71.7, 90.7, 59.3
4864, 3.84, 0.00046429, 1.61, 3.024, 0.633, 71.5, 91.2, 58.8
4992, 4.09, 0.00044643, 1.57, 3.063, 0.627, 71.1, 90.7, 58.4
5120, 3.93, 0.00042857, 1.62, 3.045, 0.628, 71.2, 90.6, 58.7
5248, 3.98, 0.00041071, 1.53, 3.032, 0.633, 71.7, 90.9, 59.1
5376, 4.03, 0.00039286, 1.55, 3.009, 0.63, 71.3, 90.9, 58.6
5504, 3.89, 0.000375, 1.58, 2.994, 0.628, 71.0, 91.0, 58.3
5632, 3.81, 0.00035714, 1.58, 2.982, 0.63, 71.4, 90.5, 59.0
5760, 3.95, 0.00033929, 1.5, 3.007, 0.635, 71.9, 90.7, 59.6
5888, 3.58, 0.00032143, 1.55, 2.995, 0.626, 71.2, 90.1, 58.9
6016, 4.06, 0.00030357, 1.47, 3.012, 0.629, 71.5, 90.3, 59.1
6144, 3.95, 0.00028571, 1.56, 2.99, 0.631, 71.6, 90.5, 59.2
6272, 3.9, 0.00026786, 1.55, 2.998, 0.628, 71.3, 90.7, 58.7
6400, 3.83, 0.00025, 1.54, 2.981, 0.637, 72.0, 91.1, 59.5
6528, 3.7, 0.00023214, 1.6, 3.011, 0.633, 71.7, 90.7, 59.3
6656, 4.05, 0.00021429, 1.45, 2.971, 0.632, 71.5, 91.0, 58.9
6784, 3.89, 0.00019643, 1.53, 2.976, 0.634, 71.7, 90.9, 59.2
