step, s/batch, lr, train_loss, dev.quy-dev_loss
0, n/a, 8.3e-07, n/a, 7.672
128, 2.66, 0.00010625, 6.5, 4.323
256, 2.55, 0.0002125, 3.91, 3.535
384, 2.58, 0.00031875, 3.22, 3.255
512, 2.59, 0.000425, 2.89, 3.216
640, 2.59, 0.00053125, 2.67, 3.036
768, 2.56, 0.0006375, 2.51, 2.957
896, 2.53, 0.00074375, 2.34, 2.876
1024, 2.57, 0.00085, 2.23, 2.852
1152, 2.58, 0.00084292, 2.18, 2.821
1280, 2.63, 0.00083583, 2.14, 2.8
1408, 2.56, 0.00082875, 2.05, 2.787
1536, 2.55, 0.00082167, 2.02, 2.762
1664, 2.6, 0.00081458, 1.99, 2.758
1792, 2.58, 0.0008075, 1.96, 2.749
1920, 2.62, 0.00080042, 1.94, 2.745
2048, 2.54, 0.00079333, 1.91, 2.754
2176, 2.55, 0.00078625, 1.89, 2.749
2304, 2.53, 0.00077917, 1.89, 2.731
2432, 2.57, 0.00077208, 1.86, 2.713
2560, 2.54, 0.000765, 1.86, 2.777
2688, 2.53, 0.00075792, 1.85, 2.729
2816, 2.52, 0.00075083, 1.85, 2.717
2944, 2.52, 0.00074375, 1.82, 2.74
3072, 2.5, 0.00073667, 1.8, 2.706
3200, 2.52, 0.00072958, 1.81, 2.737
3328, 2.48, 0.0007225, 1.78, 2.738
3456, 2.59, 0.00071542, 1.8, 2.72
3584, 2.54, 0.00070833, 1.79, 2.718
3712, 2.59, 0.00070125, 1.8, 2.708
3840, 2.58, 0.00069417, 1.77, 2.729
3968, 2.53, 0.00068708, 1.77, 2.719
4096, 2.57, 0.00068, 1.78, 2.686
4224, 2.52, 0.00067292, 1.76, 2.709
4352, 2.53, 0.00066583, 1.75, 2.712
4480, 2.56, 0.00065875, 1.75, 2.703
4608, 2.54, 0.00065167, 1.76, 2.707
4736, 2.52, 0.00064458, 1.74, 2.7
4864, 2.54, 0.0006375, 1.75, 2.703
4992, 2.52, 0.00063042, 1.72, 2.695
5120, 2.56, 0.00062333, 1.73, 2.707
5248, 2.56, 0.00061625, 1.72, 2.715
5376, 2.54, 0.00060917, 1.72, 2.707
5504, 2.51, 0.00060208, 1.71, 2.728
5632, 2.55, 0.000595, 1.72, 2.688
5760, 2.54, 0.00058792, 1.71, 2.716
5888, 2.54, 0.00058083, 1.7, 2.697
6016, 2.54, 0.00057375, 1.69, 2.694
6144, 2.54, 0.00056667, 1.69, 2.709
6272, 2.49, 0.00055958, 1.69, 2.725
6400, 2.51, 0.0005525, 1.69, 2.685
6528, 2.55, 0.00054542, 1.69, 2.74
6656, 2.54, 0.00053833, 1.68, 2.706
6784, 2.5, 0.00053125, 1.69, 2.703
6912, 2.55, 0.00052417, 1.67, 2.704
7040, 2.55, 0.00051708, 1.67, 2.718
7168, 2.54, 0.00051, 1.68, 2.703
7296, 2.58, 0.00050292, 1.7, 2.691
7424, 2.54, 0.00049583, 1.67, 2.692
7552, 2.53, 0.00048875, 1.67, 2.678
7680, 2.55, 0.00048167, 1.66, 2.698
7808, 2.54, 0.00047458, 1.66, 2.706
7936, 2.48, 0.0004675, 1.65, 2.699
8064, 2.57, 0.00046042, 1.67, 2.672
8192, 2.51, 0.00045333, 1.66, 2.695
8320, 2.51, 0.00044625, 1.67, 2.713
8448, 2.53, 0.00043917, 1.67, 2.688
8576, 2.53, 0.00043208, 1.67, 2.688
8704, 2.55, 0.000425, 1.65, 2.686
8832, 2.56, 0.00041792, 1.65, 2.701
8960, 2.53, 0.00041083, 1.66, 2.688
9088, 2.54, 0.00040375, 1.64, 2.695
9216, 2.54, 0.00039667, 1.65, 2.685
9344, 2.55, 0.00038958, 1.66, 2.682
