step, s/batch, lr, train_loss, dev.quy-dev_loss
9472, 2.59, 0.0003825, 1.64, 2.672
9600, 2.53, 0.00037542, 1.66, 2.687
9728, 2.56, 0.00036833, 1.63, 2.678
9856, 2.52, 0.00036125, 1.65, 2.684
9984, 2.56, 0.00035417, 1.65, 2.691
10112, 2.55, 0.00034708, 1.64, 2.691
10240, 2.53, 0.00034, 1.63, 2.688
10368, 2.5, 0.00033292, 1.63, 2.684
10496, 2.55, 0.00032583, 1.64, 2.701
10624, 2.53, 0.00031875, 1.63, 2.685
10752, 2.53, 0.00031167, 1.64, 2.702
10880, 2.52, 0.00030458, 1.63, 2.684
11008, 2.53, 0.0002975, 1.62, 2.695
11136, 2.57, 0.00029042, 1.62, 2.675
11264, 2.51, 0.00028333, 1.61, 2.689
11392, 2.48, 0.00027625, 1.62, 2.677
11520, 2.55, 0.00026917, 1.63, 2.7
11648, 2.59, 0.00026208, 1.62, 2.679
11776, 2.57, 0.000255, 1.63, 2.684
11904, 2.52, 0.00024792, 1.62, 2.681
12032, 2.5, 0.00024083, 1.62, 2.674
12160, 2.57, 0.00023375, 1.62, 2.679
12288, 2.57, 0.00022667, 1.62, 2.697
12416, 2.54, 0.00021958, 1.62, 2.682
12544, 2.52, 0.0002125, 1.62, 2.692
12672, 2.53, 0.00020542, 1.61, 2.677
12800, 2.54, 0.00019833, 1.61, 2.672
12928, 2.58, 0.00019125, 1.61, 2.674
13056, 2.54, 0.00018417, 1.61, 2.673
13184, 2.53, 0.00017708, 1.62, 2.68
13312, 2.5, 0.00017, 1.61, 2.681
13440, 2.58, 0.00016292, 1.6, 2.682
13568, 2.54, 0.00015583, 1.61, 2.691
13696, 2.54, 0.00014875, 1.61, 2.69
13824, 2.55, 0.00014167, 1.62, 2.68
13952, 2.52, 0.00013458, 1.6, 2.695
14080, 2.57, 0.0001275, 1.61, 2.685
14208, 2.53, 0.00012042, 1.61, 2.688
14336, 2.57, 0.00011333, 1.59, 2.684
14464, 2.51, 0.00010625, 1.61, 2.691
14592, 2.52, 9.917e-05, 1.59, 2.692
14720, 2.56, 9.208e-05, 1.6, 2.687
14848, 2.56, 8.5e-05, 1.61, 2.689
14976, 2.53, 7.792e-05, 1.6, 2.684
15104, 2.52, 7.083e-05, 1.6, 2.691
15232, 2.53, 6.375e-05, 1.61, 2.689
15360, 2.5, 5.667e-05, 1.6, 2.685
15488, 2.53, 4.958e-05, 1.59, 2.682
15616, 2.52, 4.25e-05, 1.59, 2.685
15744, 2.57, 3.542e-05, 1.59, 2.684
15872, 2.49, 2.833e-05, 1.59, 2.689
16000, 2.53, 2.125e-05, 1.61, 2.687
16128, 2.52, 1.417e-05, 1.6, 2.685
16256, 2.46, 7.08e-06, 1.6, 2.684
16384, 2.49, 0.0, 1.6, 2.683
