step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 7.307, 0.103, 34.3, 41.9, 29.0
128, 4.0, 0.000125, 5.05, 4.181, 0.256, 52.0, 48.2, 56.5
256, 4.25, 0.00025, 3.21, 3.437, 0.349, 58.4, 52.9, 65.1
384, 4.22, 0.000375, 2.57, 3.268, 0.389, 60.6, 55.7, 66.4
512, 3.97, 0.0005, 2.28, 3.194, 0.414, 62.2, 57.2, 68.1
640, 4.05, 0.000625, 2.05, 3.168, 0.427, 62.8, 58.8, 67.4
768, 4.25, 0.00075, 2.1, 3.122, 0.447, 64.1, 59.9, 68.9
896, 4.09, 0.000875, 1.98, 3.08, 0.432, 62.9, 59.7, 66.4
1024, 3.9, 0.001, 1.98, 3.018, 0.443, 63.6, 60.5, 67.0
1152, 4.09, 0.00098214, 1.78, 3.036, 0.465, 64.9, 62.1, 67.9
1280, 4.04, 0.00096429, 1.83, 3.014, 0.475, 65.4, 63.2, 67.8
1408, 4.0, 0.00094643, 1.76, 2.99, 0.473, 65.2, 63.2, 67.4
1536, 3.96, 0.00092857, 1.72, 2.959, 0.48, 65.7, 63.7, 67.8
1664, 4.06, 0.00091071, 1.67, 3.067, 0.477, 65.3, 64.2, 66.5
1792, 4.03, 0.00089286, 1.6, 3.009, 0.479, 65.4, 64.2, 66.7
1920, 3.97, 0.000875, 1.69, 2.974, 0.485, 65.7, 65.1, 66.3
2048, 4.23, 0.00085714, 1.65, 2.936, 0.482, 65.4, 65.0, 65.9
2176, 4.01, 0.00083929, 1.46, 2.931, 0.485, 65.6, 65.3, 65.9
2304, 4.12, 0.00082143, 1.58, 2.94, 0.492, 66.1, 65.7, 66.5
2432, 4.0, 0.00080357, 1.67, 3.057, 0.483, 65.5, 65.1, 65.8
2560, 4.1, 0.00078571, 1.52, 2.944, 0.478, 64.9, 65.7, 64.1
2688, 4.03, 0.00076786, 1.6, 2.929, 0.491, 65.8, 66.3, 65.4
2816, 3.84, 0.00075, 1.57, 2.916, 0.484, 65.2, 66.2, 64.3
2944, 3.8, 0.00073214, 1.48, 2.937, 0.493, 65.7, 66.9, 64.6
3072, 4.19, 0.00071429, 1.5, 2.909, 0.489, 65.5, 66.4, 64.7
3200, 4.21, 0.00069643, 1.46, 2.884, 0.484, 65.2, 66.2, 64.3
3328, 3.98, 0.00067857, 1.55, 2.887, 0.486, 65.3, 66.4, 64.2
3456, 3.92, 0.00066071, 1.5, 2.884, 0.494, 65.9, 66.8, 65.1
3584, 4.14, 0.00064286, 1.49, 2.876, 0.49, 65.6, 66.8, 64.4
3712, 4.17, 0.000625, 1.5, 2.891, 0.487, 65.3, 66.9, 63.7
3840, 3.98, 0.00060714, 1.44, 2.912, 0.483, 64.9, 66.7, 63.2
3968, 3.87, 0.00058929, 1.5, 2.87, 0.499, 66.1, 67.5, 64.8
4096, 3.95, 0.00057143, 1.51, 2.879, 0.494, 65.8, 67.1, 64.5
4224, 4.32, 0.00055357, 1.39, 2.924, 0.487, 65.2, 66.9, 63.6
4352, 3.95, 0.00053571, 1.5, 2.893, 0.493, 65.5, 67.6, 63.5
4480, 3.76, 0.00051786, 1.49, 2.89, 0.502, 66.1, 68.3, 64.1
4608, 4.1, 0.0005, 1.39, 2.868, 0.506, 66.2, 68.9, 63.8
4736, 3.87, 0.00048214, 1.45, 2.867, 0.502, 66.1, 68.4, 63.9
4864, 4.14, 0.00046429, 1.4, 2.908, 0.505, 66.2, 68.7, 63.9
4992, 3.99, 0.00044643, 1.38, 2.9, 0.498, 65.8, 68.3, 63.4
5120, 4.16, 0.00042857, 1.38, 2.864, 0.5, 65.8, 68.6, 63.2
5248, 4.17, 0.00041071, 1.37, 2.878, 0.504, 66.1, 68.8, 63.6
5376, 3.95, 0.00039286, 1.43, 2.851, 0.507, 66.3, 68.9, 63.9
5504, 3.96, 0.000375, 1.43, 2.859, 0.506, 66.1, 69.1, 63.5
5632, 3.92, 0.00035714, 1.32, 2.852, 0.508, 66.5, 68.8, 64.3
5760, 4.02, 0.00033929, 1.39, 2.966, 0.503, 66.0, 68.9, 63.3
5888, 4.14, 0.00032143, 1.39, 2.853, 0.505, 66.1, 69.0, 63.4
6016, 4.06, 0.00030357, 1.34, 2.879, 0.507, 66.1, 69.3, 63.2
6144, 3.85, 0.00028571, 1.44, 2.827, 0.51, 66.5, 69.4, 63.8
