step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 4.9e-07, n/a, 5.751, 0.283, 50.7, 57.4, 45.4
128, 3.8, 6.25e-05, 4.95, 4.893, 0.304, 54.9, 55.9, 53.9
256, 3.86, 0.000125, 3.77, 4.043, 0.379, 60.4, 59.8, 61.0
384, 3.83, 0.0001875, 3.16, 3.667, 0.426, 63.4, 62.7, 64.0
512, 3.76, 0.00025, 2.87, 3.465, 0.442, 64.3, 64.1, 64.5
640, 3.83, 0.0003125, 2.68, 3.434, 0.451, 64.8, 64.6, 64.9
768, 3.78, 0.000375, 2.55, 3.456, 0.461, 65.2, 66.0, 64.5
896, 3.86, 0.0004375, 2.42, 3.395, 0.469, 65.7, 66.3, 65.2
1024, 3.8, 0.0005, 2.32, 3.352, 0.475, 65.8, 67.5, 64.2
1152, 3.86, 0.00049107, 2.23, 3.405, 0.474, 65.5, 67.9, 63.2
1280, 3.78, 0.00048214, 2.15, 3.373, 0.488, 66.4, 69.1, 63.8
1408, 3.82, 0.00047321, 2.11, 3.358, 0.488, 66.2, 69.4, 63.2
1536, 3.76, 0.00046429, 2.04, 3.432, 0.49, 66.5, 69.3, 63.8
1664, 3.77, 0.00045536, 2.0, 3.444, 0.489, 66.2, 69.6, 63.2
1792, 3.81, 0.00044643, 1.95, 3.382, 0.486, 66.0, 69.6, 62.8
1920, 3.75, 0.0004375, 1.93, 3.434, 0.488, 66.2, 69.6, 63.1
2048, 3.8, 0.00042857, 1.89, 3.426, 0.49, 66.1, 70.2, 62.4
2176, 3.77, 0.00041964, 1.87, 3.457, 0.49, 66.3, 69.9, 63.0
2304, 3.84, 0.00041071, 1.83, 3.51, 0.493, 66.2, 70.5, 62.4
2432, 3.79, 0.00040179, 1.82, 3.505, 0.487, 65.9, 69.8, 62.4
2560, 3.83, 0.00039286, 1.78, 3.563, 0.477, 65.2, 69.4, 61.4
2688, 3.75, 0.00038393, 1.79, 3.552, 0.474, 64.8, 69.4, 60.8
2816, 3.78, 0.000375, 1.75, 3.583, 0.483, 65.5, 69.9, 61.6
2944, 3.77, 0.00036607, 1.73, 3.58, 0.489, 66.0, 70.0, 62.5
3072, 3.74, 0.00035714, 1.72, 3.596, 0.477, 65.0, 69.8, 60.8
3200, 3.82, 0.00034821, 1.7, 3.586, 0.474, 64.8, 69.6, 60.7
3328, 3.76, 0.00033929, 1.68, 3.565, 0.476, 64.9, 69.7, 60.7
3456, 3.76, 0.00033036, 1.69, 3.624, 0.478, 65.1, 69.8, 61.0
3584, 3.77, 0.00032143, 1.66, 3.584, 0.482, 65.4, 70.0, 61.3
3712, 3.73, 0.0003125, 1.65, 3.649, 0.465, 64.1, 69.1, 59.8
3840, 3.86, 0.00030357, 1.63, 3.632, 0.478, 65.1, 69.8, 61.1
3968, 3.69, 0.00029464, 1.63, 3.673, 0.471, 64.6, 69.3, 60.4
4096, 3.84, 0.00028571, 1.63, 3.67, 0.468, 64.4, 69.2, 60.2
4224, 3.82, 0.00027679, 1.59, 3.697, 0.473, 64.6, 69.7, 60.3
4352, 3.7, 0.00026786, 1.63, 3.702, 0.473, 64.7, 69.5, 60.5
4480, 3.79, 0.00025893, 1.57, 3.722, 0.468, 64.4, 69.2, 60.2
4608, 3.74, 0.00025, 1.58, 3.704, 0.468, 64.5, 69.1, 60.4
4736, 3.78, 0.00024107, 1.57, 3.725, 0.468, 64.3, 69.3, 59.9
4864, 3.74, 0.00023214, 1.56, 3.775, 0.465, 64.0, 69.2, 59.5
4992, 3.76, 0.00022321, 1.57, 3.717, 0.469, 64.4, 69.3, 60.1
5120, 3.81, 0.00021429, 1.53, 3.772, 0.46, 63.6, 69.2, 58.9
5248, 3.91, 0.00020536, 1.55, 3.792, 0.456, 63.4, 68.7, 58.8
5376, 3.95, 0.00019643, 1.53, 3.785, 0.463, 63.9, 69.0, 59.6
