step, s/batch, lr, train_loss, dev.quy-dev_loss
8448, 2.57, 0.00031, 1.44, 2.591
8576, 2.58, 0.000305, 1.44, 2.596
8704, 2.6, 0.0003, 1.42, 2.587
8832, 2.61, 0.000295, 1.42, 2.612
8960, 2.58, 0.00029, 1.42, 2.586
9088, 2.56, 0.000285, 1.4, 2.597
9216, 2.58, 0.00028, 1.42, 2.596
9344, 2.57, 0.000275, 1.42, 2.583
9472, 2.57, 0.00027, 1.4, 2.58
9600, 2.56, 0.000265, 1.42, 2.587
9728, 2.53, 0.00026, 1.4, 2.593
9856, 2.52, 0.000255, 1.41, 2.582
9984, 2.57, 0.00025, 1.41, 2.603
10112, 2.56, 0.000245, 1.4, 2.592
10240, 2.5, 0.00024, 1.39, 2.597
10368, 2.49, 0.000235, 1.38, 2.597
10496, 2.55, 0.00023, 1.4, 2.598
10624, 2.54, 0.000225, 1.39, 2.587
10752, 2.53, 0.00022, 1.39, 2.594
10880, 2.52, 0.000215, 1.38, 2.587
11008, 2.53, 0.00021, 1.38, 2.59
11136, 2.57, 0.000205, 1.38, 2.588
11264, 2.53, 0.0002, 1.36, 2.589
11392, 2.49, 0.000195, 1.37, 2.585
11520, 2.53, 0.00019, 1.38, 2.592
11648, 2.6, 0.000185, 1.37, 2.572
11776, 2.56, 0.00018, 1.38, 2.578
11904, 2.49, 0.000175, 1.38, 2.588
12032, 2.48, 0.00017, 1.37, 2.574
12160, 2.54, 0.000165, 1.37, 2.579
12288, 2.55, 0.00016, 1.37, 2.585
12416, 2.53, 0.000155, 1.37, 2.585
12544, 2.51, 0.00015, 1.37, 2.584
12672, 2.52, 0.000145, 1.35, 2.587
12800, 2.53, 0.00014, 1.35, 2.576
12928, 2.57, 0.000135, 1.36, 2.575
13056, 2.52, 0.00013, 1.36, 2.576
13184, 2.52, 0.000125, 1.37, 2.579
13312, 2.49, 0.00012, 1.35, 2.584
13440, 2.58, 0.000115, 1.35, 2.587
13568, 2.53, 0.00011, 1.36, 2.584
13696, 2.52, 0.000105, 1.35, 2.581
13824, 2.54, 0.0001, 1.36, 2.577
13952, 2.51, 9.5e-05, 1.34, 2.586
14080, 2.56, 9e-05, 1.35, 2.575
14208, 2.51, 8.5e-05, 1.35, 2.584
14336, 2.57, 8e-05, 1.33, 2.587
14464, 2.52, 7.5e-05, 1.35, 2.58
14592, 2.5, 7e-05, 1.33, 2.588
14720, 2.56, 6.5e-05, 1.34, 2.581
14848, 2.54, 6e-05, 1.36, 2.581
14976, 2.52, 5.5e-05, 1.34, 2.578
15104, 2.51, 5e-05, 1.34, 2.583
15232, 2.55, 4.5e-05, 1.35, 2.579
15360, 2.51, 4e-05, 1.34, 2.58
15488, 2.52, 3.5e-05, 1.33, 2.578
15616, 2.52, 3e-05, 1.33, 2.579
15744, 2.57, 2.5e-05, 1.33, 2.579
15872, 2.49, 2e-05, 1.33, 2.583
16000, 2.54, 1.5e-05, 1.35, 2.584
16128, 2.54, 1e-05, 1.33, 2.579
16256, 2.5, 5e-06, 1.33, 2.584
16384, 2.56, 0.0, 1.34, 2.581
