step, s/batch, lr, train_loss, dev.quy-dev_loss
0, n/a, 5.9e-07, n/a, 7.672
128, 2.6, 7.5e-05, 6.83, 4.679
256, 2.54, 0.00015, 4.14, 3.74
384, 2.56, 0.000225, 3.4, 3.336
512, 2.58, 0.0003, 3.01, 3.229
640, 2.55, 0.000375, 2.78, 3.108
768, 2.55, 0.00045, 2.63, 3.023
896, 2.52, 0.000525, 2.46, 2.939
1024, 2.53, 0.0006, 2.34, 2.924
1152, 2.54, 0.000595, 2.28, 2.868
1280, 2.58, 0.00059, 2.22, 2.826
1408, 2.49, 0.000585, 2.12, 2.812
1536, 2.48, 0.00058, 2.08, 2.792
1664, 2.52, 0.000575, 2.04, 2.795
1792, 2.53, 0.00057, 2.0, 2.762
1920, 2.56, 0.000565, 1.96, 2.75
2048, 2.5, 0.00056, 1.92, 2.75
2176, 2.52, 0.000555, 1.88, 2.787
2304, 2.52, 0.00055, 1.87, 2.714
2432, 2.56, 0.000545, 1.83, 2.691
2560, 2.54, 0.00054, 1.81, 2.718
2688, 2.53, 0.000535, 1.79, 2.675
2816, 2.51, 0.00053, 1.78, 2.665
2944, 2.49, 0.000525, 1.74, 2.66
3072, 2.49, 0.00052, 1.71, 2.658
3200, 2.52, 0.000515, 1.7, 2.682
3328, 2.47, 0.00051, 1.67, 2.647
3456, 2.57, 0.000505, 1.69, 2.668
3584, 2.51, 0.0005, 1.67, 2.653
3712, 2.57, 0.000495, 1.67, 2.647
3840, 2.55, 0.00049, 1.63, 2.64
3968, 2.56, 0.000485, 1.63, 2.646
4096, 2.57, 0.00048, 1.63, 2.629
4224, 2.52, 0.000475, 1.6, 2.636
4352, 2.55, 0.00047, 1.6, 2.638
4480, 2.58, 0.000465, 1.59, 2.62
4608, 2.56, 0.00046, 1.58, 2.618
4736, 2.55, 0.000455, 1.56, 2.616
4864, 2.58, 0.00045, 1.57, 2.62
4992, 2.54, 0.000445, 1.54, 2.614
5120, 2.57, 0.00044, 1.55, 2.614
5248, 2.6, 0.000435, 1.54, 2.632
5376, 2.56, 0.00043, 1.54, 2.628
5504, 2.55, 0.000425, 1.52, 2.619
5632, 2.56, 0.00042, 1.54, 2.611
5760, 2.56, 0.000415, 1.52, 2.605
5888, 2.54, 0.00041, 1.51, 2.605
6016, 2.56, 0.000405, 1.49, 2.605
6144, 2.58, 0.0004, 1.49, 2.617
6272, 2.54, 0.000395, 1.49, 2.617
6400, 2.57, 0.00039, 1.49, 2.611
6528, 2.6, 0.000385, 1.49, 2.615
6656, 2.59, 0.00038, 1.47, 2.61
6784, 2.54, 0.000375, 1.47, 2.609
6912, 2.59, 0.00037, 1.46, 2.605
7040, 2.58, 0.000365, 1.46, 2.608
7168, 2.59, 0.00036, 1.47, 2.596
7296, 2.59, 0.000355, 1.48, 2.597
7424, 2.56, 0.00035, 1.45, 2.587
7552, 2.58, 0.000345, 1.45, 2.589
7680, 2.57, 0.00034, 1.43, 2.602
7808, 2.57, 0.000335, 1.44, 2.598
7936, 2.51, 0.00033, 1.43, 2.618
8064, 2.61, 0.000325, 1.44, 2.589
8192, 2.53, 0.00032, 1.43, 2.596
8320, 2.56, 0.000315, 1.44, 2.605
