step, s/batch, lr, train_loss, dev.quy-dev_loss
0, n/a, 9.8e-07, n/a, 7.672
128, 2.7, 0.000125, 6.36, 4.237
256, 2.64, 0.00025, 3.82, 3.456
384, 2.61, 0.000375, 3.12, 3.24
512, 2.63, 0.0005, 2.82, 3.111
640, 2.59, 0.000625, 2.6, 2.988
768, 2.59, 0.00075, 2.43, 2.908
896, 2.56, 0.000875, 2.27, 2.839
1024, 2.61, 0.001, 2.17, 2.863
1152, 2.59, 0.00099167, 2.21, 2.851
1280, 2.66, 0.00098333, 2.19, 2.817
1408, 2.57, 0.000975, 2.08, 2.801
1536, 2.58, 0.00096667, 2.04, 2.77
1664, 2.6, 0.00095833, 2.01, 2.767
1792, 2.64, 0.00095, 1.97, 2.754
1920, 2.66, 0.00094167, 1.95, 2.742
2048, 2.57, 0.00093333, 1.92, 2.755
2176, 2.58, 0.000925, 1.91, 2.723
2304, 2.59, 0.00091667, 1.9, 2.72
2432, 2.63, 0.00090833, 1.88, 2.711
2560, 2.59, 0.0009, 1.88, 2.722
2688, 2.59, 0.00089167, 1.87, 2.715
2816, 2.57, 0.00088333, 1.87, 2.701
2944, 2.57, 0.000875, 1.83, 2.719
3072, 2.58, 0.00086667, 1.82, 2.702
3200, 2.59, 0.00085833, 1.82, 2.698
3328, 2.54, 0.00085, 1.79, 2.717
3456, 2.62, 0.00084167, 1.81, 2.696
3584, 2.58, 0.00083333, 1.8, 2.708
3712, 2.64, 0.000825, 1.82, 2.716
3840, 2.6, 0.00081667, 1.79, 2.719
3968, 2.57, 0.00080833, 1.79, 2.707
4096, 2.61, 0.0008, 1.79, 2.694
4224, 2.54, 0.00079167, 1.77, 2.708
4352, 2.59, 0.00078333, 1.77, 2.704
4480, 2.58, 0.000775, 1.76, 2.703
4608, 2.58, 0.00076667, 1.77, 2.712
4736, 2.55, 0.00075833, 1.76, 2.682
4864, 2.58, 0.00075, 1.76, 2.692
4992, 2.57, 0.00074167, 1.74, 2.683
5120, 2.59, 0.00073333, 1.75, 2.695
5248, 2.64, 0.000725, 1.74, 2.694
5376, 2.59, 0.00071667, 1.75, 2.699
5504, 2.55, 0.00070833, 1.74, 2.703
5632, 2.58, 0.0007, 1.74, 2.673
5760, 2.61, 0.00069167, 1.73, 2.7
5888, 2.55, 0.00068333, 1.73, 2.675
6016, 2.57, 0.000675, 1.72, 2.68
6144, 2.61, 0.00066667, 1.71, 2.701
6272, 2.55, 0.00065833, 1.72, 2.708
6400, 2.58, 0.00065, 1.73, 2.7
6528, 2.6, 0.00064167, 1.76, 2.761
6656, 2.6, 0.00063333, 1.75, 2.712
6784, 2.54, 0.000625, 1.74, 2.723
6912, 2.59, 0.00061667, 1.72, 2.714
7040, 2.57, 0.00060833, 1.72, 2.724
7168, 2.58, 0.0006, 1.73, 2.703
7296, 2.58, 0.00059167, 1.73, 2.686
7424, 2.56, 0.00058333, 1.7, 2.686
7552, 2.58, 0.000575, 1.71, 2.685
7680, 2.56, 0.00056667, 1.7, 2.694
7808, 2.58, 0.00055833, 1.69, 2.695
7936, 2.5, 0.00055, 1.68, 2.7
8064, 2.58, 0.00054167, 1.7, 2.679
8192, 2.52, 0.00053333, 1.69, 2.693
8320, 2.54, 0.000525, 1.7, 2.69
8448, 2.54, 0.00051667, 1.7, 2.698
8576, 2.57, 0.00050833, 1.7, 2.676
8704, 2.58, 0.0005, 1.68, 2.685
8832, 2.59, 0.00049167, 1.68, 2.701
8960, 2.55, 0.00048333, 1.68, 2.688
9088, 2.55, 0.000475, 1.67, 2.696
9216, 2.55, 0.00046667, 1.68, 2.699
9344, 2.56, 0.00045833, 1.68, 2.672
9472, 2.6, 0.00045, 1.66, 2.679
9600, 2.56, 0.00044167, 1.68, 2.688
9728, 2.54, 0.00043333, 1.66, 2.678
9856, 2.55, 0.000425, 1.67, 2.692
9984, 2.58, 0.00041667, 1.67, 2.711
10112, 2.6, 0.00040833, 1.67, 2.681
10240, 2.55, 0.0004, 1.66, 2.685
10368, 2.52, 0.00039167, 1.65, 2.696
10496, 2.59, 0.00038333, 1.67, 2.713
10624, 2.57, 0.000375, 1.66, 2.674
10752, 2.57, 0.00036667, 1.66, 2.701
10880, 2.55, 0.00035833, 1.66, 2.686
11008, 2.65, 0.00035, 1.65, 2.699
11136, 2.6, 0.00034167, 1.65, 2.68
11264, 2.54, 0.00033333, 1.64, 2.698
11392, 2.51, 0.000325, 1.65, 2.69
11520, 2.56, 0.00031667, 1.67, 2.725
11648, 2.63, 0.00030833, 1.66, 2.682
11776, 2.59, 0.0003, 1.66, 2.688
11904, 2.53, 0.00029167, 1.65, 2.689
12032, 2.52, 0.00028333, 1.65, 2.691
12160, 2.57, 0.000275, 1.65, 2.702
12288, 2.58, 0.00026667, 1.65, 2.681
12416, 2.56, 0.00025833, 1.65, 2.693
12544, 2.52, 0.00025, 1.65, 2.693
12672, 2.56, 0.00024167, 1.64, 2.688
12800, 2.56, 0.00023333, 1.64, 2.688
12928, 2.59, 0.000225, 1.64, 2.674
13056, 2.57, 0.00021667, 1.64, 2.683
13184, 2.54, 0.00020833, 1.65, 2.686
13312, 2.53, 0.0002, 1.63, 2.689
13440, 2.6, 0.00019167, 1.63, 2.69
13568, 2.56, 0.00018333, 1.64, 2.696
13696, 2.55, 0.000175, 1.64, 2.707
13824, 2.58, 0.00016667, 1.64, 2.689
13952, 2.55, 0.00015833, 1.63, 2.703
14080, 2.6, 0.00015, 1.64, 2.683
14208, 2.55, 0.00014167, 1.64, 2.693
14336, 2.6, 0.00013333, 1.62, 2.689
14464, 2.53, 0.000125, 1.64, 2.696
14592, 2.56, 0.00011667, 1.62, 2.7
14720, 2.61, 0.00010833, 1.63, 2.706
14848, 2.58, 0.0001, 1.64, 2.687
14976, 2.53, 9.167e-05, 1.63, 2.694
15104, 2.53, 8.333e-05, 1.63, 2.699
15232, 2.57, 7.5e-05, 1.63, 2.698
15360, 2.56, 6.667e-05, 1.63, 2.695
15488, 2.6, 5.833e-05, 1.62, 2.686
15616, 2.58, 5e-05, 1.61, 2.695
15744, 2.61, 4.167e-05, 1.62, 2.689
15872, 2.56, 3.333e-05, 1.62, 2.691
16000, 2.59, 2.5e-05, 1.63, 2.693
16128, 2.58, 1.667e-05, 1.62, 2.691
16256, 2.57, 8.33e-06, 1.62, 2.69
16384, 2.57, 0.0, 1.63, 2.69
