step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 1e-07, n/a, 7.269, 0.092, 33.8, 40.9, 28.8
128, 3.98, 1.25e-05, 6.16, 6.129, 0.088, 37.5, 39.3, 35.8
256, 4.2, 2.5e-05, 4.82, 4.843, 0.187, 47.8, 44.0, 52.2
384, 4.15, 3.75e-05, 3.92, 4.187, 0.241, 51.9, 46.3, 59.0
512, 4.02, 5e-05, 3.35, 3.682, 0.271, 54.1, 47.4, 63.1
640, 4.1, 6.25e-05, 2.92, 3.496, 0.286, 55.3, 47.9, 65.3
768, 4.33, 7.5e-05, 2.77, 3.351, 0.301, 56.2, 48.6, 66.6
896, 4.14, 8.75e-05, 2.57, 3.305, 0.308, 56.7, 48.7, 67.9
1024, 3.93, 0.0001, 2.51, 3.253, 0.313, 57.1, 48.9, 68.8
1152, 4.11, 9.821e-05, 2.28, 3.209, 0.317, 57.3, 49.2, 68.6
1280, 4.08, 9.643e-05, 2.31, 3.173, 0.322, 57.5, 49.5, 68.7
1408, 3.99, 9.464e-05, 2.21, 3.165, 0.323, 57.6, 49.6, 68.6
1536, 3.96, 9.286e-05, 2.14, 3.153, 0.32, 57.5, 49.3, 68.8
1664, 4.09, 9.107e-05, 2.07, 3.122, 0.331, 58.1, 50.0, 69.1
1792, 4.04, 8.929e-05, 1.97, 3.124, 0.329, 57.9, 49.9, 69.1
1920, 3.98, 8.75e-05, 2.06, 3.097, 0.33, 58.0, 50.0, 69.1
2048, 4.12, 8.571e-05, 2.01, 3.08, 0.332, 58.1, 50.1, 69.3
2176, 3.99, 8.393e-05, 1.78, 3.078, 0.332, 58.1, 50.1, 68.9
2304, 4.03, 8.214e-05, 1.92, 3.074, 0.336, 58.3, 50.3, 69.5
2432, 4.0, 8.036e-05, 2.02, 3.058, 0.338, 58.5, 50.3, 69.8
2560, 4.07, 7.857e-05, 1.83, 3.065, 0.333, 58.2, 50.1, 69.6
2688, 4.03, 7.679e-05, 1.91, 3.033, 0.343, 58.8, 50.5, 70.6
2816, 3.93, 7.5e-05, 1.87, 3.045, 0.346, 59.0, 50.8, 70.4
2944, 3.79, 7.321e-05, 1.77, 3.043, 0.346, 59.0, 50.7, 70.7
3072, 4.14, 7.143e-05, 1.79, 3.026, 0.348, 59.1, 50.9, 70.4
3200, 4.21, 6.964e-05, 1.75, 3.033, 0.343, 58.7, 50.7, 69.8
3328, 3.93, 6.786e-05, 1.84, 3.021, 0.341, 58.7, 50.6, 69.8
3456, 3.91, 6.607e-05, 1.78, 3.012, 0.353, 59.4, 51.0, 71.0
3584, 4.15, 6.429e-05, 1.77, 3.014, 0.357, 59.6, 51.3, 71.1
3712, 4.16, 6.25e-05, 1.79, 3.017, 0.354, 59.5, 51.2, 70.9
3840, 3.97, 6.071e-05, 1.7, 3.002, 0.358, 59.7, 51.2, 71.6
3968, 3.84, 5.893e-05, 1.78, 3.022, 0.353, 59.4, 51.1, 70.9
4096, 3.91, 5.714e-05, 1.78, 3.003, 0.353, 59.4, 51.1, 71.0
4224, 4.31, 5.536e-05, 1.65, 3.007, 0.356, 59.6, 51.3, 71.0
4352, 3.94, 5.357e-05, 1.77, 2.993, 0.361, 59.9, 51.5, 71.6
4480, 3.77, 5.179e-05, 1.76, 3.001, 0.362, 60.0, 51.6, 71.6
4608, 4.12, 5e-05, 1.65, 2.989, 0.359, 59.8, 51.5, 71.2
4736, 3.87, 4.821e-05, 1.72, 2.991, 0.365, 60.1, 51.7, 71.8
4864, 4.14, 4.643e-05, 1.66, 2.993, 0.361, 59.9, 51.5, 71.6
4992, 4.02, 4.464e-05, 1.64, 2.992, 0.362, 59.9, 51.5, 71.7
5120, 4.23, 4.286e-05, 1.64, 2.975, 0.362, 60.0, 51.5, 71.7
5248, 4.38, 4.107e-05, 1.63, 2.985, 0.363, 60.0, 51.6, 71.7
5376, 4.12, 3.929e-05, 1.7, 2.986, 0.363, 59.9, 51.7, 71.3
5504, 3.98, 3.75e-05, 1.7, 2.971, 0.368, 60.3, 51.8, 72.1
5632, 3.95, 3.571e-05, 1.56, 2.979, 0.363, 60.0, 51.6, 71.7
5760, 4.07, 3.393e-05, 1.65, 2.989, 0.359, 59.7, 51.5, 71.0
5888, 4.22, 3.214e-05, 1.65, 2.973, 0.362, 59.9, 51.5, 71.5
6016, 4.08, 3.036e-05, 1.6, 2.974, 0.358, 59.7, 51.4, 71.1
6144, 3.84, 2.857e-05, 1.71, 2.974, 0.364, 60.0, 51.7, 71.5
6272, 3.97, 2.679e-05, 1.74, 2.97, 0.363, 60.0, 51.7, 71.5
6400, 3.96, 2.5e-05, 1.63, 2.959, 0.364, 60.0, 51.7, 71.5
6528, 3.94, 2.321e-05, 1.6, 2.976, 0.359, 59.7, 51.5, 71.1
6656, 4.08, 2.143e-05, 1.67, 2.967, 0.364, 60.0, 51.7, 71.6
6784, 3.93, 1.964e-05, 1.65, 2.96, 0.364, 60.1, 51.7, 71.7
6912, 4.12, 1.786e-05, 1.63, 2.972, 0.365, 60.1, 51.7, 71.8
7040, 4.13, 1.607e-05, 1.64, 2.963, 0.362, 59.9, 51.6, 71.4
7168, 4.17, 1.429e-05, 1.59, 2.966, 0.362, 59.9, 51.7, 71.3
7296, 4.04, 1.25e-05, 1.61, 2.962, 0.369, 60.3, 52.0, 71.9
7424, 4.16, 1.071e-05, 1.59, 2.971, 0.361, 59.8, 51.5, 71.3
7552, 3.88, 8.93e-06, 1.67, 2.975, 0.365, 60.1, 51.8, 71.6
7680, 4.07, 7.14e-06, 1.65, 2.966, 0.365, 60.1, 51.7, 71.7
7808, 4.23, 5.36e-06, 1.63, 2.963, 0.36, 59.8, 51.5, 71.3
7936, 4.06, 3.57e-06, 1.62, 2.952, 0.36, 59.8, 51.6, 71.2
8064, 4.12, 1.79e-06, 1.62, 2.961, 0.367, 60.2, 51.9, 71.7
8192, 4.17, 0.0, 1.57, 2.956, 0.364, 60.0, 51.8, 71.3
