step, s/batch, lr, train_loss, dev.quy-dev_loss
7168, 2.52, 0.00057, 1.71, 2.7
7296, 2.51, 0.00056208, 1.72, 2.692
7424, 2.47, 0.00055417, 1.7, 2.695
7552, 2.51, 0.00054625, 1.7, 2.681
7680, 2.53, 0.00053833, 1.69, 2.701
7808, 2.5, 0.00053042, 1.69, 2.704
7936, 2.43, 0.0005225, 1.69, 2.71
8064, 2.53, 0.00051458, 1.7, 2.681
8192, 2.45, 0.00050667, 1.69, 2.696
8320, 2.46, 0.00049875, 1.7, 2.714
8448, 2.51, 0.00049083, 1.7, 2.707
8576, 2.49, 0.00048292, 1.7, 2.68
8704, 2.51, 0.000475, 1.68, 2.682
8832, 2.53, 0.00046708, 1.68, 2.71
8960, 2.49, 0.00045917, 1.69, 2.701
9088, 2.47, 0.00045125, 1.68, 2.7
9216, 2.5, 0.00044333, 1.69, 2.704
9344, 2.51, 0.00043542, 1.69, 2.685
9472, 2.54, 0.0004275, 1.67, 2.688
9600, 2.53, 0.00041958, 1.69, 2.699
9728, 2.49, 0.00041167, 1.67, 2.683
9856, 2.52, 0.00040375, 1.68, 2.7
9984, 2.55, 0.00039583, 1.68, 2.714
10112, 2.55, 0.00038792, 1.68, 2.678
10240, 2.43, 0.00038, 1.66, 2.684
10368, 2.36, 0.00037208, 1.66, 2.693
10496, 2.39, 0.00036417, 1.67, 2.698
10624, 2.4, 0.00035625, 1.66, 2.688
10752, 2.4, 0.00034833, 1.67, 2.707
10880, 2.42, 0.00034042, 1.66, 2.69
11008, 2.41, 0.0003325, 1.65, 2.698
11136, 2.46, 0.00032458, 1.66, 2.681
11264, 2.4, 0.00031667, 1.64, 2.699
11392, 2.38, 0.00030875, 1.65, 2.689
11520, 2.42, 0.00030083, 1.66, 2.716
11648, 2.46, 0.00029292, 1.65, 2.677
11776, 2.41, 0.000285, 1.66, 2.685
11904, 2.38, 0.00027708, 1.66, 2.683
12032, 2.37, 0.00026917, 1.65, 2.684
12160, 2.48, 0.00026125, 1.65, 2.696
12288, 2.44, 0.00025333, 1.65, 2.697
12416, 2.43, 0.00024542, 1.66, 2.694
12544, 2.42, 0.0002375, 1.65, 2.696
12672, 2.41, 0.00022958, 1.64, 2.688
12800, 2.42, 0.00022167, 1.64, 2.683
12928, 2.52, 0.00021375, 1.64, 2.681
13056, 2.44, 0.00020583, 1.64, 2.683
13184, 2.41, 0.00019792, 1.66, 2.692
13312, 2.41, 0.00019, 1.64, 2.691
13440, 2.47, 0.00018208, 1.63, 2.695
13568, 2.48, 0.00017417, 1.64, 2.699
13696, 2.43, 0.00016625, 1.64, 2.704
13824, 2.5, 0.00015833, 1.65, 2.695
13952, 2.46, 0.00015042, 1.63, 2.702
14080, 2.45, 0.0001425, 1.65, 2.687
14208, 2.42, 0.00013458, 1.64, 2.697
14336, 2.48, 0.00012667, 1.62, 2.698
14464, 2.39, 0.00011875, 1.64, 2.701
14592, 2.42, 0.00011083, 1.62, 2.705
14720, 2.49, 0.00010292, 1.63, 2.7
14848, 2.46, 9.5e-05, 1.64, 2.689
14976, 2.39, 8.708e-05, 1.64, 2.695
15104, 2.42, 7.917e-05, 1.63, 2.699
15232, 2.44, 7.125e-05, 1.64, 2.696
15360, 2.42, 6.333e-05, 1.63, 2.696
15488, 2.44, 5.542e-05, 1.62, 2.694
15616, 2.46, 4.75e-05, 1.62, 2.698
15744, 2.49, 3.958e-05, 1.62, 2.696
15872, 2.37, 3.167e-05, 1.62, 2.692
16000, 2.43, 2.375e-05, 1.64, 2.697
16128, 2.45, 1.583e-05, 1.63, 2.694
16256, 2.48, 7.92e-06, 1.63, 2.693
16384, 2.44, 0.0, 1.63, 2.693
