step, s/batch, lr, train_loss, dev.quy-dev_loss
0, n/a, 9.3e-07, n/a, 7.672
128, 2.7, 0.00011875, 6.4, 4.261
256, 2.64, 0.0002375, 3.84, 3.485
384, 2.68, 0.00035625, 3.16, 3.241
512, 2.68, 0.000475, 2.85, 3.198
640, 2.58, 0.00059375, 2.62, 3.014
768, 2.59, 0.0007125, 2.46, 2.922
896, 2.44, 0.00083125, 2.3, 2.859
1024, 2.47, 0.00095, 2.2, 2.832
1152, 2.5, 0.00094208, 2.17, 2.791
1280, 2.53, 0.00093417, 2.14, 2.801
1408, 2.48, 0.00092625, 2.07, 2.786
1536, 2.47, 0.00091833, 2.04, 2.772
1664, 2.51, 0.00091042, 2.01, 2.757
1792, 2.51, 0.0009025, 1.98, 2.744
1920, 2.53, 0.00089458, 1.96, 2.746
2048, 2.45, 0.00088667, 1.93, 2.768
2176, 2.48, 0.00087875, 1.91, 2.802
2304, 2.46, 0.00087083, 1.91, 2.732
2432, 2.5, 0.00086292, 1.88, 2.715
2560, 2.46, 0.000855, 1.87, 2.718
2688, 2.46, 0.00084708, 1.86, 2.721
2816, 2.42, 0.00083917, 1.86, 2.713
2944, 2.43, 0.00083125, 1.83, 2.717
3072, 2.44, 0.00082333, 1.81, 2.701
3200, 2.47, 0.00081542, 1.81, 2.731
3328, 2.43, 0.0008075, 1.79, 2.734
3456, 2.51, 0.00079958, 1.81, 2.721
3584, 2.49, 0.00079167, 1.8, 2.724
3712, 2.48, 0.00078375, 1.81, 2.714
3840, 2.55, 0.00077583, 1.78, 2.724
3968, 2.49, 0.00076792, 1.77, 2.715
4096, 2.51, 0.00076, 1.78, 2.697
4224, 2.45, 0.00075208, 1.76, 2.705
4352, 2.48, 0.00074417, 1.76, 2.715
4480, 2.49, 0.00073625, 1.77, 2.694
4608, 2.49, 0.00072833, 1.77, 2.715
4736, 2.46, 0.00072042, 1.76, 2.688
4864, 2.5, 0.0007125, 1.76, 2.705
4992, 2.51, 0.00070458, 1.74, 2.687
5120, 2.49, 0.00069667, 1.75, 2.71
5248, 2.5, 0.00068875, 1.74, 2.708
5376, 2.5, 0.00068083, 1.75, 2.703
5504, 2.47, 0.00067292, 1.74, 2.713
5632, 2.51, 0.000665, 1.75, 2.681
5760, 2.5, 0.00065708, 1.74, 2.711
5888, 2.48, 0.00064917, 1.73, 2.694
6016, 2.48, 0.00064125, 1.71, 2.693
6144, 2.5, 0.00063333, 1.71, 2.713
6272, 2.44, 0.00062542, 1.72, 2.708
6400, 2.5, 0.0006175, 1.72, 2.69
6528, 2.51, 0.00060958, 1.72, 2.706
6656, 2.52, 0.00060167, 1.71, 2.711
6784, 2.47, 0.00059375, 1.72, 2.721
6912, 2.49, 0.00058583, 1.7, 2.706
7040, 2.47, 0.00057792, 1.7, 2.719
