step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 7.726, -0.051, 10.5, 27.8, 6.4
128, 3.96, 0.000125, 6.26, 4.876, 0.059, 25.0, 42.6, 17.7
256, 3.94, 0.00025, 4.24, 4.026, 0.218, 31.9, 64.5, 21.1
384, 3.98, 0.000375, 3.6, 3.668, 0.331, 41.5, 76.0, 28.6
512, 4.18, 0.0005, 3.19, 3.588, 0.364, 45.8, 77.4, 32.5
640, 4.05, 0.000625, 2.92, 3.54, 0.415, 51.0, 80.4, 37.3
768, 4.15, 0.00075, 2.58, 3.487, 0.477, 57.3, 83.6, 43.6
896, 4.09, 0.000875, 2.38, 3.403, 0.531, 62.7, 85.8, 49.4
1024, 4.14, 0.001, 2.24, 3.334, 0.554, 65.0, 86.4, 52.1
1152, 4.05, 0.00098214, 2.28, 3.315, 0.572, 66.2, 88.1, 53.0
1280, 3.75, 0.00096429, 2.19, 3.277, 0.567, 65.3, 88.8, 51.7
1408, 3.88, 0.00094643, 1.95, 3.2, 0.584, 67.0, 89.2, 53.7
1536, 4.08, 0.00092857, 1.97, 3.431, 0.563, 64.7, 89.1, 50.8
1664, 4.11, 0.00091071, 1.97, 3.274, 0.596, 68.3, 89.5, 55.2
1792, 4.0, 0.00089286, 1.98, 3.162, 0.595, 68.1, 89.5, 54.9
1920, 3.88, 0.000875, 1.91, 3.101, 0.598, 68.2, 90.0, 54.9
2048, 4.12, 0.00085714, 1.78, 3.074, 0.606, 69.3, 89.7, 56.5
2176, 4.17, 0.00083929, 1.79, 3.068, 0.595, 67.7, 90.5, 54.0
2304, 4.05, 0.00082143, 1.8, 3.083, 0.603, 68.7, 90.2, 55.5
2432, 4.09, 0.00080357, 1.8, 3.152, 0.6, 68.6, 89.8, 55.4
2560, 4.05, 0.00078571, 1.73, 3.092, 0.608, 69.4, 89.9, 56.5
2688, 4.2, 0.00076786, 1.77, 3.074, 0.607, 69.4, 89.8, 56.5
2816, 4.06, 0.00075, 1.66, 3.021, 0.608, 69.4, 90.1, 56.4
2944, 3.82, 0.00073214, 1.76, 3.024, 0.605, 69.0, 90.0, 55.9
3072, 3.98, 0.00071429, 1.7, 3.009, 0.609, 69.7, 89.7, 57.0
3200, 4.15, 0.00069643, 1.69, 3.02, 0.611, 69.8, 89.7, 57.1
3328, 3.93, 0.00067857, 1.7, 2.99, 0.612, 69.8, 90.2, 56.9
3456, 4.01, 0.00066071, 1.68, 2.992, 0.612, 70.0, 89.7, 57.4
3584, 3.86, 0.00064286, 1.72, 3.045, 0.608, 69.4, 89.8, 56.6
