step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 4.9e-07, n/a, 5.69, 0.251, 48.2, 55.3, 42.7
128, 4.34, 6.25e-05, 4.86, 4.765, 0.27, 53.8, 52.5, 55.2
256, 4.04, 0.000125, 3.65, 4.111, 0.342, 60.0, 54.2, 67.1
384, 4.04, 0.0001875, 3.03, 3.897, 0.38, 62.3, 56.0, 70.1
512, 3.97, 0.00025, 2.8, 3.58, 0.422, 64.8, 58.3, 73.0
640, 4.0, 0.0003125, 2.58, 3.398, 0.427, 65.1, 58.5, 73.4
768, 4.18, 0.000375, 2.54, 3.384, 0.424, 64.7, 58.8, 72.0
896, 4.08, 0.0004375, 2.33, 3.366, 0.424, 64.7, 59.3, 71.1
1024, 4.13, 0.0005, 2.3, 3.343, 0.426, 64.6, 59.9, 70.0
1152, 4.02, 0.00049107, 2.19, 3.383, 0.429, 64.7, 60.2, 69.9
1280, 4.27, 0.00048214, 2.19, 3.335, 0.428, 64.5, 60.4, 69.3
1408, 3.98, 0.00047321, 2.14, 3.333, 0.438, 65.3, 60.7, 70.6
1536, 4.25, 0.00046429, 2.1, 3.299, 0.43, 64.7, 60.6, 69.4
1664, 4.08, 0.00045536, 2.01, 3.269, 0.437, 65.0, 61.1, 69.4
1792, 4.08, 0.00044643, 2.1, 3.275, 0.432, 64.7, 60.9, 69.1
1920, 3.96, 0.0004375, 2.07, 3.338, 0.428, 64.2, 61.3, 67.3
2048, 4.16, 0.00042857, 2.02, 3.273, 0.428, 64.3, 61.2, 67.7
2176, 4.05, 0.00041964, 1.88, 3.233, 0.442, 65.1, 62.0, 68.5
2304, 4.02, 0.00041071, 1.98, 3.213, 0.435, 64.7, 61.6, 68.2
2432, 4.04, 0.00040179, 2.04, 3.208, 0.433, 64.5, 61.6, 67.6
2560, 3.94, 0.00039286, 1.87, 3.229, 0.435, 64.6, 61.7, 67.8
2688, 4.11, 0.00038393, 1.92, 3.239, 0.437, 64.7, 61.9, 67.9
2816, 4.09, 0.000375, 1.93, 3.352, 0.437, 64.5, 62.4, 66.9
2944, 4.12, 0.00036607, 2.06, 3.206, 0.448, 65.4, 62.6, 68.5
3072, 4.0, 0.00035714, 1.89, 3.191, 0.444, 65.0, 62.9, 67.2
3200, 4.2, 0.00034821, 1.84, 3.183, 0.452, 65.5, 63.3, 67.9
3328, 3.98, 0.00033929, 1.91, 3.148, 0.46, 65.9, 63.9, 68.0
3456, 3.96, 0.00033036, 1.91, 3.161, 0.456, 65.6, 63.7, 67.7
3584, 4.17, 0.00032143, 1.8, 3.183, 0.458, 65.8, 63.7, 68.1
