step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 2.4e-07, n/a, 5.87, 0.164, 43.8, 47.8, 40.3
128, 4.06, 3.125e-05, 5.24, 5.14, 0.186, 48.6, 47.2, 50.1
256, 4.09, 6.25e-05, 4.16, 4.423, 0.209, 51.2, 47.7, 55.3
384, 3.91, 9.375e-05, 3.51, 4.008, 0.257, 54.1, 50.6, 58.0
512, 4.33, 0.000125, 3.02, 3.739, 0.308, 57.3, 53.3, 61.9
640, 4.25, 0.00015625, 2.85, 3.629, 0.334, 59.0, 54.7, 63.9
768, 4.01, 0.0001875, 2.69, 3.562, 0.35, 59.6, 56.1, 63.7
896, 4.03, 0.00021875, 2.54, 3.493, 0.367, 60.6, 57.2, 64.5
1024, 4.1, 0.00025, 2.42, 3.429, 0.375, 61.0, 57.8, 64.6
1152, 4.0, 0.00024554, 2.34, 3.36, 0.382, 61.4, 58.4, 64.8
1280, 4.22, 0.00024107, 2.23, 3.367, 0.39, 61.8, 59.0, 64.9
1408, 4.26, 0.00023661, 2.3, 3.333, 0.386, 61.4, 59.1, 64.0
1536, 4.19, 0.00023214, 2.2, 3.325, 0.394, 61.9, 59.6, 64.4
1664, 4.14, 0.00022768, 2.16, 3.324, 0.398, 62.0, 60.1, 64.0
1792, 4.02, 0.00022321, 2.21, 3.319, 0.405, 62.5, 60.4, 64.7
1920, 4.0, 0.00021875, 2.12, 3.281, 0.398, 62.0, 60.3, 63.7
2048, 3.99, 0.00021429, 2.05, 3.261, 0.401, 62.1, 60.5, 63.7
2176, 4.03, 0.00020982, 2.14, 3.26, 0.403, 62.1, 60.9, 63.4
2304, 4.03, 0.00020536, 2.12, 3.242, 0.407, 62.2, 61.3, 63.2
2432, 4.02, 0.00020089, 1.94, 3.264, 0.415, 62.8, 61.8, 63.8
2560, 4.01, 0.00019643, 2.03, 3.234, 0.416, 62.6, 62.2, 63.1
2688, 4.15, 0.00019196, 2.02, 3.209, 0.421, 62.9, 62.7, 63.1
2816, 4.19, 0.0001875, 1.97, 3.225, 0.42, 62.6, 63.0, 62.3
2944, 3.92, 0.00018304, 2.05, 3.2, 0.421, 62.7, 63.1, 62.4
3072, 3.89, 0.00017857, 2.03, 3.204, 0.423, 62.8, 63.3, 62.3
3200, 4.3, 0.00017411, 2.0, 3.195, 0.425, 62.8, 63.6, 62.1
3328, 4.05, 0.00016964, 1.99, 3.174, 0.429, 63.1, 63.8, 62.4
3456, 3.87, 0.00016518, 1.94, 3.196, 0.433, 63.4, 64.1, 62.7
3584, 4.23, 0.00016071, 1.97, 3.182, 0.425, 62.7, 63.9, 61.6
3712, 4.06, 0.00015625, 1.96, 3.196, 0.428, 63.1, 63.8, 62.3
3840, 4.16, 0.00015179, 1.91, 3.211, 0.426, 62.8, 63.9, 61.6
3968, 4.24, 0.00014732, 1.92, 3.173, 0.43, 63.0, 64.3, 61.7
4096, 3.83, 0.00014286, 1.91, 3.198, 0.429, 62.9, 64.5, 61.3
4224, 4.08, 0.00013839, 2.03, 3.167, 0.431, 62.9, 64.5, 61.4
4352, 4.1, 0.00013393, 1.9, 3.179, 0.43, 62.8, 64.6, 61.2
4480, 4.05, 0.00012946, 1.96, 3.152, 0.436, 63.2, 64.9, 61.6
4608, 3.85, 0.000125, 1.94, 3.162, 0.435, 63.2, 65.0, 61.5
4736, 4.06, 0.00012054, 1.81, 3.153, 0.434, 63.1, 64.9, 61.4
4864, 4.05, 0.00011607, 1.84, 3.166, 0.445, 63.8, 65.7, 62.0
4992, 4.09, 0.00011161, 1.85, 3.147, 0.438, 63.2, 65.5, 61.0
5120, 3.87, 0.00010714, 1.96, 3.152, 0.439, 63.3, 65.5, 61.2
5248, 3.97, 0.00010268, 1.89, 3.131, 0.442, 63.5, 65.7, 61.4
5376, 4.23, 9.821e-05, 1.83, 3.128, 0.438, 63.3, 65.3, 61.5
5504, 3.84, 9.375e-05, 1.95, 3.145, 0.444, 63.7, 65.8, 61.7
5632, 4.02, 8.929e-05, 1.88, 3.144, 0.439, 63.3, 65.5, 61.2
5760, 3.97, 8.482e-05, 1.86, 3.144, 0.443, 63.5, 65.8, 61.4
5888, 4.02, 8.036e-05, 1.85, 3.139, 0.446, 63.7, 66.0, 61.5
6016, 4.03, 7.589e-05, 1.93, 3.159, 0.441, 63.3, 65.8, 61.0
6144, 4.34, 7.143e-05, 1.8, 3.144, 0.441, 63.4, 65.8, 61.1
6272, 4.19, 6.696e-05, 1.81, 3.13, 0.446, 63.7, 66.1, 61.5
6400, 4.12, 6.25e-05, 1.77, 3.155, 0.449, 63.9, 66.4, 61.6
6528, 4.15, 5.804e-05, 1.87, 3.122, 0.449, 63.9, 66.4, 61.5
6656, 3.88, 5.357e-05, 1.96, 3.144, 0.45, 64.0, 66.3, 61.8
6784, 4.1, 4.911e-05, 1.88, 3.144, 0.447, 63.6, 66.5, 61.0
6912, 4.14, 4.464e-05, 1.85, 3.116, 0.447, 63.6, 66.4, 61.1
7040, 3.87, 4.018e-05, 1.85, 3.124, 0.443, 63.4, 66.1, 60.8
7168, 3.93, 3.571e-05, 1.85, 3.126, 0.444, 63.4, 66.2, 60.9
7296, 4.0, 3.125e-05, 1.83, 3.12, 0.444, 63.4, 66.3, 60.7
7424, 4.06, 2.679e-05, 1.86, 3.115, 0.445, 63.5, 66.3, 61.0
7552, 4.15, 2.232e-05, 1.88, 3.131, 0.446, 63.6, 66.3, 61.0
7680, 4.23, 1.786e-05, 1.74, 3.147, 0.446, 63.6, 66.2, 61.2
7808, 4.19, 1.339e-05, 1.81, 3.124, 0.445, 63.5, 66.3, 60.9
7936, 4.02, 8.93e-06, 1.78, 3.137, 0.445, 63.5, 66.3, 61.0
8064, 4.08, 4.46e-06, 1.86, 3.12, 0.445, 63.5, 66.2, 61.0
8192, 3.97, 0.0, 1.87, 3.134, 0.446, 63.5, 66.4, 60.9
