step, s/batch, lr, train_loss, dev.quy-dev_loss
0, n/a, 7.3e-07, n/a, 7.672
128, 2.78, 9.375e-05, 6.62, 4.417
256, 2.68, 0.0001875, 4.0, 3.608
384, 2.61, 0.00028125, 3.26, 3.29
512, 2.67, 0.000375, 2.92, 3.204
640, 2.72, 0.00046875, 2.7, 3.044
768, 2.7, 0.0005625, 2.54, 2.974
896, 2.68, 0.00065625, 2.37, 2.892
1024, 2.7, 0.00075, 2.25, 2.887
1152, 2.67, 0.00074375, 2.2, 2.827
1280, 2.74, 0.0007375, 2.15, 2.808
1408, 2.64, 0.00073125, 2.06, 2.779
1536, 2.62, 0.000725, 2.02, 2.778
1664, 2.65, 0.00071875, 1.99, 2.762
1792, 2.68, 0.0007125, 1.96, 2.739
1920, 2.68, 0.00070625, 1.93, 2.725
2048, 2.6, 0.0007, 1.89, 2.739
2176, 2.59, 0.00069375, 1.87, 2.757
2304, 2.63, 0.0006875, 1.87, 2.702
2432, 2.65, 0.00068125, 1.84, 2.706
2560, 2.59, 0.000675, 1.83, 2.75
2688, 2.58, 0.00066875, 1.82, 2.712
2816, 2.54, 0.0006625, 1.81, 2.698
2944, 2.58, 0.00065625, 1.77, 2.692
3072, 2.52, 0.00065, 1.74, 2.689
3200, 2.55, 0.00064375, 1.74, 2.678
3328, 2.54, 0.0006375, 1.7, 2.694
3456, 2.68, 0.00063125, 1.72, 2.67
3584, 2.63, 0.000625, 1.69, 2.67
3712, 2.65, 0.00061875, 1.69, 2.666
3840, 2.62, 0.0006125, 1.65, 2.655
3968, 2.6, 0.00060625, 1.64, 2.656
4096, 2.68, 0.0006, 1.64, 2.621
4224, 2.68, 0.00059375, 1.62, 2.643
4352, 2.69, 0.0005875, 1.61, 2.65
4480, 2.66, 0.00058125, 1.59, 2.625
4608, 2.64, 0.000575, 1.59, 2.633
4736, 2.61, 0.00056875, 1.57, 2.619
4864, 2.59, 0.0005625, 1.58, 2.633
4992, 2.62, 0.00055625, 1.55, 2.634
5120, 2.68, 0.00055, 1.56, 2.621
5248, 2.7, 0.00054375, 1.54, 2.62
5376, 2.67, 0.0005375, 1.54, 2.616
5504, 2.6, 0.00053125, 1.53, 2.62
5632, 2.69, 0.000525, 1.54, 2.615
5760, 2.65, 0.00051875, 1.52, 2.628
5888, 2.64, 0.0005125, 1.51, 2.596
6016, 2.62, 0.00050625, 1.5, 2.597
6144, 2.67, 0.0005, 1.49, 2.637
6272, 2.64, 0.00049375, 1.49, 2.606
6400, 2.64, 0.0004875, 1.49, 2.604
6528, 2.64, 0.00048125, 1.49, 2.611
6656, 2.53, 0.000475, 1.47, 2.605
6784, 2.49, 0.00046875, 1.47, 2.607
6912, 2.51, 0.0004625, 1.46, 2.613
7040, 2.5, 0.00045625, 1.46, 2.618
7168, 2.51, 0.00045, 1.47, 2.597
7296, 2.54, 0.00044375, 1.48, 2.597
7424, 2.49, 0.0004375, 1.45, 2.583
7552, 2.5, 0.00043125, 1.45, 2.587
7680, 2.51, 0.000425, 1.43, 2.612
7808, 2.51, 0.00041875, 1.43, 2.606
7936, 2.45, 0.0004125, 1.43, 2.599
8064, 2.53, 0.00040625, 1.44, 2.582
8192, 2.46, 0.0004, 1.43, 2.591
8320, 2.49, 0.00039375, 1.44, 2.603
8448, 2.49, 0.0003875, 1.44, 2.582
8576, 2.5, 0.00038125, 1.44, 2.593
8704, 2.54, 0.000375, 1.41, 2.58
8832, 2.52, 0.00036875, 1.42, 2.602
8960, 2.49, 0.0003625, 1.42, 2.585
9088, 2.5, 0.00035625, 1.4, 2.598
9216, 2.5, 0.00035, 1.41, 2.584
9344, 2.5, 0.00034375, 1.42, 2.586
9472, 2.54, 0.0003375, 1.4, 2.582
9600, 2.49, 0.00033125, 1.41, 2.586
9728, 2.47, 0.000325, 1.39, 2.583
9856, 2.51, 0.00031875, 1.4, 2.58
9984, 2.52, 0.0003125, 1.4, 2.6
10112, 2.53, 0.00030625, 1.4, 2.592
10240, 2.48, 0.0003, 1.39, 2.596
10368, 2.56, 0.00029375, 1.38, 2.589
10496, 2.51, 0.0002875, 1.39, 2.587
10624, 2.51, 0.00028125, 1.38, 2.59
10752, 2.52, 0.000275, 1.39, 2.601
10880, 2.47, 0.00026875, 1.38, 2.585
11008, 2.48, 0.0002625, 1.37, 2.581
11136, 2.53, 0.00025625, 1.38, 2.579
11264, 2.47, 0.00025, 1.36, 2.593
11392, 2.45, 0.00024375, 1.37, 2.573
11520, 2.49, 0.0002375, 1.37, 2.594
11648, 2.56, 0.00023125, 1.36, 2.572
11776, 2.53, 0.000225, 1.38, 2.583
11904, 2.46, 0.00021875, 1.37, 2.577
12032, 2.46, 0.0002125, 1.36, 2.57
12160, 2.54, 0.00020625, 1.37, 2.581
12288, 2.5, 0.0002, 1.37, 2.586
12416, 2.5, 0.00019375, 1.37, 2.579
12544, 2.47, 0.0001875, 1.36, 2.581
12672, 2.5, 0.00018125, 1.35, 2.584
12800, 2.5, 0.000175, 1.34, 2.57
12928, 2.55, 0.00016875, 1.35, 2.573
13056, 2.48, 0.0001625, 1.35, 2.577
13184, 2.51, 0.00015625, 1.36, 2.577
13312, 2.47, 0.00015, 1.35, 2.586
13440, 2.55, 0.00014375, 1.34, 2.578
13568, 2.49, 0.0001375, 1.35, 2.588
13696, 2.51, 0.00013125, 1.35, 2.581
13824, 2.52, 0.000125, 1.35, 2.568
13952, 2.48, 0.00011875, 1.33, 2.584
14080, 2.52, 0.0001125, 1.35, 2.578
14208, 2.48, 0.00010625, 1.35, 2.581
14336, 2.54, 0.0001, 1.32, 2.585
14464, 2.47, 9.375e-05, 1.35, 2.58
14592, 2.47, 8.75e-05, 1.32, 2.584
14720, 2.53, 8.125e-05, 1.33, 2.577
14848, 2.52, 7.5e-05, 1.35, 2.577
14976, 2.5, 6.875e-05, 1.33, 2.574
15104, 2.47, 6.25e-05, 1.33, 2.58
15232, 2.52, 5.625e-05, 1.34, 2.581
15360, 2.48, 5e-05, 1.33, 2.578
15488, 2.5, 4.375e-05, 1.33, 2.577
15616, 2.49, 3.75e-05, 1.32, 2.581
15744, 2.55, 3.125e-05, 1.32, 2.578
15872, 2.47, 2.5e-05, 1.32, 2.576
16000, 2.51, 1.875e-05, 1.34, 2.586
16128, 2.48, 1.25e-05, 1.32, 2.577
16256, 2.48, 6.25e-06, 1.32, 2.575
16384, 2.5, 0.0, 1.33, 2.576
