step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 2.4e-07, n/a, 7.307, 0.103, 34.3, 41.9, 29.0
128, 4.04, 3.125e-05, 5.8, 5.298, 0.155, 44.5, 42.8, 46.4
256, 4.09, 6.25e-05, 4.2, 4.06, 0.265, 52.9, 48.3, 58.6
384, 4.09, 9.375e-05, 3.38, 3.529, 0.308, 56.1, 50.1, 63.6
512, 4.06, 0.000125, 2.98, 3.385, 0.333, 57.6, 51.5, 65.3
640, 4.1, 0.00015625, 2.68, 3.3, 0.345, 58.3, 52.3, 65.8
768, 4.15, 0.0001875, 2.5, 3.248, 0.349, 58.3, 52.9, 65.0
896, 4.17, 0.00021875, 2.29, 3.223, 0.364, 59.2, 54.0, 65.5
1024, 3.92, 0.00025, 2.25, 3.211, 0.371, 59.6, 54.6, 65.6
1152, 4.13, 0.00024554, 2.11, 3.188, 0.383, 60.3, 55.4, 66.1
1280, 4.09, 0.00024107, 2.06, 3.162, 0.392, 60.7, 56.1, 66.3
1408, 4.18, 0.00023661, 1.96, 3.181, 0.386, 60.3, 55.9, 65.4
1536, 3.99, 0.00023214, 1.99, 3.178, 0.383, 60.1, 55.8, 65.1
1664, 4.07, 0.00022768, 1.88, 3.167, 0.384, 60.0, 56.2, 64.5
1792, 3.98, 0.00022321, 1.87, 3.253, 0.382, 60.0, 55.9, 64.7
1920, 3.96, 0.00021875, 1.85, 3.166, 0.386, 60.2, 56.3, 64.7
2048, 3.87, 0.00021429, 1.82, 3.153, 0.396, 60.8, 56.9, 65.3
2176, 4.01, 0.00020982, 1.76, 3.181, 0.387, 60.2, 56.4, 64.5
2304, 3.94, 0.00020536, 1.74, 3.179, 0.39, 60.5, 56.5, 65.0
2432, 3.91, 0.00020089, 1.76, 3.213, 0.388, 60.2, 56.7, 64.1
2560, 3.86, 0.00019643, 1.74, 3.223, 0.386, 60.0, 56.5, 64.0
2688, 3.86, 0.00019196, 1.72, 3.189, 0.39, 60.3, 56.8, 64.3
2816, 3.92, 0.0001875, 1.7, 3.169, 0.389, 60.2, 56.7, 64.2
2944, 3.94, 0.00018304, 1.65, 3.19, 0.39, 60.2, 56.9, 64.0
3072, 3.87, 0.00017857, 1.67, 3.179, 0.392, 60.4, 57.0, 64.2
3200, 3.89, 0.00017411, 1.64, 3.152, 0.393, 60.5, 57.0, 64.5
3328, 3.95, 0.00016964, 1.64, 3.188, 0.393, 60.5, 57.1, 64.2
3456, 3.8, 0.00016518, 1.63, 3.146, 0.394, 60.5, 57.3, 64.1
3584, 3.87, 0.00016071, 1.62, 3.188, 0.394, 60.4, 57.2, 64.1
3712, 3.88, 0.00015625, 1.6, 3.195, 0.392, 60.4, 57.1, 64.1
3840, 3.95, 0.00015179, 1.61, 3.211, 0.389, 60.1, 57.0, 63.6
3968, 3.99, 0.00014732, 1.55, 3.196, 0.395, 60.5, 57.3, 64.0
4096, 4.0, 0.00014286, 1.59, 3.255, 0.388, 60.0, 56.9, 63.6
4224, 3.94, 0.00013839, 1.59, 3.215, 0.388, 60.0, 57.0, 63.4
4352, 3.97, 0.00013393, 1.54, 3.223, 0.388, 60.1, 57.0, 63.5
4480, 3.97, 0.00012946, 1.56, 3.216, 0.39, 60.2, 57.1, 63.7
4608, 3.96, 0.000125, 1.55, 3.234, 0.389, 60.0, 57.1, 63.3
4736, 4.0, 0.00012054, 1.52, 3.22, 0.392, 60.3, 57.2, 63.8
4864, 4.0, 0.00011607, 1.53, 3.264, 0.387, 59.9, 57.0, 63.1
4992, 4.0, 0.00011161, 1.54, 3.273, 0.392, 60.3, 57.2, 63.6
5120, 3.92, 0.00010714, 1.53, 3.308, 0.386, 59.9, 56.9, 63.2
5248, 4.05, 0.00010268, 1.47, 3.252, 0.39, 60.1, 57.2, 63.2
5376, 3.95, 9.821e-05, 1.55, 3.278, 0.384, 59.7, 56.8, 63.0
5504, 3.97, 9.375e-05, 1.5, 3.232, 0.393, 60.3, 57.4, 63.6
5632, 3.95, 8.929e-05, 1.49, 3.244, 0.386, 59.9, 56.9, 63.2
5760, 3.96, 8.482e-05, 1.53, 3.235, 0.392, 60.3, 57.3, 63.6
