step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 2.4e-07, n/a, 5.87, 0.158, 43.3, 47.4, 39.8
128, 4.04, 3.125e-05, 5.23, 5.148, 0.185, 48.6, 47.1, 50.3
256, 4.12, 6.25e-05, 4.13, 4.422, 0.209, 51.6, 47.5, 56.4
384, 3.96, 9.375e-05, 3.49, 4.01, 0.25, 54.0, 49.9, 58.8
512, 4.36, 0.000125, 3.01, 3.721, 0.284, 56.2, 51.6, 61.6
640, 4.33, 0.00015625, 2.83, 3.59, 0.31, 57.8, 53.0, 63.5
768, 4.07, 0.0001875, 2.68, 3.517, 0.324, 58.5, 53.9, 63.9
896, 4.07, 0.00021875, 2.53, 3.481, 0.337, 59.2, 54.9, 64.2
1024, 4.14, 0.00025, 2.41, 3.43, 0.343, 59.4, 55.4, 64.1
1152, 4.08, 0.00024554, 2.33, 3.351, 0.347, 59.6, 55.7, 64.2
1280, 4.27, 0.00024107, 2.22, 3.342, 0.36, 60.4, 56.5, 64.8
1408, 4.3, 0.00023661, 2.29, 3.331, 0.372, 61.0, 57.5, 64.9
1536, 4.23, 0.00023214, 2.19, 3.318, 0.372, 60.9, 57.5, 64.6
1664, 4.21, 0.00022768, 2.15, 3.339, 0.376, 61.1, 58.0, 64.5
1792, 4.02, 0.00022321, 2.21, 3.312, 0.379, 61.2, 58.1, 64.7
1920, 4.05, 0.00021875, 2.11, 3.265, 0.381, 61.3, 58.4, 64.6
2048, 4.09, 0.00021429, 2.06, 3.25, 0.377, 61.0, 58.3, 63.8
2176, 4.1, 0.00020982, 2.15, 3.258, 0.38, 61.1, 58.5, 64.0
2304, 4.04, 0.00020536, 2.12, 3.211, 0.385, 61.4, 59.0, 64.1
2432, 4.11, 0.00020089, 1.94, 3.272, 0.387, 61.5, 59.0, 64.2
2560, 3.88, 0.00019643, 2.04, 3.225, 0.388, 61.5, 59.3, 63.8
2688, 4.27, 0.00019196, 2.03, 3.231, 0.388, 61.4, 59.4, 63.6
2816, 4.28, 0.0001875, 1.98, 3.224, 0.386, 61.2, 59.6, 62.9
2944, 4.01, 0.00018304, 2.07, 3.251, 0.389, 61.4, 59.6, 63.4
3072, 4.0, 0.00017857, 2.05, 3.226, 0.389, 61.4, 59.7, 63.3
3200, 4.33, 0.00017411, 2.02, 3.231, 0.381, 60.8, 59.4, 62.4
3328, 4.14, 0.00016964, 2.01, 3.235, 0.39, 61.3, 59.9, 62.8
3456, 3.94, 0.00016518, 1.96, 3.23, 0.389, 61.3, 59.9, 62.9
3584, 4.26, 0.00016071, 1.99, 3.224, 0.386, 61.0, 59.9, 62.1
3712, 4.11, 0.00015625, 1.98, 3.209, 0.398, 61.7, 60.7, 62.8
3840, 4.31, 0.00015179, 1.93, 3.209, 0.392, 61.3, 60.4, 62.2
3968, 4.26, 0.00014732, 1.94, 3.217, 0.39, 61.2, 60.4, 62.0
4096, 3.97, 0.00014286, 1.93, 3.21, 0.39, 61.1, 60.3, 61.9
4224, 4.17, 0.00013839, 2.05, 3.185, 0.388, 61.0, 60.3, 61.7
4352, 4.16, 0.00013393, 1.92, 3.175, 0.396, 61.6, 60.5, 62.7
4480, 4.11, 0.00012946, 1.98, 3.179, 0.389, 61.0, 60.4, 61.6
4608, 3.91, 0.000125, 1.96, 3.197, 0.394, 61.4, 60.5, 62.3
4736, 4.15, 0.00012054, 1.83, 3.187, 0.387, 60.9, 60.3, 61.4
4864, 4.22, 0.00011607, 1.87, 3.162, 0.396, 61.5, 60.8, 62.2
4992, 4.13, 0.00011161, 1.88, 3.161, 0.389, 60.8, 60.7, 60.9
5120, 3.96, 0.00010714, 1.99, 3.166, 0.383, 60.4, 60.4, 60.3
5248, 4.1, 0.00010268, 1.91, 3.166, 0.395, 61.2, 61.2, 61.3
5376, 4.34, 9.821e-05, 1.86, 3.16, 0.394, 61.3, 60.8, 61.7
5504, 3.95, 9.375e-05, 1.97, 3.168, 0.391, 60.9, 60.9, 60.9
5632, 4.09, 8.929e-05, 1.91, 3.153, 0.389, 60.9, 60.7, 61.0
5760, 4.11, 8.482e-05, 1.89, 3.15, 0.392, 60.9, 61.0, 60.8
5888, 4.11, 8.036e-05, 1.88, 3.148, 0.385, 60.5, 60.7, 60.3
6016, 4.2, 7.589e-05, 1.96, 3.154, 0.389, 60.7, 60.9, 60.6
6144, 4.14, 7.143e-05, 1.83, 3.162, 0.386, 60.6, 60.6, 60.6
6272, 4.29, 6.696e-05, 1.84, 3.169, 0.394, 61.2, 61.1, 61.3
6400, 4.21, 6.25e-05, 1.79, 3.173, 0.391, 60.8, 61.0, 60.7
6528, 4.12, 5.804e-05, 1.89, 3.16, 0.392, 61.0, 61.0, 61.0
6656, 3.91, 5.357e-05, 1.99, 3.176, 0.391, 60.9, 61.1, 60.7
6784, 4.19, 4.911e-05, 1.91, 3.17, 0.391, 60.9, 61.0, 60.7
6912, 4.32, 4.464e-05, 1.88, 3.152, 0.395, 61.1, 61.3, 61.0
7040, 3.97, 4.018e-05, 1.88, 3.139, 0.389, 60.7, 60.9, 60.5
7168, 3.99, 3.571e-05, 1.88, 3.155, 0.39, 60.8, 61.0, 60.6
7296, 4.1, 3.125e-05, 1.86, 3.17, 0.392, 60.8, 61.3, 60.4
7424, 4.2, 2.679e-05, 1.89, 3.168, 0.387, 60.6, 60.9, 60.2
7552, 4.14, 2.232e-05, 1.91, 3.152, 0.392, 60.9, 61.1, 60.7
7680, 4.27, 1.786e-05, 1.77, 3.166, 0.395, 61.2, 61.3, 61.0
7808, 4.19, 1.339e-05, 1.84, 3.154, 0.392, 60.9, 61.2, 60.6
7936, 4.08, 8.93e-06, 1.81, 3.163, 0.393, 60.9, 61.2, 60.7
8064, 4.04, 4.46e-06, 1.89, 3.141, 0.392, 60.9, 61.2, 60.7
8192, 3.9, 0.0, 1.9, 3.165, 0.39, 60.8, 61.1, 60.4
