step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 7.3e-07, n/a, 7.279, 0.094, 33.8, 41.1, 28.7
128, 3.93, 9.375e-05, 5.18, 4.374, 0.235, 50.8, 46.8, 55.4
256, 4.15, 0.0001875, 3.3, 3.497, 0.307, 56.2, 49.7, 64.7
384, 4.11, 0.00028125, 2.58, 3.306, 0.321, 57.2, 50.2, 66.4
512, 4.02, 0.000375, 2.29, 3.199, 0.332, 57.8, 50.8, 67.1
640, 4.12, 0.00046875, 2.06, 3.161, 0.346, 58.5, 52.1, 66.5
768, 4.21, 0.0005625, 2.1, 3.139, 0.364, 59.4, 53.3, 67.1
896, 4.07, 0.00065625, 1.96, 3.073, 0.364, 59.4, 53.6, 66.6
1024, 3.91, 0.00075, 1.95, 3.037, 0.376, 60.1, 54.3, 67.3
1152, 4.04, 0.00073661, 1.75, 3.021, 0.387, 60.8, 54.7, 68.5
1280, 4.14, 0.00072321, 1.81, 3.003, 0.396, 61.3, 55.4, 68.7
1408, 3.99, 0.00070982, 1.73, 3.004, 0.399, 61.5, 55.7, 68.7
1536, 3.93, 0.00069643, 1.69, 2.95, 0.392, 60.9, 55.6, 67.4
1664, 4.03, 0.00068304, 1.65, 2.955, 0.39, 60.7, 55.8, 66.6
1792, 4.06, 0.00066964, 1.56, 2.98, 0.394, 61.2, 55.3, 68.4
1920, 3.98, 0.00065625, 1.65, 2.979, 0.392, 61.0, 55.5, 67.6
2048, 4.09, 0.00064286, 1.62, 2.929, 0.405, 61.8, 56.3, 68.6
2176, 4.08, 0.00062946, 1.43, 2.95, 0.394, 61.1, 55.8, 67.4
2304, 4.06, 0.00061607, 1.55, 2.958, 0.39, 60.7, 55.8, 66.5
2432, 3.94, 0.00060268, 1.64, 2.937, 0.4, 61.4, 56.1, 67.8
2560, 4.1, 0.00058929, 1.48, 2.949, 0.397, 61.1, 56.1, 67.1
2688, 4.09, 0.00057589, 1.56, 2.922, 0.397, 61.1, 56.3, 66.8
2816, 3.85, 0.0005625, 1.53, 2.903, 0.403, 61.5, 56.6, 67.4
2944, 3.77, 0.00054911, 1.45, 2.931, 0.423, 62.9, 57.2, 69.9
3072, 4.14, 0.00053571, 1.48, 2.915, 0.411, 62.1, 56.8, 68.5
3200, 4.18, 0.00052232, 1.43, 2.883, 0.403, 61.5, 56.7, 67.1
3328, 3.99, 0.00050893, 1.51, 2.875, 0.412, 62.1, 56.9, 68.4
3456, 4.01, 0.00049554, 1.47, 2.899, 0.415, 62.3, 57.1, 68.7
3584, 4.12, 0.00048214, 1.46, 2.872, 0.417, 62.5, 57.3, 68.7
3712, 4.15, 0.00046875, 1.47, 2.9, 0.41, 62.0, 57.0, 67.9
3840, 3.98, 0.00045536, 1.4, 2.876, 0.403, 61.5, 56.7, 67.2
3968, 3.9, 0.00044196, 1.47, 2.893, 0.415, 62.3, 57.2, 68.4
4096, 3.92, 0.00042857, 1.47, 2.883, 0.415, 62.3, 57.2, 68.4
4224, 4.33, 0.00041518, 1.36, 2.901, 0.41, 62.0, 57.0, 67.9
4352, 3.96, 0.00040179, 1.46, 2.855, 0.409, 61.9, 57.0, 67.7
4480, 3.76, 0.00038839, 1.46, 2.824, 0.411, 62.0, 57.2, 67.6
4608, 4.07, 0.000375, 1.36, 2.848, 0.413, 62.1, 57.3, 67.8
4736, 3.9, 0.00036161, 1.42, 2.851, 0.406, 61.6, 57.1, 67.0
4864, 4.13, 0.00034821, 1.37, 2.855, 0.413, 62.1, 57.3, 67.8
4992, 4.27, 0.00033482, 1.35, 2.856, 0.412, 62.1, 57.2, 67.9
5120, 4.47, 0.00032143, 1.35, 2.843, 0.413, 62.1, 57.4, 67.5
5248, 4.48, 0.00030804, 1.34, 2.896, 0.408, 61.7, 57.2, 66.9
5376, 3.98, 0.00029464, 1.4, 2.85, 0.411, 62.0, 57.2, 67.6
5504, 3.97, 0.00028125, 1.4, 2.827, 0.414, 62.2, 57.5, 67.6
5632, 3.92, 0.00026786, 1.29, 2.834, 0.411, 62.0, 57.3, 67.5
5760, 4.03, 0.00025446, 1.36, 2.974, 0.412, 62.0, 57.3, 67.5
5888, 4.19, 0.00024107, 1.36, 2.903, 0.414, 62.2, 57.4, 67.8
6016, 4.08, 0.00022768, 1.31, 2.943, 0.415, 62.1, 57.6, 67.5
6144, 3.88, 0.00021429, 1.41, 2.871, 0.408, 61.8, 57.2, 67.1
6272, 4.0, 0.00020089, 1.44, 2.87, 0.417, 62.3, 57.6, 67.9
6400, 3.95, 0.0001875, 1.34, 2.87, 0.41, 61.9, 57.3, 67.3
6528, 3.98, 0.00017411, 1.31, 2.869, 0.418, 62.4, 57.7, 67.9
6656, 4.05, 0.00016071, 1.37, 2.888, 0.418, 62.3, 57.8, 67.7
6784, 3.88, 0.00014732, 1.35, 2.864, 0.417, 62.3, 57.6, 67.9
6912, 4.03, 0.00013393, 1.33, 2.859, 0.409, 61.8, 57.4, 66.9
7040, 4.08, 0.00012054, 1.35, 2.848, 0.419, 62.5, 57.7, 68.3
7168, 4.13, 0.00010714, 1.3, 2.847, 0.416, 62.3, 57.5, 68.0
7296, 3.96, 9.375e-05, 1.31, 2.852, 0.415, 62.2, 57.6, 67.6
7424, 4.14, 8.036e-05, 1.3, 2.836, 0.413, 62.1, 57.4, 67.6
7552, 3.86, 6.696e-05, 1.36, 2.868, 0.42, 62.5, 57.8, 68.2
7680, 4.0, 5.357e-05, 1.35, 2.826, 0.416, 62.3, 57.6, 67.8
7808, 4.19, 4.018e-05, 1.33, 2.83, 0.419, 62.5, 57.6, 68.2
7936, 4.04, 2.679e-05, 1.31, 2.833, 0.42, 62.6, 57.8, 68.1
8064, 4.08, 1.339e-05, 1.32, 2.829, 0.418, 62.4, 57.7, 67.9
8192, 4.2, 0.0, 1.27, 2.834, 0.419, 62.4, 57.7, 68.0
