step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 2e-07, n/a, 5.751, 0.283, 50.7, 57.4, 45.4
64, 3.81, 1.25e-05, 5.47, 5.587, 0.291, 52.2, 57.0, 48.2
128, 3.76, 2.5e-05, 5.09, 5.233, 0.278, 52.0, 55.5, 48.9
192, 3.71, 3.75e-05, 4.59, 4.874, 0.285, 53.3, 55.1, 51.6
256, 3.76, 5e-05, 4.18, 4.559, 0.336, 57.2, 57.6, 56.8
320, 3.74, 6.25e-05, 3.85, 4.264, 0.357, 58.9, 58.5, 59.4
384, 3.71, 7.5e-05, 3.59, 4.031, 0.377, 60.2, 59.8, 60.7
448, 3.73, 8.75e-05, 3.39, 3.855, 0.403, 61.8, 61.5, 62.1
512, 3.71, 0.0001, 3.24, 3.745, 0.415, 62.5, 62.4, 62.5
576, 3.71, 9.821e-05, 3.11, 3.671, 0.427, 63.2, 63.4, 62.9
640, 3.71, 9.643e-05, 3.0, 3.611, 0.418, 62.4, 63.2, 61.7
704, 3.73, 9.464e-05, 2.92, 3.575, 0.422, 62.6, 63.6, 61.6
768, 3.78, 9.286e-05, 2.86, 3.526, 0.418, 62.1, 63.7, 60.7
832, 3.87, 9.107e-05, 2.81, 3.512, 0.423, 62.4, 64.0, 60.8
896, 3.72, 8.929e-05, 2.76, 3.53, 0.425, 62.5, 64.3, 60.8
960, 3.71, 8.75e-05, 2.72, 3.518, 0.423, 62.4, 64.2, 60.7
1024, 3.73, 8.571e-05, 2.68, 3.512, 0.423, 62.3, 64.3, 60.4
1088, 3.7, 8.393e-05, 2.65, 3.463, 0.426, 62.5, 64.6, 60.5
1152, 3.72, 8.214e-05, 2.62, 3.49, 0.427, 62.5, 64.7, 60.6
1216, 3.75, 8.036e-05, 2.59, 3.498, 0.427, 62.5, 64.8, 60.3
1280, 3.72, 7.857e-05, 2.56, 3.51, 0.427, 62.4, 64.8, 60.2
1344, 3.72, 7.679e-05, 2.54, 3.459, 0.431, 62.7, 65.2, 60.3
1408, 3.78, 7.5e-05, 2.51, 3.465, 0.433, 62.9, 65.1, 60.9
1472, 3.75, 7.321e-05, 2.49, 3.491, 0.432, 62.7, 65.2, 60.3
1536, 3.73, 7.143e-05, 2.47, 3.478, 0.431, 62.7, 65.2, 60.3
1600, 3.76, 6.964e-05, 2.45, 3.494, 0.431, 62.7, 65.1, 60.4
