step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 1.5e-07, n/a, 7.307, 0.103, 34.3, 41.9, 29.0
64, 3.91, 9.37e-06, 6.48, 6.83, 0.108, 36.1, 41.8, 31.8
128, 3.89, 1.875e-05, 5.66, 5.751, 0.121, 40.6, 41.4, 39.8
192, 3.89, 2.812e-05, 4.87, 4.965, 0.203, 47.9, 45.6, 50.4
256, 3.89, 3.75e-05, 4.33, 4.444, 0.239, 50.7, 47.4, 54.6
320, 3.88, 4.687e-05, 3.9, 4.032, 0.261, 52.6, 48.2, 58.0
384, 3.89, 5.625e-05, 3.59, 3.76, 0.277, 54.0, 48.7, 60.5
448, 3.9, 6.562e-05, 3.35, 3.584, 0.289, 54.9, 49.1, 62.2
512, 3.89, 7.5e-05, 3.17, 3.482, 0.311, 56.2, 50.4, 63.5
576, 3.88, 7.366e-05, 3.03, 3.421, 0.315, 56.4, 50.7, 63.5
640, 3.87, 7.232e-05, 2.92, 3.389, 0.314, 56.3, 50.7, 63.3
704, 3.88, 7.098e-05, 2.83, 3.367, 0.321, 56.7, 51.1, 63.6
768, 3.88, 6.964e-05, 2.75, 3.353, 0.317, 56.3, 51.0, 62.9
832, 3.88, 6.83e-05, 2.68, 3.338, 0.316, 56.2, 51.1, 62.5
896, 3.88, 6.696e-05, 2.62, 3.339, 0.318, 56.3, 51.3, 62.5
960, 3.9, 6.562e-05, 2.57, 3.337, 0.323, 56.6, 51.6, 62.9
1024, 3.89, 6.429e-05, 2.52, 3.361, 0.32, 56.4, 51.5, 62.3
1088, 3.9, 6.295e-05, 2.48, 3.359, 0.318, 56.3, 51.4, 62.2
1152, 3.9, 6.161e-05, 2.44, 3.353, 0.311, 55.8, 51.1, 61.4
1216, 3.89, 6.027e-05, 2.4, 3.359, 0.318, 56.2, 51.6, 61.6
1280, 3.89, 5.893e-05, 2.36, 3.376, 0.314, 55.9, 51.4, 61.3
1344, 3.9, 5.759e-05, 2.33, 3.382, 0.316, 55.9, 51.6, 61.0
