step, s/batch, lr, train_loss, dev.quy-dev_loss
0, n/a, 8.3e-07, n/a, 7.672
128, 2.63, 0.00010625, 6.51, 4.325
256, 2.53, 0.0002125, 3.92, 3.543
384, 2.54, 0.00031875, 3.2, 3.26
512, 2.58, 0.000425, 2.88, 3.197
640, 2.54, 0.00053125, 2.65, 3.092
768, 2.53, 0.0006375, 2.5, 2.943
896, 2.5, 0.00074375, 2.32, 2.875
1024, 2.53, 0.00085, 2.21, 2.858
1152, 2.55, 0.00084292, 2.16, 2.81
1280, 2.58, 0.00083583, 2.12, 2.8
1408, 2.55, 0.00082875, 2.03, 2.781
1536, 2.51, 0.00082167, 2.0, 2.76
1664, 2.56, 0.00081458, 1.97, 2.767
1792, 2.59, 0.0008075, 1.94, 2.731
1920, 2.59, 0.00080042, 1.91, 2.731
2048, 2.53, 0.00079333, 1.89, 2.743
2176, 2.6, 0.00078625, 1.86, 2.733
2304, 2.54, 0.00077917, 1.87, 2.725
2432, 2.59, 0.00077208, 1.84, 2.704
2560, 2.6, 0.000765, 1.83, 2.737
2688, 2.54, 0.00075792, 1.82, 2.708
2816, 2.53, 0.00075083, 1.82, 2.703
2944, 2.51, 0.00074375, 1.79, 2.716
3072, 2.53, 0.00073667, 1.77, 2.714
3200, 2.55, 0.00072958, 1.78, 2.724
3328, 2.5, 0.0007225, 1.75, 2.709
3456, 2.61, 0.00071542, 1.77, 2.704
3584, 2.55, 0.00070833, 1.75, 2.706
3712, 2.6, 0.00070125, 1.75, 2.704
3840, 2.59, 0.00069417, 1.72, 2.705
3968, 2.54, 0.00068708, 1.72, 2.706
4096, 2.59, 0.00068, 1.72, 2.68
4224, 2.52, 0.00067292, 1.7, 2.684
4352, 2.54, 0.00066583, 1.69, 2.69
4480, 2.55, 0.00065875, 1.68, 2.668
4608, 2.54, 0.00065167, 1.68, 2.668
4736, 2.5, 0.00064458, 1.66, 2.656
4864, 2.51, 0.0006375, 1.66, 2.657
4992, 2.47, 0.00063042, 1.63, 2.657
5120, 2.51, 0.00062333, 1.64, 2.656
5248, 2.54, 0.00061625, 1.63, 2.665
5376, 2.53, 0.00060917, 1.63, 2.654
5504, 2.49, 0.00060208, 1.62, 2.65
5632, 2.54, 0.000595, 1.62, 2.637
5760, 2.52, 0.00058792, 1.6, 2.664
5888, 2.49, 0.00058083, 1.6, 2.624
6016, 2.5, 0.00057375, 1.58, 2.631
6144, 2.5, 0.00056667, 1.57, 2.659
6272, 2.47, 0.00055958, 1.57, 2.639
6400, 2.49, 0.0005525, 1.56, 2.627
6528, 2.52, 0.00054542, 1.56, 2.648
6656, 2.51, 0.00053833, 1.55, 2.625
6784, 2.48, 0.00053125, 1.55, 2.638
6912, 2.45, 0.00052417, 1.53, 2.621
7040, 2.45, 0.00051708, 1.53, 2.632
7168, 2.52, 0.00051, 1.54, 2.616
7296, 2.5, 0.00050292, 1.55, 2.614
7424, 2.45, 0.00049583, 1.52, 2.601
7552, 2.45, 0.00048875, 1.52, 2.602
7680, 2.48, 0.00048167, 1.5, 2.618
7808, 2.53, 0.00047458, 1.5, 2.615
7936, 2.45, 0.0004675, 1.49, 2.621
8064, 2.52, 0.00046042, 1.5, 2.594
