step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 7.3e-07, n/a, 5.69, 0.251, 48.2, 55.3, 42.7
128, 4.36, 9.375e-05, 4.7, 4.597, 0.286, 55.3, 52.9, 58.0
256, 4.03, 0.0001875, 3.43, 3.958, 0.367, 61.5, 55.3, 69.3
384, 4.03, 0.00028125, 2.86, 3.791, 0.396, 63.2, 57.0, 70.9
512, 3.94, 0.000375, 2.68, 3.464, 0.422, 64.7, 58.4, 72.6
640, 3.99, 0.00046875, 2.46, 3.344, 0.425, 64.8, 59.0, 71.8
768, 4.21, 0.0005625, 2.45, 3.345, 0.434, 65.2, 59.9, 71.5
896, 4.12, 0.00065625, 2.25, 3.329, 0.438, 65.3, 60.6, 70.7
1024, 4.11, 0.00075, 2.23, 3.298, 0.436, 65.1, 60.6, 70.3
1152, 4.08, 0.00073661, 2.13, 3.318, 0.436, 65.0, 60.8, 69.9
1280, 4.22, 0.00072321, 2.14, 3.29, 0.439, 65.1, 61.5, 69.1
1408, 4.03, 0.00070982, 2.09, 3.279, 0.435, 64.7, 61.5, 68.3
1536, 4.32, 0.00069643, 2.04, 3.298, 0.45, 65.6, 62.6, 68.9
1664, 4.14, 0.00068304, 1.95, 3.278, 0.445, 65.1, 62.6, 67.8
1792, 4.08, 0.00066964, 2.05, 3.316, 0.446, 65.4, 62.3, 68.7
1920, 3.93, 0.00065625, 2.03, 3.182, 0.445, 64.9, 63.3, 66.5
2048, 4.21, 0.00064286, 1.98, 3.453, 0.452, 65.3, 63.6, 67.2
2176, 4.13, 0.00062946, 1.83, 3.233, 0.466, 66.3, 64.5, 68.2
2304, 4.09, 0.00061607, 1.93, 3.216, 0.462, 66.0, 64.3, 67.8
2432, 4.07, 0.00060268, 1.98, 3.222, 0.473, 66.6, 65.2, 68.0
2560, 4.03, 0.00058929, 1.82, 3.215, 0.472, 66.4, 65.4, 67.5
2688, 4.17, 0.00057589, 1.87, 3.191, 0.479, 66.8, 65.9, 67.8
2816, 4.15, 0.0005625, 1.87, 3.231, 0.483, 67.0, 66.3, 67.8
2944, 4.18, 0.00054911, 2.01, 3.191, 0.481, 67.1, 65.6, 68.6
3072, 4.05, 0.00053571, 1.85, 3.195, 0.471, 66.2, 65.8, 66.6
3200, 4.3, 0.00052232, 1.8, 3.146, 0.485, 67.1, 66.4, 67.8
3328, 4.02, 0.00050893, 1.86, 3.135, 0.479, 66.7, 66.3, 67.1
3456, 4.07, 0.00049554, 1.86, 3.169, 0.486, 67.1, 66.8, 67.4
3584, 4.15, 0.00048214, 1.75, 3.173, 0.481, 66.8, 66.4, 67.2
3712, 4.1, 0.00046875, 1.79, 3.157, 0.483, 66.8, 66.7, 67.0
3840, 3.91, 0.00045536, 1.83, 3.174, 0.486, 67.1, 66.8, 67.4
3968, 4.23, 0.00044196, 1.79, 3.153, 0.479, 66.5, 66.6, 66.5
4096, 4.09, 0.00042857, 1.82, 3.13, 0.483, 66.8, 66.8, 66.8
4224, 4.14, 0.00041518, 1.78, 3.334, 0.47, 65.7, 66.6, 64.8
4352, 4.21, 0.00040179, 1.8, 3.185, 0.483, 66.7, 67.2, 66.3
4480, 4.03, 0.00038839, 1.78, 3.184, 0.481, 66.6, 66.9, 66.3
4608, 4.13, 0.000375, 1.78, 3.168, 0.48, 66.5, 66.9, 66.1
4736, 4.0, 0.00036161, 1.8, 3.134, 0.477, 66.4, 66.7, 66.0
4864, 3.97, 0.00034821, 1.85, 3.166, 0.485, 66.9, 67.0, 66.9
4992, 4.17, 0.00033482, 1.7, 3.158, 0.485, 66.8, 67.3, 66.3
5120, 4.04, 0.00032143, 1.74, 3.142, 0.484, 66.8, 67.3, 66.2
5248, 4.0, 0.00030804, 1.69, 3.125, 0.479, 66.4, 67.0, 65.8
5376, 4.13, 0.00029464, 1.78, 3.141, 0.478, 66.2, 67.2, 65.3
5504, 4.29, 0.00028125, 1.71, 3.14, 0.479, 66.2, 67.3, 65.2
5632, 3.76, 0.00026786, 1.82, 3.117, 0.48, 66.4, 67.3, 65.5
5760, 4.13, 0.00025446, 1.65, 3.125, 0.48, 66.4, 67.2, 65.5
5888, 4.08, 0.00024107, 1.81, 3.132, 0.484, 66.6, 67.5, 65.7
6016, 4.19, 0.00022768, 1.7, 3.135, 0.484, 66.7, 67.4, 65.9
