step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 4.9e-07, n/a, 5.751, 0.283, 50.7, 57.4, 45.4
64, 3.83, 3.125e-05, 5.37, 5.397, 0.294, 53.3, 56.2, 50.6
128, 3.82, 6.25e-05, 4.68, 4.833, 0.302, 54.5, 56.1, 53.0
192, 3.82, 9.375e-05, 4.05, 4.34, 0.343, 57.9, 57.8, 57.9
256, 3.78, 0.000125, 3.6, 4.021, 0.387, 60.8, 60.4, 61.3
320, 3.85, 0.00015625, 3.31, 3.784, 0.415, 62.5, 62.3, 62.7
384, 3.88, 0.0001875, 3.1, 3.615, 0.421, 62.6, 63.3, 62.0
448, 3.89, 0.00021875, 2.93, 3.559, 0.419, 62.2, 63.6, 61.0
512, 3.88, 0.00025, 2.8, 3.515, 0.418, 62.0, 63.9, 60.2
576, 3.87, 0.00024554, 2.7, 3.505, 0.426, 62.5, 64.6, 60.4
640, 3.86, 0.00024107, 2.62, 3.512, 0.422, 62.0, 64.7, 59.6
704, 3.84, 0.00023661, 2.55, 3.469, 0.424, 62.1, 64.8, 59.6
768, 3.88, 0.00023214, 2.48, 3.518, 0.427, 62.3, 65.0, 59.8
832, 3.85, 0.00022768, 2.43, 3.486, 0.417, 61.5, 64.7, 58.7
896, 3.84, 0.00022321, 2.38, 3.552, 0.419, 61.5, 64.9, 58.5
960, 3.98, 0.00021875, 2.34, 3.543, 0.421, 61.7, 65.1, 58.6
1024, 3.79, 0.00021429, 2.3, 3.558, 0.427, 62.0, 65.6, 58.9
1088, 3.78, 0.00020982, 2.26, 3.525, 0.427, 62.0, 65.6, 58.8
1152, 3.79, 0.00020536, 2.22, 3.593, 0.424, 61.8, 65.4, 58.7
1216, 3.78, 0.00020089, 2.19, 3.615, 0.423, 61.7, 65.5, 58.3
1280, 3.79, 0.00019643, 2.16, 3.639, 0.42, 61.3, 65.5, 57.6
1344, 3.79, 0.00019196, 2.13, 3.625, 0.421, 61.4, 65.6, 57.8
1408, 3.8, 0.0001875, 2.1, 3.626, 0.419, 61.2, 65.4, 57.6
1472, 3.79, 0.00018304, 2.07, 3.64, 0.419, 61.2, 65.5, 57.4
1536, 3.74, 0.00017857, 2.04, 3.663, 0.418, 61.0, 65.7, 57.0
1600, 3.77, 0.00017411, 2.02, 3.675, 0.417, 61.0, 65.4, 57.2
1664, 3.76, 0.00016964, 2.0, 3.692, 0.414, 60.7, 65.5, 56.5
1728, 3.76, 0.00016518, 1.98, 3.694, 0.415, 60.8, 65.6, 56.6
1792, 3.75, 0.00016071, 1.96, 3.736, 0.407, 60.2, 65.1, 55.9
1856, 3.75, 0.00015625, 1.93, 3.728, 0.412, 60.6, 65.3, 56.4
1920, 3.75, 0.00015179, 1.91, 3.769, 0.409, 60.1, 65.5, 55.6
1984, 3.74, 0.00014732, 1.9, 3.778, 0.415, 60.6, 65.8, 56.1
2048, 3.75, 0.00014286, 1.88, 3.773, 0.405, 59.8, 65.4, 55.1
2112, 3.72, 0.00013839, 1.86, 3.755, 0.411, 60.3, 65.5, 55.9
2176, 3.72, 0.00013393, 1.85, 3.848, 0.405, 59.9, 65.3, 55.2
2240, 3.7, 0.00012946, 1.83, 3.807, 0.407, 60.0, 65.4, 55.4
2304, 3.72, 0.000125, 1.82, 3.82, 0.408, 60.0, 65.5, 55.3
2368, 3.7, 0.00012054, 1.8, 3.861, 0.403, 59.6, 65.2, 54.9
2432, 3.7, 0.00011607, 1.79, 3.857, 0.408, 60.1, 65.4, 55.5
2496, 3.7, 0.00011161, 1.78, 3.847, 0.398, 59.2, 65.0, 54.5
2560, 3.7, 0.00010714, 1.76, 3.826, 0.4, 59.4, 65.0, 54.7
2624, 3.69, 0.00010268, 1.75, 3.876, 0.402, 59.5, 65.3, 54.5
2688, 3.72, 9.821e-05, 1.74, 3.916, 0.406, 59.8, 65.5, 55.1
2752, 3.7, 9.375e-05, 1.73, 3.866, 0.4, 59.4, 65.2, 54.4
2816, 3.7, 8.929e-05, 1.72, 3.898, 0.396, 59.1, 64.9, 54.2
2880, 3.69, 8.482e-05, 1.71, 3.898, 0.399, 59.3, 65.1, 54.4
2944, 3.71, 8.036e-05, 1.71, 3.904, 0.397, 59.1, 65.0, 54.1
3008, 3.69, 7.589e-05, 1.7, 3.92, 0.399, 59.2, 65.2, 54.1
3072, 3.7, 7.143e-05, 1.69, 3.913, 0.397, 59.2, 64.9, 54.4
3136, 3.73, 6.696e-05, 1.68, 3.962, 0.4, 59.4, 65.1, 54.6
3200, 3.73, 6.25e-05, 1.68, 3.893, 0.399, 59.3, 65.1, 54.4
3264, 3.72, 5.804e-05, 1.67, 3.947, 0.395, 58.9, 64.9, 53.9
3328, 3.75, 5.357e-05, 1.66, 3.972, 0.4, 59.3, 65.2, 54.4
3392, 3.76, 4.911e-05, 1.66, 3.922, 0.403, 59.5, 65.4, 54.5
3456, 3.73, 4.464e-05, 1.65, 3.95, 0.388, 58.5, 64.4, 53.6
3520, 3.74, 4.018e-05, 1.65, 3.958, 0.402, 59.3, 65.6, 54.2
3584, 3.73, 3.571e-05, 1.64, 3.956, 0.393, 58.8, 64.8, 53.8
3648, 3.73, 3.125e-05, 1.64, 3.949, 0.404, 59.5, 65.6, 54.4
3712, 3.71, 2.679e-05, 1.64, 3.95, 0.398, 59.1, 65.1, 54.1
3776, 3.72, 2.232e-05, 1.63, 4.017, 0.395, 58.8, 65.1, 53.6
3840, 3.73, 1.786e-05, 1.63, 3.962, 0.392, 58.7, 64.8, 53.6
3904, 3.72, 1.339e-05, 1.63, 3.951, 0.397, 59.0, 65.2, 53.9
3968, 3.72, 8.93e-06, 1.63, 3.978, 0.398, 59.1, 65.2, 54.1
4032, 3.73, 4.46e-06, 1.63, 4.001, 0.393, 58.7, 64.8, 53.7
4096, 3.73, 0.0, 1.63, 3.997, 0.393, 58.7, 64.9, 53.7
