step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 1e-07, n/a, 5.693, 0.258, 48.8, 55.7, 43.4
128, 4.35, 1.25e-05, 5.32, 5.387, 0.278, 51.9, 55.5, 48.8
256, 4.05, 2.5e-05, 4.57, 4.855, 0.276, 53.8, 53.3, 54.4
384, 4.07, 3.75e-05, 3.96, 4.551, 0.301, 56.3, 53.7, 59.1
512, 3.91, 5e-05, 3.61, 4.209, 0.319, 57.9, 54.1, 62.2
640, 4.03, 6.25e-05, 3.29, 3.88, 0.352, 60.4, 55.0, 66.9
768, 4.25, 7.5e-05, 3.1, 3.781, 0.375, 61.8, 56.3, 68.5
896, 4.12, 8.75e-05, 2.9, 3.707, 0.394, 62.8, 57.6, 69.1
1024, 4.09, 0.0001, 2.79, 3.651, 0.411, 63.9, 58.4, 70.6
1152, 4.12, 9.821e-05, 2.69, 3.639, 0.417, 64.2, 58.8, 70.7
1280, 4.22, 9.643e-05, 2.65, 3.605, 0.431, 65.0, 59.7, 71.4
1408, 4.0, 9.464e-05, 2.59, 3.509, 0.438, 65.5, 60.0, 72.2
1536, 4.25, 9.286e-05, 2.52, 3.511, 0.436, 65.3, 59.9, 71.8
1664, 4.11, 9.107e-05, 2.44, 3.483, 0.444, 65.8, 60.6, 71.9
1792, 4.08, 8.929e-05, 2.5, 3.485, 0.446, 65.8, 60.9, 71.7
1920, 3.92, 8.75e-05, 2.46, 3.406, 0.446, 65.8, 60.9, 71.6
2048, 4.22, 8.571e-05, 2.41, 3.36, 0.44, 65.4, 60.8, 70.7
2176, 4.09, 8.393e-05, 2.27, 3.362, 0.446, 65.8, 61.1, 71.3
2304, 4.05, 8.214e-05, 2.35, 3.363, 0.448, 65.9, 61.2, 71.4
2432, 4.04, 8.036e-05, 2.39, 3.356, 0.443, 65.6, 61.0, 70.9
2560, 3.96, 7.857e-05, 2.24, 3.356, 0.444, 65.6, 61.2, 70.6
2688, 4.21, 7.679e-05, 2.27, 3.352, 0.448, 65.9, 61.3, 71.1
2816, 4.13, 7.5e-05, 2.27, 3.327, 0.445, 65.6, 61.3, 70.6
2944, 4.19, 7.321e-05, 2.39, 3.326, 0.446, 65.6, 61.4, 70.5
3072, 4.04, 7.143e-05, 2.23, 3.324, 0.444, 65.5, 61.3, 70.3
3200, 4.27, 6.964e-05, 2.18, 3.321, 0.458, 66.4, 62.0, 71.5
3328, 4.15, 6.786e-05, 2.23, 3.323, 0.453, 66.1, 61.7, 71.1
