step, s/batch, lr, train_loss, dev.quy-dev_loss
8448, 2.54, 0.000465, 1.7, 2.7
8576, 2.53, 0.0004575, 1.71, 2.681
8704, 2.56, 0.00045, 1.69, 2.691
8832, 2.55, 0.0004425, 1.69, 2.716
8960, 2.51, 0.000435, 1.7, 2.696
9088, 2.51, 0.0004275, 1.68, 2.708
9216, 2.53, 0.00042, 1.69, 2.695
9344, 2.53, 0.0004125, 1.69, 2.68
9472, 2.57, 0.000405, 1.68, 2.67
9600, 2.53, 0.0003975, 1.69, 2.687
9728, 2.51, 0.00039, 1.67, 2.683
9856, 2.52, 0.0003825, 1.68, 2.692
9984, 2.55, 0.000375, 1.69, 2.703
10112, 2.55, 0.0003675, 1.69, 2.68
10240, 2.54, 0.00036, 1.67, 2.681
10368, 2.49, 0.0003525, 1.68, 2.693
10496, 2.56, 0.000345, 1.69, 2.699
10624, 2.54, 0.0003375, 1.68, 2.68
10752, 2.53, 0.00033, 1.69, 2.692
10880, 2.52, 0.0003225, 1.68, 2.684
11008, 2.53, 0.000315, 1.67, 2.697
11136, 2.58, 0.0003075, 1.68, 2.678
11264, 2.53, 0.0003, 1.67, 2.692
11392, 2.49, 0.0002925, 1.67, 2.688
11520, 2.54, 0.000285, 1.68, 2.71
11648, 2.54, 0.0002775, 1.67, 2.688
11776, 2.51, 0.00027, 1.69, 2.683
11904, 2.46, 0.0002625, 1.68, 2.68
12032, 2.49, 0.000255, 1.68, 2.679
12160, 2.58, 0.0002475, 1.68, 2.693
12288, 2.57, 0.00024, 1.68, 2.688
12416, 2.5, 0.0002325, 1.68, 2.695
12544, 2.52, 0.000225, 1.68, 2.699
12672, 2.53, 0.0002175, 1.66, 2.685
12800, 2.54, 0.00021, 1.66, 2.695
12928, 2.57, 0.0002025, 1.67, 2.673
13056, 2.52, 0.000195, 1.67, 2.68
13184, 2.56, 0.0001875, 1.68, 2.687
13312, 2.54, 0.00018, 1.66, 2.688
13440, 2.63, 0.0001725, 1.65, 2.694
13568, 2.59, 0.000165, 1.66, 2.691
13696, 2.48, 0.0001575, 1.66, 2.701
13824, 2.49, 0.00015, 1.67, 2.689
13952, 2.45, 0.0001425, 1.65, 2.704
14080, 2.5, 0.000135, 1.66, 2.689
14208, 2.45, 0.0001275, 1.66, 2.692
14336, 2.49, 0.00012, 1.64, 2.691
14464, 2.42, 0.0001125, 1.66, 2.699
14592, 2.43, 0.000105, 1.64, 2.694
14720, 2.49, 9.75e-05, 1.64, 2.696
14848, 2.5, 9e-05, 1.66, 2.683
14976, 2.46, 8.25e-05, 1.65, 2.689
15104, 2.42, 7.5e-05, 1.65, 2.696
15232, 2.47, 6.75e-05, 1.65, 2.692
15360, 2.46, 6e-05, 1.65, 2.692
15488, 2.46, 5.25e-05, 1.64, 2.684
15616, 2.45, 4.5e-05, 1.63, 2.694
15744, 2.51, 3.75e-05, 1.64, 2.685
15872, 2.45, 3e-05, 1.64, 2.687
16000, 2.47, 2.25e-05, 1.65, 2.688
16128, 2.48, 1.5e-05, 1.64, 2.686
16256, 2.46, 7.5e-06, 1.64, 2.685
16384, 2.45, 0.0, 1.65, 2.688
