step, s/batch, lr, train_loss, dev.quy-dev_loss
0, n/a, 8.8e-07, n/a, 7.672
128, 2.63, 0.0001125, 6.45, 4.291
256, 2.57, 0.000225, 3.88, 3.514
384, 2.59, 0.0003375, 3.17, 3.25
512, 2.61, 0.00045, 2.86, 3.173
640, 2.58, 0.0005625, 2.63, 3.006
768, 2.57, 0.000675, 2.47, 2.923
896, 2.55, 0.0007875, 2.31, 2.861
1024, 2.56, 0.0009, 2.2, 2.852
1152, 2.55, 0.0008925, 2.17, 2.811
1280, 2.58, 0.000885, 2.17, 2.814
1408, 2.52, 0.0008775, 2.09, 2.806
1536, 2.5, 0.00087, 2.06, 2.773
1664, 2.55, 0.0008625, 2.02, 2.777
1792, 2.55, 0.000855, 2.0, 2.745
1920, 2.57, 0.0008475, 1.98, 2.737
2048, 2.52, 0.00084, 1.94, 2.765
2176, 2.54, 0.0008325, 1.93, 2.751
2304, 2.54, 0.000825, 1.91, 2.718
2432, 2.57, 0.0008175, 1.9, 2.718
2560, 2.55, 0.00081, 1.89, 2.718
2688, 2.52, 0.0008025, 1.87, 2.722
2816, 2.53, 0.000795, 1.87, 2.709
2944, 2.5, 0.0007875, 1.85, 2.718
3072, 2.51, 0.00078, 1.83, 2.708
3200, 2.53, 0.0007725, 1.84, 2.724
3328, 2.48, 0.000765, 1.82, 2.729
3456, 2.56, 0.0007575, 1.83, 2.698
3584, 2.53, 0.00075, 1.82, 2.715
3712, 2.59, 0.0007425, 1.83, 2.704
3840, 2.56, 0.000735, 1.81, 2.725
3968, 2.52, 0.0007275, 1.81, 2.729
4096, 2.56, 0.00072, 1.81, 2.71
4224, 2.51, 0.0007125, 1.8, 2.711
4352, 2.53, 0.000705, 1.79, 2.72
4480, 2.54, 0.0006975, 1.78, 2.71
4608, 2.54, 0.00069, 1.78, 2.719
4736, 2.51, 0.0006825, 1.77, 2.689
4864, 2.54, 0.000675, 1.78, 2.704
4992, 2.52, 0.0006675, 1.75, 2.698
5120, 2.56, 0.00066, 1.76, 2.695
5248, 2.54, 0.0006525, 1.75, 2.706
5376, 2.53, 0.000645, 1.76, 2.719
5504, 2.6, 0.0006375, 1.75, 2.718
5632, 2.55, 0.00063, 1.76, 2.691
5760, 2.53, 0.0006225, 1.75, 2.719
5888, 2.52, 0.000615, 1.74, 2.69
6016, 2.51, 0.0006075, 1.73, 2.697
6144, 2.52, 0.0006, 1.73, 2.721
6272, 2.48, 0.0005925, 1.73, 2.717
6400, 2.52, 0.000585, 1.74, 2.691
6528, 2.56, 0.0005775, 1.74, 2.703
6656, 2.53, 0.00057, 1.73, 2.712
6784, 2.51, 0.0005625, 1.73, 2.711
6912, 2.55, 0.000555, 1.71, 2.711
7040, 2.55, 0.0005475, 1.71, 2.722
7168, 2.55, 0.00054, 1.72, 2.697
7296, 2.57, 0.0005325, 1.74, 2.688
7424, 2.52, 0.000525, 1.71, 2.705
7552, 2.53, 0.0005175, 1.72, 2.692
7680, 2.55, 0.00051, 1.7, 2.708
7808, 2.55, 0.0005025, 1.7, 2.705
7936, 2.49, 0.000495, 1.69, 2.711
8064, 2.56, 0.0004875, 1.71, 2.693
8192, 2.5, 0.00048, 1.7, 2.702
8320, 2.52, 0.0004725, 1.71, 2.712
