step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 5.751, 0.283, 50.7, 57.4, 45.4
64, 3.87, 6.25e-05, 5.19, 5.2, 0.287, 52.7, 55.9, 49.9
128, 3.88, 0.000125, 4.25, 4.492, 0.356, 59.0, 58.3, 59.7
192, 3.88, 0.0001875, 3.57, 4.02, 0.374, 60.3, 59.1, 61.6
256, 3.88, 0.00025, 3.19, 3.813, 0.398, 61.7, 60.7, 62.7
320, 3.88, 0.0003125, 2.93, 3.668, 0.414, 62.5, 62.3, 62.7
384, 3.9, 0.000375, 2.76, 3.639, 0.425, 62.8, 63.7, 62.0
448, 3.89, 0.0004375, 2.6, 3.607, 0.419, 62.3, 63.6, 61.0
512, 3.93, 0.0005, 2.47, 3.634, 0.401, 60.6, 63.4, 57.9
576, 3.91, 0.00049107, 2.35, 3.574, 0.407, 61.1, 63.7, 58.6
640, 3.89, 0.00048214, 2.25, 3.608, 0.402, 60.4, 63.9, 57.2
704, 3.89, 0.00047321, 2.15, 3.593, 0.404, 60.6, 64.0, 57.5
768, 3.89, 0.00046429, 2.08, 3.615, 0.405, 60.3, 64.5, 56.7
832, 3.92, 0.00045536, 2.02, 3.623, 0.4, 60.1, 64.0, 56.7
896, 3.88, 0.00044643, 1.96, 3.664, 0.395, 59.4, 64.1, 55.4
960, 3.86, 0.0004375, 1.9, 3.706, 0.389, 58.9, 63.8, 54.7
1024, 3.85, 0.00042857, 1.85, 3.687, 0.401, 59.8, 64.6, 55.7
1088, 3.85, 0.00041964, 1.81, 3.709, 0.392, 58.9, 64.3, 54.4
1152, 3.86, 0.00041071, 1.77, 3.775, 0.392, 59.0, 64.3, 54.5
1216, 3.84, 0.00040179, 1.73, 3.805, 0.384, 58.4, 63.9, 53.8
1280, 3.93, 0.00039286, 1.7, 3.824, 0.383, 58.2, 63.9, 53.4
1344, 3.87, 0.00038393, 1.65, 3.836, 0.375, 57.6, 63.4, 52.7
1408, 3.99, 0.000375, 1.63, 3.832, 0.382, 58.0, 64.1, 53.0
1472, 3.98, 0.00036607, 1.6, 3.875, 0.373, 57.2, 63.7, 51.9
1536, 3.9, 0.00035714, 1.57, 3.853, 0.37, 57.2, 63.3, 52.1
1600, 3.88, 0.00034821, 1.55, 3.887, 0.377, 57.6, 63.7, 52.6
1664, 3.88, 0.00033929, 1.52, 3.964, 0.371, 57.2, 63.3, 52.2
1728, 3.89, 0.00033036, 1.5, 3.956, 0.366, 56.8, 62.9, 51.8
1792, 3.88, 0.00032143, 1.47, 3.996, 0.363, 56.7, 62.6, 51.9
1856, 3.92, 0.0003125, 1.45, 4.041, 0.361, 56.4, 62.8, 51.2
1920, 3.89, 0.00030357, 1.43, 4.036, 0.363, 56.6, 62.8, 51.4
1984, 3.87, 0.00029464, 1.41, 4.016, 0.363, 56.6, 62.9, 51.5
2048, 3.92, 0.00028571, 1.39, 4.059, 0.36, 56.5, 62.4, 51.7
2112, 3.88, 0.00027679, 1.38, 4.029, 0.363, 56.7, 62.7, 51.8
2176, 3.93, 0.00026786, 1.36, 4.117, 0.36, 56.5, 62.4, 51.6
2240, 3.91, 0.00025893, 1.35, 4.131, 0.362, 56.5, 62.9, 51.2
2304, 3.95, 0.00025, 1.33, 4.13, 0.356, 55.9, 62.7, 50.4
2368, 3.88, 0.00024107, 1.32, 4.154, 0.361, 56.4, 62.7, 51.3
2432, 3.85, 0.00023214, 1.3, 4.141, 0.35, 55.4, 62.2, 50.0
2496, 3.85, 0.00022321, 1.29, 4.137, 0.35, 55.5, 62.2, 50.1
2560, 3.88, 0.00021429, 1.28, 4.136, 0.346, 55.4, 61.6, 50.3
2624, 3.88, 0.00020536, 1.26, 4.193, 0.352, 55.8, 62.1, 50.6
2688, 3.87, 0.00019643, 1.25, 4.264, 0.357, 56.0, 62.6, 50.7
2752, 3.92, 0.0001875, 1.24, 4.263, 0.347, 55.3, 61.9, 50.0
2816, 3.95, 0.00017857, 1.23, 4.275, 0.349, 55.6, 61.9, 50.4
2880, 3.92, 0.00016964, 1.22, 4.303, 0.351, 55.7, 62.1, 50.5
2944, 3.9, 0.00016071, 1.22, 4.275, 0.348, 55.6, 61.8, 50.5
3008, 3.95, 0.00015179, 1.2, 4.285, 0.354, 55.9, 62.3, 50.8
3072, 3.85, 0.00014286, 1.2, 4.332, 0.347, 55.5, 61.7, 50.5
3136, 3.92, 0.00013393, 1.19, 4.362, 0.357, 56.2, 62.4, 51.2
3200, 3.98, 0.000125, 1.18, 4.334, 0.34, 54.9, 61.4, 49.6
3264, 3.87, 0.00011607, 1.17, 4.275, 0.354, 55.9, 62.2, 50.8
3328, 3.86, 0.00010714, 1.17, 4.343, 0.349, 55.5, 62.1, 50.1
3392, 3.89, 9.821e-05, 1.16, 4.416, 0.35, 55.7, 61.9, 50.6
3456, 3.96, 8.929e-05, 1.16, 4.45, 0.351, 55.5, 62.3, 50.0
3520, 3.9, 8.036e-05, 1.15, 4.366, 0.354, 55.8, 62.4, 50.5
3584, 3.91, 7.143e-05, 1.15, 4.41, 0.352, 55.7, 62.3, 50.3
3648, 3.9, 6.25e-05, 1.14, 4.451, 0.342, 55.0, 61.5, 49.7
3712, 3.9, 5.357e-05, 1.14, 4.403, 0.354, 56.0, 62.2, 50.9
3776, 3.92, 4.464e-05, 1.14, 4.393, 0.35, 55.6, 62.0, 50.3
3840, 3.86, 3.571e-05, 1.13, 4.387, 0.351, 55.7, 62.1, 50.4
3904, 3.99, 2.679e-05, 1.13, 4.42, 0.354, 55.8, 62.4, 50.6
3968, 3.89, 1.786e-05, 1.13, 4.437, 0.355, 56.0, 62.3, 50.8
4032, 3.88, 8.93e-06, 1.13, 4.394, 0.345, 55.3, 61.7, 50.1
4096, 3.93, 0.0, 1.13, 4.401, 0.345, 55.2, 61.7, 50.0
