step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 1e-07, n/a, 5.69, 0.251, 48.2, 55.3, 42.7
128, 4.38, 1.25e-05, 5.32, 5.38, 0.271, 51.5, 54.9, 48.4
256, 4.11, 2.5e-05, 4.53, 4.842, 0.271, 53.8, 52.6, 55.1
384, 4.22, 3.75e-05, 3.92, 4.52, 0.302, 56.7, 53.3, 60.6
512, 3.96, 5e-05, 3.57, 4.187, 0.323, 58.6, 53.5, 64.9
640, 4.01, 6.25e-05, 3.24, 3.861, 0.362, 61.3, 54.9, 69.3
768, 4.23, 7.5e-05, 3.06, 3.76, 0.387, 62.8, 56.2, 71.0
896, 4.22, 8.75e-05, 2.86, 3.689, 0.397, 63.3, 56.9, 71.3
1024, 4.13, 0.0001, 2.76, 3.652, 0.413, 64.3, 57.6, 72.7
1152, 4.11, 9.821e-05, 2.66, 3.646, 0.417, 64.5, 58.0, 72.6
1280, 4.23, 9.643e-05, 2.62, 3.616, 0.415, 64.3, 58.0, 72.2
1408, 4.03, 9.464e-05, 2.55, 3.507, 0.424, 64.9, 58.3, 73.2
1536, 4.3, 9.286e-05, 2.48, 3.511, 0.425, 65.0, 58.4, 73.3
1664, 4.12, 9.107e-05, 2.39, 3.482, 0.433, 65.4, 58.9, 73.6
1792, 4.08, 8.929e-05, 2.47, 3.501, 0.426, 65.0, 58.7, 72.8
1920, 3.9, 8.75e-05, 2.43, 3.412, 0.433, 65.4, 59.0, 73.3
2048, 4.2, 8.571e-05, 2.37, 3.364, 0.428, 65.1, 58.8, 72.8
2176, 4.13, 8.393e-05, 2.22, 3.358, 0.431, 65.2, 59.0, 72.9
2304, 4.1, 8.214e-05, 2.31, 3.361, 0.432, 65.3, 59.1, 73.0
2432, 4.09, 8.036e-05, 2.36, 3.362, 0.434, 65.4, 59.3, 72.8
2560, 4.03, 7.857e-05, 2.2, 3.356, 0.437, 65.6, 59.5, 73.1
2688, 4.18, 7.679e-05, 2.23, 3.336, 0.429, 65.0, 59.2, 72.1
2816, 4.19, 7.5e-05, 2.23, 3.344, 0.431, 65.1, 59.4, 72.0
2944, 4.19, 7.321e-05, 2.36, 3.316, 0.433, 65.2, 59.5, 72.2
3072, 4.11, 7.143e-05, 2.19, 3.311, 0.428, 64.9, 59.3, 71.7
3200, 4.32, 6.964e-05, 2.14, 3.307, 0.432, 65.2, 59.4, 72.2
3328, 4.05, 6.786e-05, 2.2, 3.3, 0.436, 65.4, 59.7, 72.3
3456, 4.03, 6.607e-05, 2.2, 3.301, 0.431, 65.1, 59.7, 71.5
3584, 4.19, 6.429e-05, 2.08, 3.288, 0.431, 65.0, 59.6, 71.6
3712, 4.16, 6.25e-05, 2.13, 3.271, 0.431, 65.0, 59.6, 71.6
3840, 3.93, 6.071e-05, 2.17, 3.291, 0.431, 65.0, 59.7, 71.4
3968, 4.28, 5.893e-05, 2.13, 3.293, 0.434, 65.2, 59.8, 71.7
4096, 4.12, 5.714e-05, 2.16, 3.288, 0.434, 65.1, 60.0, 71.2
4224, 4.19, 5.536e-05, 2.1, 3.273, 0.435, 65.2, 60.1, 71.3
4352, 4.19, 5.357e-05, 2.13, 3.285, 0.432, 65.0, 59.9, 71.0
4480, 4.02, 5.179e-05, 2.11, 3.29, 0.436, 65.3, 60.2, 71.3
4608, 4.12, 5e-05, 2.1, 3.278, 0.434, 65.2, 60.0, 71.3
4736, 4.0, 4.821e-05, 2.13, 3.279, 0.438, 65.4, 60.3, 71.5
4864, 3.97, 4.643e-05, 2.18, 3.29, 0.432, 65.0, 60.1, 70.8
4992, 4.16, 4.464e-05, 2.03, 3.281, 0.429, 64.8, 60.0, 70.4
5120, 4.06, 4.286e-05, 2.06, 3.271, 0.431, 64.9, 60.1, 70.5
5248, 4.04, 4.107e-05, 2.02, 3.26, 0.433, 65.0, 60.2, 70.6
5376, 4.16, 3.929e-05, 2.12, 3.28, 0.432, 64.9, 60.1, 70.6
5504, 4.36, 3.75e-05, 2.04, 3.275, 0.432, 65.0, 60.0, 71.0
5632, 3.81, 3.571e-05, 2.16, 3.286, 0.43, 64.8, 60.1, 70.3
5760, 4.19, 3.393e-05, 1.98, 3.284, 0.431, 64.9, 60.1, 70.4
5888, 4.11, 3.214e-05, 2.15, 3.265, 0.436, 65.2, 60.4, 70.8
6016, 4.23, 3.036e-05, 2.03, 3.27, 0.43, 64.9, 60.1, 70.4
6144, 4.04, 2.857e-05, 2.0, 3.266, 0.43, 64.8, 60.0, 70.4
6272, 4.03, 2.679e-05, 2.09, 3.288, 0.433, 65.0, 60.2, 70.6
6400, 4.03, 2.5e-05, 2.07, 3.264, 0.433, 65.0, 60.2, 70.6
6528, 4.02, 2.321e-05, 2.09, 3.247, 0.429, 64.7, 60.1, 70.1
6656, 4.27, 2.143e-05, 1.98, 3.246, 0.431, 64.8, 60.2, 70.2
6784, 4.02, 1.964e-05, 2.08, 3.26, 0.433, 65.0, 60.4, 70.3
6912, 4.12, 1.786e-05, 2.05, 3.263, 0.429, 64.7, 60.1, 70.2
7040, 4.22, 1.607e-05, 2.0, 3.267, 0.431, 64.8, 60.2, 70.2
7168, 4.14, 1.429e-05, 2.13, 3.262, 0.437, 65.3, 60.5, 70.8
7296, 4.09, 1.25e-05, 1.98, 3.25, 0.432, 64.9, 60.3, 70.3
7424, 4.14, 1.071e-05, 2.08, 3.255, 0.428, 64.6, 60.2, 69.8
