step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 9.8e-07, n/a, 7.09, 0.03, 15.3, 40.6, 9.4
64, 3.7, 6.25e-05, 6.6, 6.616, -0.087, 8.5, 22.1, 5.3
128, 3.68, 0.000125, 5.27, 4.872, -0.067, 23.3, 29.9, 19.1
192, 3.65, 0.0001875, 4.58, 4.607, -0.058, 26.0, 31.1, 22.4
256, 3.61, 0.00025, 4.3, 4.128, -0.073, 31.7, 31.3, 32.1
320, 3.67, 0.0003125, 3.95, 3.874, -0.076, 31.0, 30.9, 31.0
384, 3.68, 0.000375, 3.76, 3.702, -0.081, 29.9, 30.5, 29.4
448, 3.64, 0.0004375, 3.62, 3.594, -0.099, 28.2, 29.2, 27.4
512, 3.66, 0.0005, 3.52, 3.547, -0.123, 24.9, 27.0, 23.1
576, 3.61, 0.00049107, 3.37, 3.601, -0.118, 24.9, 27.2, 23.0
640, 3.6, 0.00048214, 3.24, 3.599, -0.126, 24.4, 26.7, 22.5
704, 3.62, 0.00047321, 3.1, 3.577, -0.127, 23.8, 26.4, 21.6
768, 3.59, 0.00046429, 2.98, 3.616, -0.115, 24.7, 27.3, 22.6
832, 3.56, 0.00045536, 2.85, 3.756, -0.114, 24.4, 27.3, 22.0
896, 3.57, 0.00044643, 2.72, 3.817, -0.111, 24.7, 27.5, 22.4
960, 3.59, 0.0004375, 2.61, 3.876, -0.117, 24.3, 27.1, 22.1
1024, 3.61, 0.00042857, 2.48, 3.925, -0.106, 25.1, 27.9, 22.8
1088, 3.6, 0.00041964, 2.37, 4.003, -0.11, 23.7, 27.3, 21.0
1152, 3.56, 0.00041071, 2.28, 4.189, -0.101, 25.1, 28.2, 22.6
1216, 3.57, 0.00040179, 2.14, 4.272, -0.114, 23.1, 26.8, 20.2
1280, 3.57, 0.00039286, 2.03, 4.388, -0.1, 24.6, 28.1, 21.9
1344, 3.55, 0.00038393, 1.97, 4.438, -0.106, 24.1, 27.6, 21.3
1408, 3.57, 0.000375, 1.86, 4.686, -0.097, 25.0, 28.4, 22.2
1472, 3.58, 0.00036607, 1.78, 4.73, -0.085, 26.0, 29.4, 23.3
1536, 3.56, 0.00035714, 1.7, 4.953, -0.075, 26.8, 30.2, 24.2
1600, 3.57, 0.00034821, 1.66, 4.895, -0.094, 24.5, 28.5, 21.4
1664, 3.56, 0.00033929, 1.58, 4.962, -0.083, 26.2, 29.6, 23.6
1728, 3.57, 0.00033036, 1.49, 5.079, -0.084, 25.9, 29.4, 23.1
1792, 3.56, 0.00032143, 1.44, 5.133, -0.086, 25.4, 29.2, 22.5
1856, 3.57, 0.0003125, 1.38, 5.255, -0.087, 25.8, 29.2, 23.1
1920, 3.58, 0.00030357, 1.32, 5.408, -0.082, 26.1, 29.6, 23.3
1984, 3.56, 0.00029464, 1.27, 5.423, -0.086, 25.7, 29.2, 22.9
2048, 3.56, 0.00028571, 1.21, 5.474, -0.076, 26.3, 30.0, 23.3
2112, 3.56, 0.00027679, 1.17, 5.634, -0.082, 25.9, 29.5, 23.0
2176, 3.56, 0.00026786, 1.11, 5.674, -0.075, 26.0, 30.0, 23.0
2240, 3.59, 0.00025893, 1.08, 5.822, -0.071, 26.6, 30.4, 23.7
2304, 3.58, 0.00025, 1.04, 5.894, -0.082, 25.8, 29.5, 23.0
2368, 3.57, 0.00024107, 1.01, 5.989, -0.078, 26.1, 29.8, 23.1
2432, 3.56, 0.00023214, 0.95, 6.057, -0.081, 25.5, 29.5, 22.5
2496, 3.56, 0.00022321, 0.92, 6.035, -0.064, 26.7, 30.8, 23.6
2560, 3.58, 0.00021429, 0.89, 6.197, -0.07, 26.7, 30.5, 23.7
2624, 3.59, 0.00020536, 0.86, 6.262, -0.065, 27.1, 30.8, 24.1
2688, 3.59, 0.00019643, 0.83, 6.328, -0.069, 26.4, 30.5, 23.3
2752, 3.62, 0.0001875, 0.8, 6.319, -0.074, 26.3, 30.1, 23.3
2816, 3.58, 0.00017857, 0.77, 6.432, -0.075, 25.8, 29.9, 22.7
2880, 3.61, 0.00016964, 0.75, 6.51, -0.082, 25.2, 29.4, 22.1
2944, 3.6, 0.00016071, 0.72, 6.561, -0.084, 25.4, 29.3, 22.4
3008, 3.57, 0.00015179, 0.7, 6.67, -0.081, 25.7, 29.6, 22.7
3072, 3.56, 0.00014286, 0.68, 6.637, -0.079, 25.6, 29.6, 22.6
3136, 3.63, 0.00013393, 0.66, 6.69, -0.068, 26.5, 30.5, 23.4
3200, 3.57, 0.000125, 0.65, 6.68, -0.078, 25.8, 29.7, 22.8
3264, 3.57, 0.00011607, 0.63, 6.76, -0.077, 25.7, 29.8, 22.7
3328, 3.57, 0.00010714, 0.61, 6.826, -0.074, 26.2, 30.1, 23.2
3392, 3.59, 9.821e-05, 0.6, 6.825, -0.077, 25.7, 29.8, 22.5
3456, 3.57, 8.929e-05, 0.59, 7.024, -0.074, 26.1, 30.1, 23.0
3520, 3.58, 8.036e-05, 0.58, 7.002, -0.074, 26.0, 30.0, 22.9
3584, 3.59, 7.143e-05, 0.57, 6.977, -0.076, 25.9, 29.9, 22.9
3648, 3.61, 6.25e-05, 0.56, 6.953, -0.072, 26.1, 30.2, 23.0
3712, 3.6, 5.357e-05, 0.55, 7.017, -0.075, 25.8, 29.9, 22.7
3776, 3.59, 4.464e-05, 0.54, 6.977, -0.072, 26.1, 30.2, 22.9
3840, 3.6, 3.571e-05, 0.54, 7.097, -0.077, 25.7, 29.8, 22.6
3904, 3.6, 2.679e-05, 0.53, 7.035, -0.076, 25.6, 29.8, 22.4
3968, 3.57, 1.786e-05, 0.53, 7.088, -0.068, 26.4, 30.5, 23.2
4032, 3.57, 8.93e-06, 0.52, 7.152, -0.071, 26.2, 30.3, 23.1
4096, 3.56, 0.0, 0.52, 7.024, -0.074, 26.0, 30.0, 22.9
