step, s/batch, lr, train_loss, dev.quc-dev_loss, dev.quc-mcc, dev.quc-f1, dev.quc-precision, dev.quc-recall
0, n/a, 4.9e-07, n/a, 7.279, 0.094, 33.8, 41.1, 28.7
128, 3.91, 6.25e-05, 5.42, 4.699, 0.218, 49.6, 46.0, 53.7
256, 3.86, 0.000125, 3.61, 3.567, 0.291, 55.3, 48.7, 63.9
384, 3.83, 0.0001875, 2.85, 3.339, 0.309, 56.5, 49.5, 65.7
512, 3.83, 0.00025, 2.52, 3.253, 0.32, 57.1, 50.1, 66.4
640, 3.85, 0.0003125, 2.26, 3.202, 0.327, 57.5, 50.6, 66.6
768, 3.86, 0.000375, 2.13, 3.177, 0.33, 57.6, 50.9, 66.3
896, 3.99, 0.0004375, 1.95, 3.137, 0.334, 57.8, 51.2, 66.4
1024, 3.7, 0.0005, 1.95, 3.131, 0.323, 57.1, 50.8, 65.0
1152, 3.86, 0.00049107, 1.81, 3.237, 0.332, 57.6, 51.3, 65.7
1280, 3.86, 0.00048214, 1.77, 3.15, 0.337, 57.9, 51.6, 66.0
1408, 3.94, 0.00047321, 1.68, 3.167, 0.336, 57.6, 52.0, 64.6
1536, 3.77, 0.00046429, 1.71, 3.2, 0.338, 57.8, 51.8, 65.4
1664, 3.87, 0.00045536, 1.61, 3.154, 0.332, 57.4, 51.7, 64.4
1792, 3.83, 0.00044643, 1.61, 3.278, 0.33, 57.3, 51.7, 64.2
1920, 3.86, 0.0004375, 1.58, 3.217, 0.345, 58.2, 52.4, 65.4
2048, 3.76, 0.00042857, 1.56, 3.249, 0.34, 58.0, 52.0, 65.4
2176, 3.89, 0.00041964, 1.5, 3.228, 0.331, 57.3, 51.8, 64.1
2304, 3.84, 0.00041071, 1.48, 3.307, 0.335, 57.6, 52.0, 64.5
2432, 3.83, 0.00040179, 1.5, 3.319, 0.332, 57.4, 51.8, 64.2
2560, 3.76, 0.00039286, 1.47, 3.298, 0.341, 58.1, 52.1, 65.6
2688, 3.8, 0.00038393, 1.45, 3.284, 0.339, 57.9, 52.1, 65.1
2816, 3.86, 0.000375, 1.43, 3.308, 0.332, 57.3, 51.8, 64.2
2944, 3.88, 0.00036607, 1.38, 3.33, 0.331, 57.2, 51.8, 64.0
3072, 3.8, 0.00035714, 1.39, 3.311, 0.337, 57.6, 52.2, 64.4
3200, 3.83, 0.00034821, 1.37, 3.404, 0.327, 57.1, 51.5, 63.9
3328, 3.87, 0.00033929, 1.36, 3.36, 0.331, 57.2, 51.9, 63.7
3456, 3.76, 0.00033036, 1.36, 3.386, 0.342, 58.0, 52.4, 65.0
3584, 3.85, 0.00032143, 1.34, 3.352, 0.335, 57.5, 52.0, 64.2
3712, 3.83, 0.0003125, 1.32, 3.434, 0.335, 57.5, 52.2, 64.0
3840, 3.79, 0.00030357, 1.33, 3.42, 0.33, 57.1, 51.9, 63.4
3968, 3.89, 0.00029464, 1.27, 3.401, 0.334, 57.4, 52.1, 63.9
4096, 3.87, 0.00028571, 1.3, 3.496, 0.326, 56.8, 51.6, 63.2
4224, 3.77, 0.00027679, 1.3, 3.435, 0.33, 57.1, 52.0, 63.3
4352, 3.82, 0.00026786, 1.25, 3.493, 0.325, 56.8, 51.7, 62.9
4480, 3.82, 0.00025893, 1.26, 3.494, 0.328, 57.0, 51.8, 63.3
4608, 3.81, 0.00025, 1.25, 3.499, 0.329, 57.0, 51.9, 63.1
4736, 3.86, 0.00024107, 1.23, 3.478, 0.328, 57.0, 51.8, 63.3
4864, 3.84, 0.00023214, 1.23, 3.515, 0.329, 57.0, 51.9, 63.3
4992, 3.85, 0.00022321, 1.23, 3.545, 0.332, 57.2, 51.9, 63.7
5120, 3.75, 0.00021429, 1.22, 3.567, 0.325, 56.8, 51.5, 63.3
5248, 3.92, 0.00020536, 1.17, 3.574, 0.319, 56.4, 51.3, 62.5
5376, 3.78, 0.00019643, 1.23, 3.596, 0.328, 56.9, 51.9, 63.1
5504, 3.83, 0.0001875, 1.18, 3.591, 0.324, 56.7, 51.6, 62.9
5632, 3.81, 0.00017857, 1.18, 3.59, 0.33, 57.1, 51.9, 63.5
5760, 3.81, 0.00016964, 1.2, 3.618, 0.322, 56.5, 51.6, 62.6
5888, 3.78, 0.00016071, 1.15, 3.633, 0.324, 56.7, 51.6, 62.9
6016, 4.0, 0.00015179, 1.16, 3.619, 0.326, 56.8, 51.7, 63.1
6144, 3.92, 0.00014286, 1.17, 3.648, 0.32, 56.4, 51.5, 62.4
6272, 4.01, 0.00013393, 1.15, 3.644, 0.323, 56.6, 51.6, 62.6
6400, 3.94, 0.000125, 1.15, 3.655, 0.324, 56.7, 51.6, 62.9
6528, 3.89, 0.00011607, 1.14, 3.666, 0.324, 56.7, 51.7, 62.9
6656, 3.98, 0.00010714, 1.13, 3.66, 0.319, 56.3, 51.4, 62.3
6784, 3.98, 9.821e-05, 1.12, 3.691, 0.322, 56.6, 51.5, 62.7
6912, 3.92, 8.929e-05, 1.13, 3.689, 0.322, 56.5, 51.6, 62.5
7040, 3.93, 8.036e-05, 1.13, 3.678, 0.326, 56.8, 51.7, 63.0
7168, 4.03, 7.143e-05, 1.11, 3.717, 0.326, 56.8, 51.8, 62.7
7296, 3.92, 6.25e-05, 1.11, 3.695, 0.317, 56.3, 51.2, 62.5
7424, 3.97, 5.357e-05, 1.11, 3.697, 0.319, 56.4, 51.4, 62.5
7552, 3.94, 4.464e-05, 1.11, 3.723, 0.328, 57.0, 51.7, 63.5
7680, 3.99, 3.571e-05, 1.09, 3.713, 0.328, 56.9, 51.9, 63.1
7808, 3.88, 2.679e-05, 1.12, 3.746, 0.318, 56.3, 51.3, 62.2
7936, 3.99, 1.786e-05, 1.11, 3.696, 0.321, 56.5, 51.6, 62.4
8064, 3.92, 8.93e-06, 1.08, 3.71, 0.327, 56.9, 51.9, 62.9
8192, 3.82, 0.0, 1.11, 3.713, 0.319, 56.4, 51.4, 62.5
